p_val avg_log2FC pct.1 pct.2 p_val_adj cluster gene
TSPAN1 5.84914980612265e-44 0.374531004113468 0.965 0.889 1.54955676663801e-39 0 TSPAN1
CTSB 9.02606254023551e-44 0.300774306885208 0.998 0.993 2.39118448815919e-39 0 CTSB
EPCAM 9.76730800820831e-44 0.294535058138305 1 0.997 2.58755523753455e-39 0 EPCAM
LGALS3BP 2.09318835417271e-43 0.322109387316257 0.997 0.987 5.54527458787436e-39 0 LGALS3BP
PNMT 4.09823391882207e-43 0.358712862565135 0.964 0.755 1.08570412977434e-38 0 PNMT
PITX2 7.71422353704787e-42 0.359037201486554 0.951 0.723 2.04365209943472e-37 0 PITX2
CDHR1 1.0920082120921e-41 0.343682526134891 0.816 0.554 2.89294815547438e-37 0 CDHR1
CPLX2 1.14465817967709e-40 0.330878337714928 0.984 0.928 3.03242844960054e-36 0 CPLX2
CALY 1.73722493372629e-40 0.310131202190122 0.992 0.969 4.60225629442767e-36 0 CALY
SERPINI1 1.04649757219985e-39 0.370831365994997 0.976 0.834 2.77238136827185e-35 0 SERPINI1
ADRA2A 1.35673218373937e-39 -0.580879012794336 0.674 0.814 3.59425490116235e-35 0 ADRA2A
CD164 2.19337392957425e-39 0.316301123443445 1 0.975 5.81068621422811e-35 0 CD164
EDIL3 2.31928287919059e-39 0.35500979011941 0.979 0.767 6.14424420355171e-35 0 EDIL3
MUC5B 9.87314604482261e-39 0.350023550480965 0.851 0.622 2.61559385019441e-34 0 MUC5B
PTPRN 1.50791586351214e-38 0.278700132678019 0.998 0.993 3.99477070561635e-34 0 PTPRN
PRLHR 2.93690754530981e-38 0.318536018714783 0.88 0.666 7.78045546903475e-34 0 PRLHR
ERICH3 5.95576854349603e-38 0.28006479017798 0.689 0.4 1.57780220254297e-33 0 ERICH3
KCNA5 3.24704483073146e-37 0.320086750601381 0.987 0.937 8.60207116557377e-33 0 KCNA5
SEMA3E 1.05827506175997e-36 0.36934331826903 1 0.9 2.80358229361452e-32 0 SEMA3E
SEZ6L 1.65687525399654e-36 0.309018296983297 1 0.979 4.38939392288762e-32 0 SEZ6L
BRINP3 4.2559618131305e-36 -0.544678056606298 0.097 0.331 1.12748940353453e-31 0 BRINP3
SDC4 7.24625218950138e-36 0.34154000647443 0.968 0.884 1.91967713004271e-31 0 SDC4
RPL36A 5.60590254823662e-35 -0.342347234388227 0.998 1 1.48511570307885e-30 0 RPL36A
GRIA2 3.99239305957783e-34 0.320730340961991 0.941 0.763 1.05766476934336e-29 0 GRIA2
UNC13D 5.47178610616443e-34 0.276219518431272 0.773 0.525 1.44958557524508e-29 0 UNC13D
CTSV 1.4680210485885e-33 0.291021613136716 0.827 0.563 3.88908136192064e-29 0 CTSV
EMC10 1.77147254145591e-33 0.279507871658691 0.995 0.985 4.69298505682499e-29 0 EMC10
XIST 2.34318842059695e-33 -0.499925401452548 0.111 0.332 6.20757476384543e-29 0 XIST
SFRP1 3.93181988422173e-33 -0.38726807695775 0.097 0.318 1.04161772372802e-28 0 SFRP1
CHID1 7.93843641556434e-32 0.294174986520349 0.994 0.947 2.1030505752113e-27 0 CHID1
STMN1 2.39500412472618e-31 0.277572526807941 0.997 0.973 6.34484492722459e-27 0 STMN1
CNTN1 2.75290426518825e-31 0.269289801648102 1 0.992 7.29299397933672e-27 0 CNTN1
CBX5 9.61554180546168e-31 0.281927355791575 0.99 0.924 2.54734933510291e-26 0 CBX5
FGF13 1.47136000028615e-30 0.30684172697272 0.914 0.769 3.89792691275807e-26 0 FGF13
ATRNL1 1.76950738607436e-30 0.290106872246024 0.973 0.853 4.68777896718821e-26 0 ATRNL1
ATP1B2 2.01644881329175e-30 0.289275471588457 0.994 0.933 5.34197619617252e-26 0 ATP1B2
PITX1 3.69136720966084e-30 -0.331468380895469 1 1 9.77917001183351e-26 0 PITX1
CDH8 3.69301214610962e-30 0.295835303383092 0.949 0.845 9.7835277774736e-26 0 CDH8
TMEM9 1.02598513782923e-29 0.291473021262222 0.998 0.94 2.71803982713719e-25 0 TMEM9
PLEKHA7 1.21378647608071e-29 -0.307985671763522 1 0.999 3.21556313243302e-25 0 PLEKHA7
FSTL5 2.95319195536301e-29 -0.34232949872292 0.089 0.29 7.82359612814769e-25 0 FSTL5
FAIM2 3.11195388202807e-29 0.272545863864395 0.973 0.868 8.24418822426877e-25 0 FAIM2
FGFR1 3.46468563237246e-29 0.266409622034038 0.997 0.955 9.17864517728113e-25 0 FGFR1
SNHG31 1.10706865415842e-28 0.292995403143069 0.986 0.858 2.93284627859647e-24 0 SNHG31
PGK1 1.88014370698694e-28 -0.304231158992654 0.998 1 4.98087670854979e-24 0 PGK1
GSN 3.17283603579155e-28 -0.309494890090997 0.984 0.989 8.40547722601898e-24 0 GSN
HTRA1 6.21385569146283e-28 -0.397320304538547 0.664 0.776 1.64617464978233e-23 0 HTRA1
RPS2 1.63365665461902e-27 -0.299225084482246 0.968 0.977 4.32788320941671e-23 0 RPS2
RAD51B 1.95653552495292e-27 0.290906567868942 0.965 0.906 5.18325391270527e-23 0 RAD51B
KCNK1 2.01022632188015e-27 -0.452642256297818 0.341 0.516 5.3254915719249e-23 0 KCNK1
ITM2C 2.95953962066588e-27 -0.535908012512849 0.941 0.936 7.84041236306806e-23 0 ITM2C
AKAP13 3.43734626297156e-27 0.262093609208491 0.941 0.791 9.10621771986425e-23 0 AKAP13
SPOCK1 8.28752279271696e-27 0.273819166089915 0.987 0.937 2.19553053824658e-22 0 SPOCK1
IFI27L2 9.95158239605759e-27 0.256106857161512 0.995 0.971 2.63637320836358e-22 0 IFI27L2
HS6ST3 4.18904266038027e-26 -0.287310353855191 0.082 0.271 1.10976118158794e-21 0 HS6ST3
MAP3K4 6.79563213591165e-26 0.306578749656692 0.881 0.751 1.80029886544572e-21 0 MAP3K4
ARG2 1.24489891718995e-25 -0.358917285693528 0.393 0.563 3.29798621141962e-21 0 ARG2
DKK3 1.45980117520603e-25 -0.342877956529249 0.35 0.532 3.86730527335582e-21 0 DKK3
GLCE 2.12587054544672e-25 0.264592519467553 0.868 0.672 5.63185624899745e-21 0 GLCE
ATP2B1 7.22607720142664e-25 0.253489102739802 0.986 0.942 1.91433237220195e-20 0 ATP2B1
FNDC3A 1.00376841652717e-24 0.251391601574253 0.997 0.979 2.65918328906377e-20 0 FNDC3A
GLT8D1 1.21934762480484e-24 0.266161829604794 0.989 0.931 3.23029572763298e-20 0 GLT8D1
RPS28 1.24269482569885e-24 -0.277091520241778 1 1 3.29214713224138e-20 0 RPS28
VKORC1 1.4801880432955e-24 0.251893455995905 0.992 0.944 3.92131416429844e-20 0 VKORC1
UBB 1.90450597920376e-24 -0.479982714832103 1 1 5.04541724010659e-20 0 UBB
MIR7-3HG 2.68731003194936e-24 -0.566507316925214 1 0.998 7.11922173664025e-20 0 MIR7-3HG
STMN2 5.44258674041433e-24 -0.292627114355775 0.979 0.989 1.44185007927056e-19 0 STMN2
UBE2E3 1.21290834359758e-23 0.256990302076395 0.927 0.812 3.21323678385872e-19 0 UBE2E3
RPS19 2.30657931457941e-23 -0.346207765203181 1 1 6.11058992018378e-19 0 RPS19
VIM 3.71131719628422e-23 -0.48698857211374 0.853 0.901 9.83202151639616e-19 0 VIM
NECAB1 6.13814824311404e-23 -0.5134611799531 0.924 0.938 1.62611823256577e-18 0 NECAB1
CCN2 1.08126599174258e-22 -0.420924557510316 0.669 0.758 2.86448986532446e-18 0 CCN2
MEIS2 1.43611438097368e-22 -0.441124837512421 0.284 0.445 3.80455421807547e-18 0 MEIS2
CSRP2 1.58436471477593e-22 0.257280691045207 0.862 0.724 4.1972990023844e-18 0 CSRP2
GAD1 3.68472176205776e-22 -0.257173998359156 0.06 0.221 9.76156489204342e-18 0 GAD1
EIF2S3 6.7610094875914e-22 -0.280012082830361 0.628 0.75 1.79112663345271e-17 0 EIF2S3
UNC5B 1.04065735768418e-21 -0.2630899755264 0.184 0.361 2.75690947197694e-17 0 UNC5B
PCDH9 1.16317917005783e-21 -0.318176554371355 0.154 0.319 3.0814942573172e-17 0 PCDH9
RBP4 1.52021849428197e-21 -1.3095204514628 0.678 0.739 4.0273628350518e-17 0 RBP4
MT3 1.79830825578691e-21 0.250538521490523 0.951 0.871 4.76407823123067e-17 0 MT3
TNS1 6.26804457920769e-21 -0.286002266867088 0.363 0.519 1.6605303699237e-16 0 TNS1
UBL3 8.62548490818893e-21 0.253552472351044 0.935 0.86 2.28506346187741e-16 0 UBL3
S100A6 1.00579952252497e-20 -0.327183830262645 0.506 0.632 2.66456409507315e-16 0 S100A6
CNN3 1.36192176469409e-20 -0.30340922686027 0.639 0.725 3.60800313902759e-16 0 CNN3
CCND2 2.34837890972828e-20 -0.531927748228492 0.582 0.656 6.22132540765215e-16 0 CCND2
CALM3 2.49835882387009e-20 -0.269618033149638 0.979 0.976 6.61865219619664e-16 0 CALM3
MTHFD2 3.52728478969886e-19 -0.267434627842076 0.319 0.467 9.34448286487021e-15 0 MTHFD2
TMSB10 4.1559473814413e-19 -0.381121235766929 0.952 0.972 1.10099358029143e-14 0 TMSB10
PRDX1 4.73525844366433e-19 -0.319562269882743 0.913 0.917 1.25446466689555e-14 0 PRDX1
NRN1L 9.20295773452107e-19 -0.2782598991904 0.496 0.624 2.43804756302932e-14 0 NRN1L
FUNDC1 5.82014756284183e-18 -0.399203742548508 0.585 0.669 1.54187349234806e-13 0 FUNDC1
ELL2 8.66634226080306e-18 -0.316261891089708 0.463 0.586 2.29588739173195e-13 0 ELL2
TIMP3 8.81674173646797e-18 -0.284832247892326 0.561 0.667 2.33573122082509e-13 0 TIMP3
KCNIP4 9.10369403266661e-18 -0.295777824561862 0.242 0.386 2.41175062313404e-13 0 KCNIP4
PEBP4 1.14767581492615e-17 -0.338730285585303 0.532 0.638 3.04042276890236e-13 0 PEBP4
TSPAN33 5.93288533285539e-17 -0.452621138182834 0.924 0.913 1.57173998238005e-12 0 TSPAN33
MT-ATP8 8.85155781371162e-17 -0.346031611829385 0.959 0.959 2.34495469600848e-12 0 MT-ATP8
DDIT3 2.71935979197679e-16 -0.308442252325225 0.681 0.74 7.2041279609049e-12 0 DDIT3
C2orf80 2.82454978174815e-16 -0.368806007284656 0.513 0.61 7.48279728180719e-12 0 C2orf80
IGFBP4 3.97721816632701e-16 -0.288024770077764 0.42 0.565 1.05364463662335e-11 0 IGFBP4
NDUFA1 7.30205865473327e-16 -0.278854122814641 1 1 1.93446137881194e-11 0 NDUFA1
USP9X 1.19089343096533e-15 -0.272689317305085 0.751 0.819 3.15491487731336e-11 0 USP9X
FAM107A 1.54768452276248e-15 -0.360032516231216 0.975 0.974 4.10012583770237e-11 0 FAM107A
ABCA5 3.92803902266789e-15 -0.26193639681194 0.35 0.482 1.04061609788518e-10 0 ABCA5
FN1 4.44550322439954e-15 -0.392826103735517 0.891 0.886 1.17770271420793e-10 0 FN1
MAP3K15 2.57032974594101e-14 -0.253315062819059 0.261 0.385 6.80931756294692e-10 0 MAP3K15
MGP 9.07616572378316e-14 -0.419108409167928 0.967 0.967 2.40445782354464e-09 0 MGP
IFI44 1.25098111291784e-13 -0.36609613759725 0.826 0.833 3.31409916434194e-09 0 IFI44
BGN 1.47902937885066e-13 -0.38922048304231 0.838 0.867 3.91824463045117e-09 0 BGN
FSHB 3.22385906024265e-13 -1.14172740525337 1 1 8.54064742239482e-09 0 FSHB
CASK 4.55042454894555e-13 -0.27934130713765 0.865 0.886 1.20549847150666e-08 0 CASK
IGSF1 5.38071527599614e-13 -0.3736732026612 0.997 0.995 1.4254590909169e-08 0 IGSF1
CYFIP2 8.13777388848989e-13 -0.275891772535051 0.769 0.799 2.15585905853874e-08 0 CYFIP2
COL4A1 1.13230488744031e-12 -0.377613269295551 0.645 0.723 2.99970210780686e-08 0 COL4A1
PLVAP 2.68156750656084e-12 -0.322755742917935 0.282 0.394 7.10400863838097e-08 0 PLVAP
FXYD6 4.82441714908497e-11 -0.479132981600903 0.803 0.798 1.27808459113559e-06 0 FXYD6
SMIM10L2A 8.82690539193566e-11 -0.330730192033239 0.62 0.662 2.33842377643159e-06 0 SMIM10L2A
UBA1 1.11604533904631e-10 -0.285530320813642 0.962 0.95 2.95662731220149e-06 0 UBA1
SPARC 1.12647162879859e-10 -0.445473457377388 0.984 0.987 2.98424863901321e-06 0 SPARC
TSPAN7 2.44460570097569e-10 -0.540530969972716 0.908 0.886 6.47624942302479e-06 0 TSPAN7
HLA-B 3.228283375915e-10 -0.255933501275591 1 0.999 8.55236831947401e-06 0 HLA-B
IFITM3 4.85185820463704e-10 -0.274721327560204 0.59 0.645 1.28535427557245e-05 0 IFITM3
ISG15 6.15199614848188e-10 -0.335816878615562 0.42 0.515 1.62978681965582e-05 0 ISG15
IGFBP7 1.0696694581595e-09 -0.365591804716251 1 0.998 2.83376832855614e-05 0 IGFBP7
SYTL4 1.22547118649092e-09 -0.261545036479552 0.824 0.829 3.24651826725175e-05 0 SYTL4
ZMYM3 2.04926863810895e-09 -0.271314831510006 0.694 0.712 5.42892247607822e-05 0 ZMYM3
TCEAL3 2.3756976383801e-09 -0.3227414318573 0.97 0.958 6.29369818359655e-05 0 TCEAL3
LDHA 1.88485982982933e-08 -0.298208705739315 0.945 0.941 0.000499337066118387 0 LDHA
TAGLN 5.99305902440343e-08 -0.328697410529864 0.859 0.834 0.00158768119674496 0 TAGLN
COL1A2 9.35107253450756e-08 -0.415641776449736 0.921 0.904 0.00247728613584174 0 COL1A2
COL18A1 9.84452270495822e-08 -0.255844739793126 0.707 0.73 0.00260801095499753 0 COL18A1
ENO1 1.0284979848172e-07 -0.375300658043497 0.998 0.995 0.00272469686137773 0 ENO1
PTN 2.91632601936853e-07 -0.287422759190434 0.805 0.817 0.0077259308905111 0 PTN
PAK3 3.53436685914935e-07 -0.274423748198855 0.971 0.963 0.00936324468325846 0 PAK3
COL4A2 5.2534669028653e-07 -0.295200327764734 0.645 0.649 0.0139174845190708 0 COL4A2
PEG10 5.40508104913057e-07 -0.358362093847299 1 1 0.0143191407153567 0 PEG10
DGKK 6.23908926497659e-06 -0.273245486210956 0.477 0.507 0.16528595280776 0 DGKK
COL1A1 1.02737465179737e-05 -0.379588494346944 0.838 0.798 0.27217209275416 0 COL1A1
BNIP3P1 5.96515374115501e-05 -0.263531984469567 0.778 0.755 1 0 BNIP3P1
BNIP3 8.6730756480934e-05 -0.307361622333173 0.886 0.806 1 0 BNIP3
CITED1 0.000135278467364659 -0.558256723479789 0.99 0.977 1 0 CITED1
PRL 0.000284022002917123 -0.459185842010658 0.162 0.211 1 0 PRL
H1-2 0.000577760886939855 -0.385761506062459 0.859 0.818 1 0 H1-2
RBP4.1 0 2.61465173303156 1 0.667 0 1 RBP4
FSHB.1 0 2.52687594940759 1 1 0 1 FSHB
PEG10.1 0 1.72514240133753 1 1 0 1 PEG10
MKX.1 0 1.52875208592514 0.966 0.259 0 1 MKX
BRINP3.1 0 1.3678227796071 0.931 0.141 0 1 BRINP3
XIST.1 0 1.22645613296069 0.904 0.152 0 1 XIST
SFRP1.1 0 1.03375843776889 0.84 0.149 0 1 SFRP1
GAD1.1 0 0.818265490886798 0.715 0.072 0 1 GAD1
CITED1.1 1.1058814083842e-303 1.78745049712433 1 0.975 2.92970102709143e-299 1 CITED1
GNAS 9.1502915926411e-301 0.940157526661035 1 1 2.42409524872248e-296 1 GNAS
PCSK1N 1.27405373274442e-300 1.54383513815464 1 1 3.3752231487865e-296 1 PCSK1N
CGA.1 1.17892648686906e-294 -2.41082417574603 0.904 0.999 3.1232120490135e-290 1 CGA
TMSB4X.1 7.44821270707568e-293 -1.80184279348687 1 1 1.97318051035849e-288 1 TMSB4X
GDI1 1.41087819444632e-292 1.39740012857043 1 0.98 3.73769851272718e-288 1 GDI1
TMSB4XP4.1 8.18299939104739e-288 -1.76438199854195 0.992 1 2.16784019867628e-283 1 TMSB4XP4
SPARCL1.1 9.45213701868182e-287 -2.09961550798815 0.938 0.998 2.50406013898919e-282 1 SPARCL1
TSPAN7.1 6.42954961533987e-286 1.589316659759 1 0.866 1.70331628409584e-281 1 TSPAN7
MIR7-3HG.1 2.82784215789964e-285 1.40476461441334 1 0.998 7.49151944470774e-281 1 MIR7-3HG
CHGB.1 6.88397857015568e-285 -1.19334816878303 1 1 1.82370360280564e-280 1 CHGB
UBB.1 1.92414138487281e-282 1.26804485592604 1 1 5.09743535680506e-278 1 UBB
RPS29 1.97982439140171e-281 -1.34882337214979 1 1 5.2449507777014e-277 1 RPS29
RPS27 1.93226607398151e-280 -1.35280039702429 1 1 5.11895928319182e-276 1 RPS27
GLUL.1 7.80885092872385e-276 1.38444102992712 1 0.974 2.06872078803752e-271 1 GLUL
MDK.1 4.02723325495809e-275 -1.54193989435694 0.946 0.999 1.0668946339035e-270 1 MDK
SEMA3E.1 1.8837616119824e-271 -1.7527261073229 0.632 0.984 4.99046126246377e-267 1 SEMA3E
IGSF1.1 3.30668285261288e-265 1.20281186037782 1 0.995 8.76006421314205e-261 1 IGSF1
CCND2.1 1.06150863282489e-264 1.34731114139708 0.99 0.563 2.8121486700797e-260 1 CCND2
MT-ND5.1 1.89819565824986e-264 -1.12320314435486 1 1 5.02869993783554e-260 1 MT-ND5
RAMP1.1 6.26122217930633e-262 -1.74263159532539 0.621 0.975 1.65872297974183e-257 1 RAMP1
RPS12 8.21453191394327e-257 -1.4358217386433 1 1 2.17619379464185e-252 1 RPS12
ITM2C.1 3.03957266602391e-256 1.29604898070098 1 0.923 8.05243590683055e-252 1 ITM2C
NLRP1 8.39438530697747e-254 0.920881183819207 1 1 2.22384055552447e-249 1 NLRP1
IRS4 2.001283329453e-253 0.573475751953955 0.568 0.044 5.30179979638688e-249 1 IRS4
MEIS2.1 3.85474415306013e-252 1.14660659590249 0.907 0.303 1.02119882102869e-247 1 MEIS2
RPS4Y1 3.72373901734342e-250 -1.50875609413015 0.482 0.96 9.8649294047462e-246 1 RPS4Y1
RPL21 2.52975215707649e-248 -1.44086346074136 0.998 1 6.70181941452703e-244 1 RPL21
HSP90AA1 7.44504733778166e-248 0.901065278276787 1 1 1.97234194072512e-243 1 HSP90AA1
FFAR4 3.26116945253276e-247 0.668561092361536 0.636 0.076 8.63949011364979e-243 1 FFAR4
RPS27A 1.50934720602185e-245 -1.06421332765759 1 1 3.99856261819308e-241 1 RPS27A
NECAB1.1 1.86788684938675e-244 1.26941962049682 0.997 0.921 4.94840584139537e-240 1 NECAB1
RPL30 7.94501645634493e-244 -1.07472712986445 1 1 2.1047937596149e-239 1 RPL30
FSTL5.1 2.35902576013946e-243 0.801777931185558 0.757 0.138 6.24953104376145e-239 1 FSTL5
PITX1.1 5.82274551713718e-243 0.862645219704498 1 1 1.54256174239998e-238 1 PITX1
BEX1 8.62251727474794e-243 1.01400060700497 1 1 2.28427727642623e-238 1 BEX1
PLD3.1 5.92895250994946e-241 -1.16496792693709 1 1 1.57069809893581e-236 1 PLD3
FXYD6.1 9.63928876408513e-241 1.28405460459598 1 0.754 2.55364037938143e-236 1 FXYD6
RPS21 5.34434546135351e-239 -1.11853593494871 0.993 1 1.41582399962177e-234 1 RPS21
H1-2.1 9.00690164112795e-238 1.35358671460126 1 0.787 2.38610838276762e-233 1 H1-2
TMEM190.1 1.6142298240273e-237 -1.30910112891095 0.175 0.904 4.27641764981313e-233 1 TMEM190
RORB 1.80962858728199e-237 0.677791175304997 0.644 0.083 4.79406805342744e-233 1 RORB
HS6ST3.1 8.96971798744866e-237 0.761569184462246 0.72 0.125 2.3762576892349e-232 1 HS6ST3
IGFBP5 2.32107244454159e-234 -1.40146025369294 0.813 0.992 6.14898512007959e-230 1 IGFBP5
TCEAL3.1 4.27939893701153e-233 1.15069063173418 0.997 0.952 1.1336983663931e-228 1 TCEAL3
RPLP0 4.70298377340648e-233 -1.14207172627145 0.993 1 1.24591446125084e-228 1 RPLP0
RPL13A 2.35207156773715e-232 -1.06986004728658 1 1 6.23110799724925e-228 1 RPL13A
LAMP5.1 1.39338807773715e-231 -1.31455634277052 0.398 0.948 3.69136369554125e-227 1 LAMP5
TSPAN33.1 2.86962604370887e-231 1.22089833123009 1 0.896 7.60221331499355e-227 1 TSPAN33
DIO2.1 1.4906572005729e-230 1.24182770985618 0.987 0.621 3.94904905575773e-226 1 DIO2
PCDH9.1 1.82070671003781e-227 0.871167412646645 0.764 0.18 4.82341621623218e-223 1 PCDH9
EDIL3.1 2.34689671781927e-226 -1.25366460072128 0.305 0.921 6.21739878484681e-222 1 EDIL3
RPL37A 1.32806423577358e-225 -0.964776233522534 1 1 3.51830777341137e-221 1 RPL37A
NDUFA1.1 1.40024557559565e-225 0.880244286734973 1 1 3.70953057886799e-221 1 NDUFA1
PNMA5 5.15836177819768e-225 0.499559572785275 0.516 0.04 1.36655320228013e-220 1 PNMA5
KCNK1.1 3.08980126306876e-224 1.06565245571926 0.922 0.383 8.18550150612177e-220 1 KCNK1
ADRA2A.1 3.31424802013102e-223 1.21521889193722 0.99 0.741 8.78010585493109e-219 1 ADRA2A
IDS 9.71254293547192e-223 0.856354233083603 1 1 2.57304687446522e-218 1 IDS
RPS8 2.00881122331222e-222 -0.931334116076573 1 1 5.32174269279872e-218 1 RPS8
SMIM10L2A.1 5.80660578169266e-221 1.13112281984478 0.958 0.585 1.53828600368602e-216 1 SMIM10L2A
RPS15A 2.04073646543172e-220 -1.2704362876996 0.988 1 5.40631904422172e-216 1 RPS15A
RPLP1 3.24245068543889e-220 -0.857779258249092 1 1 8.58990035586471e-216 1 RPLP1
SERPINI1.1 6.27844885157824e-220 -1.30430019715898 0.447 0.954 1.66328666976011e-215 1 SERPINI1
MT-ND4L 1.54312177012893e-218 -0.823770743827966 1 1 4.08803819342556e-214 1 MT-ND4L
RPL7 3.49842132179526e-218 -1.05880209923647 1 1 9.2680177657e-214 1 RPL7
FAM107A.1 5.93471364252088e-218 1.03726062610675 1 0.968 1.57222433817663e-213 1 FAM107A
RPS5 1.05469905771842e-216 -1.2042994871784 0.983 1 2.79410874370763e-212 1 RPS5
ARHGAP36 1.66928124102113e-215 0.77640488253774 0.762 0.188 4.42225986371318e-211 1 ARHGAP36
RPS23 1.08001260976348e-214 -1.15284666572033 0.998 1 2.8611694057854e-210 1 RPS23
PAK3.1 5.18573674131716e-214 1.06616628685363 0.997 0.957 1.37380537750974e-209 1 PAK3
KCND2 3.62242013170094e-213 0.649921697535239 0.587 0.076 9.59651541290212e-209 1 KCND2
STMN4 3.12649566844902e-212 0.447509879266016 0.501 0.041 8.28271232485515e-208 1 STMN4
DGKK.1 2.07710744119676e-211 1.09701798545494 0.901 0.412 5.50267303321847e-207 1 DGKK
RPL31 3.54714752507054e-210 -0.906887219362751 1 1 9.39710322341687e-206 1 RPL31
ATP1B2.1 2.55352440190377e-209 -1.13248727957831 0.762 0.986 6.76479684552345e-205 1 ATP1B2
COX7A1.1 7.48813280076097e-209 -0.97790300416245 1 1 1.9837561415776e-204 1 COX7A1
NNAT 1.27877318602747e-207 0.938151914756789 1 0.995 3.38772592442398e-203 1 NNAT
PART1.1 6.54543929642868e-207 -1.11098422322694 0.248 0.89 1.73401777840989e-202 1 PART1
RPLP0P2 1.72024638007196e-206 -1.05073206354688 0.961 1 4.55727671008664e-202 1 RPLP0P2
RPL17-C18orf32 1.47434518752999e-205 -1.04829349897075 1 1 3.90583527080446e-201 1 RPL17-C18orf32
SNHG31.1 5.70902265563188e-205 -1.10206097719716 0.578 0.951 1.51243428193e-200 1 SNHG31
RPLP2 1.24235482271894e-204 -0.788641065430205 1 1 3.29124639634703e-200 1 RPLP2
RPL9 2.00785499233242e-204 -0.837707076411877 1 1 5.31920944568706e-200 1 RPL9
