p_val avg_log2FC pct.1 pct.2 p_val_adj cluster gene
TUSC3 9.65552490689663e-65 0.403182490184075 0.997 0.977 2.55794165833506e-60 0 TUSC3
SCG2 2.72569819128359e-64 0.359837284048308 1 0.999 7.22091964834848e-60 0 SCG2
VGF 1.05847770921801e-59 0.484206386045315 0.932 0.685 2.80411914726034e-55 0 VGF
MDK 1.32383815377965e-59 0.431812628834841 1 0.987 3.50711203699304e-55 0 MDK
DIO2 1.09744617926223e-58 -0.742148400068404 0.52 0.732 2.90735441810149e-54 0 DIO2
CHGA 2.64351490341306e-58 0.30278128586839 1 1 7.00319968212188e-54 0 CHGA
ELAPOR1 4.98374328014026e-58 0.340753140960278 1 0.998 1.32029326977476e-53 0 ELAPOR1
GLUL 2.49765200151004e-57 -0.714770453865873 0.978 0.979 6.61677968240039e-53 0 GLUL
PART1 3.15953320955599e-57 0.419698499066312 0.969 0.72 8.37023537875572e-53 0 PART1
LGALS3BP 4.02185515452306e-54 0.351596433422168 0.997 0.987 1.06546986753625e-49 0 LGALS3BP
ABHD14A 1.4129379576509e-52 0.379299053384095 0.985 0.937 3.74315523740875e-48 0 ABHD14A
MKX 2.50934712848999e-52 -0.724588877732265 0.164 0.448 6.64776241279568e-48 0 MKX
IDH1 2.90165634279147e-52 0.299372260573321 1 1 7.68706798332317e-48 0 IDH1
EPCAM 1.17072403540247e-51 0.313578064456251 1 0.997 3.10148211458822e-47 0 EPCAM
TSPAN1 7.08599424150445e-50 0.392874560845698 0.966 0.887 1.87722159445936e-45 0 TSPAN1
TUBA1A 7.37649485663672e-50 0.298705888152758 1 0.997 1.9541810174202e-45 0 TUBA1A
CTSB 1.39680796368282e-49 0.313578868680352 0.999 0.993 3.70042365738852e-45 0 CTSB
SERPINI1 8.1725502349375e-48 0.403727749406723 0.977 0.831 2.16507200823964e-43 0 SERPINI1
CD164 3.78820507956049e-47 0.342695773765817 1 0.974 1.00357128967717e-42 0 CD164
CDHR1 3.95611394443643e-47 0.370731185546714 0.809 0.551 1.0480537061601e-42 0 CDHR1
BSCL2 1.04762904866248e-46 0.269231166106534 1 1 2.77537887571664e-42 0 BSCL2
COX7A1 1.25815312672847e-46 0.309562822294449 1 1 3.33309926332907e-42 0 COX7A1
CALY 1.44486579449779e-45 0.321694545418633 0.991 0.968 3.82773846278354e-41 0 CALY
MUC5B 2.1538536147757e-45 0.367258749242303 0.859 0.615 5.70598899626379e-41 0 MUC5B
PRLHR 2.24299425979373e-45 0.337848738658793 0.887 0.66 5.94214039304556e-41 0 PRLHR
CPE 2.92201360100248e-45 0.261140139223452 1 1 7.74099843177576e-41 0 CPE
PITX2 7.77025851756312e-44 0.358349526661873 0.952 0.719 2.05849688647282e-39 0 PITX2
CTXN1 7.97170234595987e-44 0.356068415177935 0.922 0.774 2.11186338549169e-39 0 CTXN1
RPL36A 8.75282158798424e-44 -0.371678943692623 0.999 1 2.31879749508879e-39 0 RPL36A
SEZ6L 4.80753325126462e-43 0.327955984706851 0.999 0.979 1.27361170892502e-38 0 SEZ6L
PNMT 2.18016471568458e-42 0.342013519972821 0.963 0.751 5.7756923647916e-38 0 PNMT
PTPRN 3.52890299542964e-42 0.285614443751093 0.999 0.993 9.34876981549222e-38 0 PTPRN
KCNA5 1.0267798234236e-41 0.328754470366822 0.987 0.936 2.72014510821381e-37 0 KCNA5
EMC10 1.84507884858419e-41 0.306902518045413 0.996 0.984 4.88798288566925e-37 0 EMC10
CPLX2 2.99787474670306e-41 0.326312341538038 0.985 0.927 7.94196977896575e-37 0 CPLX2
CTSV 3.33703274146702e-41 0.31521488802335 0.837 0.555 8.84046713869442e-37 0 CTSV
EDIL3 6.28539502044322e-41 0.350736737009971 0.978 0.764 1.66512684881582e-36 0 EDIL3
SDC4 1.2584103580537e-40 0.35534002614861 0.971 0.881 3.33378072055585e-36 0 SDC4
ADRA2A 1.5213684364246e-40 -0.577338471780055 0.683 0.814 4.03040926177606e-36 0 ADRA2A
CHID1 5.91627034026833e-40 0.325720839849548 0.994 0.946 1.56733833854389e-35 0 CHID1
ERICH3 7.82734337997013e-40 0.278983810706438 0.681 0.397 2.07361980822169e-35 0 ERICH3
SEMA3E 2.50095374626137e-39 0.369786404180479 1 0.898 6.62552666459563e-35 0 SEMA3E
GRIA2 3.55050866923381e-39 0.33148698217829 0.946 0.759 9.40600756653421e-35 0 GRIA2
PLEKHA7 1.33226313800946e-38 -0.340302812844572 1 0.999 3.52943150521467e-34 0 PLEKHA7
BRINP3 3.86444491156042e-38 -0.549780973796951 0.101 0.334 1.02376874597059e-33 0 BRINP3
ATP1B2 1.75629792626567e-37 0.320250077775345 0.994 0.932 4.65278446626301e-33 0 ATP1B2
SFRP1 2.68423008824068e-37 -0.395884272144352 0.093 0.323 7.11106234976721e-33 0 SFRP1
PITX1 4.16434216836648e-37 -0.353651525734952 1 1 1.10321752724365e-32 0 PITX1
CNTN1 4.31667835216706e-37 0.287334086820446 1 0.992 1.1435744290561e-32 0 CNTN1
FGFR1 6.28307346330559e-37 0.301318315806916 0.996 0.955 1.66451182189892e-32 0 FGFR1
ATRNL1 7.86639531733944e-37 0.320533519825406 0.974 0.851 2.08396544746956e-32 0 ATRNL1
XIST 1.43181537607341e-35 -0.506348565582638 0.115 0.336 3.79316529429369e-31 0 XIST
TMEM9 1.80789753816736e-35 0.312759491949895 0.997 0.939 4.78948215811297e-31 0 TMEM9
HLA-C 4.11744224576384e-35 0.283945040842476 1 0.982 1.09079279974776e-30 0 HLA-C
CDH8 4.26609322386365e-35 0.3103877722777 0.953 0.842 1.13017341686596e-30 0 CDH8
UNC13D 6.41343741299657e-35 0.274986948766208 0.771 0.521 1.69904783945105e-30 0 UNC13D
STMN1 6.86720103029292e-34 0.279121767576477 0.997 0.973 1.8192588969452e-29 0 STMN1
NPDC1 1.45813159618607e-33 0.250742722010278 1 0.995 3.86288222461615e-29 0 NPDC1
RPS28 1.64997208521595e-33 -0.306269854892741 1 1 4.37110604815409e-29 0 RPS28
FAIM2 5.77946187586941e-33 0.28784272663413 0.975 0.866 1.53109504015533e-28 0 FAIM2
RPS2 2.15514464164031e-32 -0.316446896719431 0.963 0.979 5.7094091846335e-28 0 RPS2
SEC11C 2.47468750099064e-32 0.266033312515078 1 0.992 6.55594212762441e-28 0 SEC11C
FSTL5 3.8113384790862e-32 -0.348429530478265 0.088 0.295 1.00969978987952e-27 0 FSTL5
FGF13 3.94930653864422e-32 0.313384389326641 0.912 0.767 1.04625028821763e-27 0 FGF13
MT-ND6 1.01540011405028e-31 0.259787927098027 1 0.994 2.68999798214201e-27 0 MT-ND6
SPOCK1 1.50115748855536e-31 0.298767648665228 0.988 0.936 3.97686641868086e-27 0 SPOCK1
GABRB3 9.94894880991309e-31 0.27229840761171 0.982 0.902 2.63567551872218e-26 0 GABRB3
USP9Y 1.22944081439514e-30 0.251798927599394 0.793 0.544 3.25703460549561e-26 0 USP9Y
HTRA1 1.53177625130088e-30 -0.404620338786863 0.661 0.779 4.0579816449463e-26 0 HTRA1
ZNF804A 2.16672653670745e-30 0.271511092136928 0.824 0.597 5.74009194104538e-26 0 ZNF804A
AKAP13 2.74423296693281e-30 0.276705656193727 0.935 0.79 7.2700219759984e-26 0 AKAP13
KCNK1 2.45261055965113e-29 -0.454150498433875 0.341 0.519 6.49745589462778e-25 0 KCNK1
PGK1 2.55582700709462e-29 -0.299917781126259 1 0.999 6.77089690719506e-25 0 PGK1
GLT8D1 4.09407367745866e-29 0.286914309096073 0.99 0.93 1.08460199863235e-24 0 GLT8D1
PDE4D 4.3897565564963e-29 0.265746899886638 0.982 0.933 1.162934306947e-24 0 PDE4D
ATP2B1 4.49514226747228e-29 0.27088398486566 0.987 0.941 1.19085308949876e-24 0 ATP2B1
CBX5 6.83608201550089e-29 0.262567956533077 0.99 0.923 1.81101484754649e-24 0 CBX5
RPS19 7.25356575120339e-29 -0.367852205313961 1 1 1.9216146388088e-24 0 RPS19
SNHG31 1.02389072791095e-28 0.28259933309403 0.985 0.856 2.7124913163817e-24 0 SNHG31
CD46 1.41309909978184e-28 0.268892736709542 0.978 0.908 3.74358213514204e-24 0 CD46
FNDC3A 2.24939780202293e-28 0.260450839382459 0.997 0.979 5.95910465711915e-24 0 FNDC3A
GSN 2.25679970638904e-28 -0.304313125279527 0.981 0.99 5.97871378216583e-24 0 GSN
MAP3K4 3.42715919437238e-28 0.32003762596031 0.88 0.749 9.0792301377313e-24 0 MAP3K4
HS6ST3 4.01519426926097e-28 -0.291458320337131 0.084 0.274 1.06370526581262e-23 0 HS6ST3
IFI27L2 8.97863451490901e-28 0.255799104662562 0.994 0.97 2.3786198556897e-23 0 IFI27L2
VIM 2.06014241225398e-27 -0.507954115063198 0.841 0.905 5.45772927854323e-23 0 VIM
LHB 2.49866230596489e-27 0.260433204706466 0.803 0.583 6.61945618096219e-23 0 LHB
GLCE 4.00873932957033e-27 0.272601672387628 0.866 0.668 1.06199522318977e-22 0 GLCE
DCLK1 5.18638772006951e-27 0.273699755254306 0.79 0.573 1.37397783480081e-22 0 DCLK1
STMN2 5.24791534710782e-27 -0.302761994145142 0.981 0.988 1.3902777337558e-22 0 STMN2
VKORC1 8.08119372492171e-27 0.258094188052191 0.993 0.943 2.14086984160626e-22 0 VKORC1
ITM2C 1.29230531237753e-26 -0.526802564474022 0.943 0.936 3.42357523355056e-22 0 ITM2C
ARG2 1.31761378647348e-26 -0.358106698469353 0.401 0.564 3.49062244312553e-22 0 ARG2
DKK3 4.22170787422453e-26 -0.333845380748925 0.354 0.535 1.11841485003956e-21 0 DKK3
MIR7-3HG 4.85171874392149e-26 -0.575671108394818 1 0.998 1.28531732963968e-21 0 MIR7-3HG
RAD51B 1.70343242229761e-25 0.275836678707008 0.963 0.906 4.51273317315082e-21 0 RAD51B
OOEP 1.81437172234888e-25 -0.25502383789529 1 1 4.80663356684666e-21 0 OOEP
UBB 2.96839345053773e-25 -0.482786034514775 1 1 7.86386792916455e-21 0 UBB
EIF2S3 9.58483471876889e-25 -0.288234170225247 0.627 0.752 2.53921441369625e-20 0 EIF2S3
CCN2 1.04223155343163e-24 -0.427233315321624 0.667 0.76 2.76107983135107e-20 0 CCN2
S100A6 1.04465547259628e-24 -0.342772613556122 0.495 0.637 2.76750127800206e-20 0 S100A6
CALM3 1.13855845552728e-24 -0.290004646431438 0.975 0.977 3.01626906038287e-20 0 CALM3
NECAB1 4.98598179773606e-24 -0.514603120940874 0.927 0.937 1.32088629785624e-19 0 NECAB1
MEIS2 5.46215176231593e-24 -0.445985148357777 0.285 0.448 1.44703324487273e-19 0 MEIS2
GAD1 8.0492966310594e-24 -0.260979616833893 0.062 0.224 2.13241966350026e-19 0 GAD1
TNS1 1.02727923013078e-23 -0.292479371564937 0.358 0.523 2.72146813646247e-19 0 TNS1
PCDH9 2.26640767863129e-23 -0.32198772975789 0.154 0.322 6.00416722223001e-19 0 PCDH9
CCND2 3.0235445168133e-23 -0.547891281199379 0.577 0.658 8.00997413394179e-19 0 CCND2
DBP 3.55199510357708e-23 -0.263943311037107 0.658 0.762 9.40994542839639e-19 0 DBP
UBE2E3 3.64333612277365e-23 0.25157969975037 0.918 0.812 9.65192605645196e-19 0 UBE2E3
ARMC9 6.23724876760922e-23 -0.25877492712932 0.893 0.912 1.65237194351503e-18 0 ARMC9
PRDX1 1.15569776753697e-22 -0.335645828545611 0.907 0.918 3.06167452575895e-18 0 PRDX1
VMO1 2.00332814724904e-22 0.263883681456665 0.963 0.901 5.30721692769216e-18 0 VMO1
RBP4 4.21759985730035e-22 -1.32026906612285 0.683 0.739 1.11732655419601e-17 0 RBP4
MTHFD2 7.15974953611855e-22 -0.276039915965242 0.311 0.472 1.89676084710853e-17 0 MTHFD2
TMSB10 9.49852961633683e-22 -0.388650535747346 0.95 0.973 2.51635046595995e-17 0 TMSB10
RPL39 5.64506469159537e-21 -0.264797757933939 1 0.997 1.49549053809744e-16 0 RPL39
CNN3 1.36545854432988e-20 -0.29143611435805 0.64 0.726 3.61737277563871e-16 0 CNN3
PEBP4 3.69373203045292e-20 -0.345487259127541 0.524 0.642 9.78543489507587e-16 0 PEBP4
ELL2 6.57510385110491e-20 -0.323602645103266 0.457 0.59 1.74187651223471e-15 0 ELL2
FUNDC1 7.53194992879689e-20 -0.41043308836809 0.586 0.67 1.99536417513687e-15 0 FUNDC1
FN1 8.2917714552808e-20 -0.427288986296048 0.877 0.89 2.19665609393299e-15 0 FN1
TIMP3 1.47120166605132e-19 -0.293503116322142 0.562 0.669 3.89750745370316e-15 0 TIMP3
KCNIP4 1.55611215577254e-19 -0.300455392728414 0.241 0.389 4.1224523230726e-15 0 KCNIP4
NRN1L 1.58033984541821e-19 -0.279251821782729 0.502 0.625 4.18663631848193e-15 0 NRN1L
DDIT3 1.13742050217126e-18 -0.31980704476481 0.675 0.742 3.0132543943521e-14 0 DDIT3
USP9X 3.74294101692271e-18 -0.287894939992708 0.752 0.82 9.91579934203164e-14 0 USP9X
IGFBP4 8.98620654390614e-18 -0.292718162234496 0.421 0.567 2.38062583761161e-13 0 IGFBP4
NDUFA1 1.14755530885407e-17 -0.285017169521927 1 1 3.04010352421621e-13 0 NDUFA1
FAM107A 1.64571927954497e-17 -0.371159948289453 0.972 0.975 4.35983951537054e-13 0 FAM107A
MT-ATP8 2.11336955436611e-17 -0.343039838804276 0.959 0.959 5.59873862342671e-13 0 MT-ATP8
SNX6 4.52533927438332e-17 -0.260241018545928 0.956 0.955 1.19885288056963e-12 0 SNX6
MGP 5.51059099210117e-17 -0.439772317933195 0.96 0.968 1.45986576562744e-12 0 MGP
RPS18 9.08793559375267e-17 -0.262413448076859 1 1 2.40757589749696e-12 0 RPS18
C2orf80 1.04455622747014e-16 -0.365599275506133 0.517 0.611 2.76723835781389e-12 0 C2orf80
TSPAN33 4.86358983297058e-16 -0.438398594483554 0.924 0.913 1.28846221855057e-11 0 TSPAN33
FSHB 4.43155466387364e-15 -1.16736519766236 1 1 1.1740074615534e-10 0 FSHB
MAP3K15 4.53528768175855e-15 -0.256835498036327 0.264 0.386 1.20148841265148e-10 0 MAP3K15
BGN 1.38089323308881e-14 -0.392071840443668 0.841 0.867 3.65826235309887e-10 0 BGN
COX17 1.60435161290479e-14 -0.255711424726991 0.991 0.981 4.25024829290737e-10 0 COX17
COL4A1 4.24401683800052e-14 -0.389680434862065 0.651 0.723 1.1243249407231e-09 0 COL4A1
CASK 6.52398719115046e-14 -0.281740646584726 0.865 0.887 1.72833468667958e-09 0 CASK
IGSF1 1.04555360881177e-13 -0.37598642228429 0.997 0.995 2.76988062046414e-09 0 IGSF1
CYFIP2 1.41235799452373e-13 -0.277885256707987 0.765 0.8 3.74161879909225e-09 0 CYFIP2
IFI44 5.26236057937204e-13 -0.359669080898356 0.825 0.833 1.39410456468724e-08 0 IFI44
SPARC 1.25173605642224e-12 -0.465521722087915 0.985 0.987 3.31609916067379e-08 0 SPARC
RPS27L 1.88519794760225e-12 -0.253321330024298 0.959 0.954 4.99426640278788e-08 0 RPS27L
FXYD6 5.94875783164352e-12 -0.484565374515277 0.806 0.797 1.575944924759e-07 0 FXYD6
SMIM10L2A 1.57254242788881e-11 -0.333171075806366 0.623 0.662 4.16597939996303e-07 0 SMIM10L2A
ISG15 1.6755753120607e-11 -0.34721091490313 0.414 0.518 4.43893411671121e-07 0 ISG15
TCEAL3 2.31198406082009e-11 -0.338512164207786 0.966 0.959 6.12490817392457e-07 0 TCEAL3
IGFBP7 2.68022659887934e-11 -0.375273194930682 0.999 0.998 7.10045630575116e-07 0 IGFBP7
RNF187 8.33103976708987e-11 -0.273174088752904 0.956 0.934 2.20705905509745e-06 0 RNF187
LDHA 1.11821658876627e-10 -0.324951274590185 0.946 0.941 2.96237938695961e-06 0 LDHA
IFITM3 1.32262556465121e-10 -0.265259390934961 0.587 0.647 3.50389964587399e-06 0 IFITM3
COL1A2 2.84821803253055e-10 -0.457961888443841 0.918 0.904 7.54549921177995e-06 0 COL1A2
PLVAP 4.47281556350697e-10 -0.306157240715977 0.301 0.391 1.18493829908427e-05 0 PLVAP
ZMYM3 6.08197920840345e-10 -0.275274153919031 0.695 0.712 1.61123793189024e-05 0 ZMYM3
UBA1 6.9947938044767e-10 -0.274656882923004 0.963 0.949 1.85306077468197e-05 0 UBA1
POSTN 7.76153769498937e-10 -0.262782788258046 0.389 0.472 2.05618656615658e-05 0 POSTN
TSPAN7 2.72610106851835e-09 -0.528128618828918 0.913 0.884 7.22198695071882e-05 0 TSPAN7
ENO1 9.02849754109653e-09 -0.387836360217111 0.999 0.995 0.000239182956858729 0 ENO1
COL18A1 2.21887473435614e-08 -0.262198112122233 0.706 0.73 0.000587824294625629 0 COL18A1
COL4A2 2.36290018508508e-08 -0.309697319160502 0.642 0.65 0.00062597951703274 0 COL4A2
PEG10 7.23782762509492e-08 -0.363431642086744 1 1 0.00191744529444015 0 PEG10
TAGLN 9.19456847962954e-08 -0.318577571938733 0.859 0.833 0.00243582508162346 0 TAGLN
LGALS1 1.6735578385527e-07 -0.261039784935995 0.953 0.93 0.00443358942589381 0 LGALS1
GAS5 2.01249904310733e-07 -0.250178713393771 0.903 0.876 0.00533151246499994 0 GAS5
COL1A1 2.38321821558513e-07 -0.414644162072573 0.834 0.798 0.00631362169672812 0 COL1A1
PTN 3.8860095141443e-07 -0.283402583481736 0.811 0.815 0.0102948164048711 0 PTN
PAK3 4.25707227527014e-07 -0.271290893126095 0.965 0.964 0.0112778358716456 0 PAK3
DGKK 2.74479040998399e-06 -0.281827357800156 0.483 0.506 0.0727149875412959 0 DGKK
BNIP3 1.19626877257354e-05 -0.317836457618265 0.881 0.806 0.316915523230181 0 BNIP3
CITED1 2.85296967656012e-05 -0.57106883087821 0.99 0.977 0.755808726714306 0 CITED1
BNIP3P1 3.26830291120602e-05 -0.266607120112828 0.78 0.754 0.865838807236698 0 BNIP3P1
H1-2 3.80372457890969e-05 -0.405279995786852 0.853 0.819 1 0 H1-2
COL3A1 8.06185802068505e-05 -0.303065179265981 0.805 0.774 1 0 COL3A1
PRL 0.000503757012121498 -0.463186766905219 0.166 0.211 1 0 PRL
GDI1 0.00330269550268986 -0.330777699661824 0.988 0.983 1 0 GDI1
RGS5 0.00790386360954007 -0.388397148734837 0.944 0.92 1 0 RGS5
RBP4.1 0 2.61465173303156 1 0.667 0 1 RBP4
FSHB.1 0 2.52687594940759 1 1 0 1 FSHB
PEG10.1 0 1.72514240133753 1 1 0 1 PEG10
MKX.1 0 1.52875208592514 0.966 0.259 0 1 MKX
BRINP3.1 0 1.3678227796071 0.931 0.141 0 1 BRINP3
XIST.1 0 1.22645613296069 0.904 0.152 0 1 XIST
SFRP1.1 0 1.03375843776889 0.84 0.149 0 1 SFRP1
GAD1.1 0 0.818265490886798 0.715 0.072 0 1 GAD1
CITED1.1 1.1058814083842e-303 1.78745049712433 1 0.975 2.92970102709143e-299 1 CITED1
GNAS 9.1502915926411e-301 0.940157526661035 1 1 2.42409524872248e-296 1 GNAS
PCSK1N 1.27405373274442e-300 1.54383513815464 1 1 3.3752231487865e-296 1 PCSK1N
CGA.1 1.17892648686906e-294 -2.41082417574603 0.904 0.999 3.1232120490135e-290 1 CGA
TMSB4X.1 7.44821270707568e-293 -1.80184279348687 1 1 1.97318051035849e-288 1 TMSB4X
GDI1.1 1.41087819444632e-292 1.39740012857043 1 0.98 3.73769851272718e-288 1 GDI1
TMSB4XP4.1 8.18299939104739e-288 -1.76438199854195 0.992 1 2.16784019867628e-283 1 TMSB4XP4
SPARCL1.1 9.45213701868182e-287 -2.09961550798815 0.938 0.998 2.50406013898919e-282 1 SPARCL1
TSPAN7.1 6.42954961533987e-286 1.589316659759 1 0.866 1.70331628409584e-281 1 TSPAN7
MIR7-3HG.1 2.82784215789964e-285 1.40476461441334 1 0.998 7.49151944470774e-281 1 MIR7-3HG
CHGB.1 6.88397857015568e-285 -1.19334816878303 1 1 1.82370360280564e-280 1 CHGB
UBB.1 1.92414138487281e-282 1.26804485592604 1 1 5.09743535680506e-278 1 UBB
RPS29 1.97982439140171e-281 -1.34882337214979 1 1 5.2449507777014e-277 1 RPS29
RPS27 1.93226607398151e-280 -1.35280039702429 1 1 5.11895928319182e-276 1 RPS27
GLUL.1 7.80885092872385e-276 1.38444102992712 1 0.974 2.06872078803752e-271 1 GLUL
MDK.1 4.02723325495809e-275 -1.54193989435694 0.946 0.999 1.0668946339035e-270 1 MDK
SEMA3E.1 1.8837616119824e-271 -1.7527261073229 0.632 0.984 4.99046126246377e-267 1 SEMA3E
IGSF1.1 3.30668285261288e-265 1.20281186037782 1 0.995 8.76006421314205e-261 1 IGSF1
CCND2.1 1.06150863282489e-264 1.34731114139708 0.99 0.563 2.8121486700797e-260 1 CCND2
MT-ND5.1 1.89819565824986e-264 -1.12320314435486 1 1 5.02869993783554e-260 1 MT-ND5
RAMP1.1 6.26122217930633e-262 -1.74263159532539 0.621 0.975 1.65872297974183e-257 1 RAMP1
RPS12 8.21453191394327e-257 -1.4358217386433 1 1 2.17619379464185e-252 1 RPS12
ITM2C.1 3.03957266602391e-256 1.29604898070098 1 0.923 8.05243590683055e-252 1 ITM2C
NLRP1 8.39438530697747e-254 0.920881183819207 1 1 2.22384055552447e-249 1 NLRP1
IRS4 2.001283329453e-253 0.573475751953955 0.568 0.044 5.30179979638688e-249 1 IRS4
MEIS2.1 3.85474415306013e-252 1.14660659590249 0.907 0.303 1.02119882102869e-247 1 MEIS2
RPS4Y1 3.72373901734342e-250 -1.50875609413015 0.482 0.96 9.8649294047462e-246 1 RPS4Y1
RPL21 2.52975215707649e-248 -1.44086346074136 0.998 1 6.70181941452703e-244 1 RPL21
HSP90AA1 7.44504733778166e-248 0.901065278276787 1 1 1.97234194072512e-243 1 HSP90AA1
FFAR4 3.26116945253276e-247 0.668561092361536 0.636 0.076 8.63949011364979e-243 1 FFAR4
RPS27A 1.50934720602185e-245 -1.06421332765759 1 1 3.99856261819308e-241 1 RPS27A
NECAB1.1 1.86788684938675e-244 1.26941962049682 0.997 0.921 4.94840584139537e-240 1 NECAB1
RPL30 7.94501645634493e-244 -1.07472712986445 1 1 2.1047937596149e-239 1 RPL30
FSTL5.1 2.35902576013946e-243 0.801777931185558 0.757 0.138 6.24953104376145e-239 1 FSTL5
PITX1.1 5.82274551713718e-243 0.862645219704498 1 1 1.54256174239998e-238 1 PITX1
BEX1 8.62251727474794e-243 1.01400060700497 1 1 2.28427727642623e-238 1 BEX1
PLD3.1 5.92895250994946e-241 -1.16496792693709 1 1 1.57069809893581e-236 1 PLD3
FXYD6.1 9.63928876408513e-241 1.28405460459598 1 0.754 2.55364037938143e-236 1 FXYD6
RPS21 5.34434546135351e-239 -1.11853593494871 0.993 1 1.41582399962177e-234 1 RPS21
H1-2.1 9.00690164112795e-238 1.35358671460126 1 0.787 2.38610838276762e-233 1 H1-2
TMEM190.1 1.6142298240273e-237 -1.30910112891095 0.175 0.904 4.27641764981313e-233 1 TMEM190
RORB 1.80962858728199e-237 0.677791175304997 0.644 0.083 4.79406805342744e-233 1 RORB
HS6ST3.1 8.96971798744866e-237 0.761569184462246 0.72 0.125 2.3762576892349e-232 1 HS6ST3
IGFBP5 2.32107244454159e-234 -1.40146025369294 0.813 0.992 6.14898512007959e-230 1 IGFBP5
TCEAL3.1 4.27939893701153e-233 1.15069063173418 0.997 0.952 1.1336983663931e-228 1 TCEAL3
RPLP0 4.70298377340648e-233 -1.14207172627145 0.993 1 1.24591446125084e-228 1 RPLP0
RPL13A 2.35207156773715e-232 -1.06986004728658 1 1 6.23110799724925e-228 1 RPL13A
LAMP5.1 1.39338807773715e-231 -1.31455634277052 0.398 0.948 3.69136369554125e-227 1 LAMP5
TSPAN33.1 2.86962604370887e-231 1.22089833123009 1 0.896 7.60221331499355e-227 1 TSPAN33
DIO2.1 1.4906572005729e-230 1.24182770985618 0.987 0.621 3.94904905575773e-226 1 DIO2
PCDH9.1 1.82070671003781e-227 0.871167412646645 0.764 0.18 4.82341621623218e-223 1 PCDH9
EDIL3.1 2.34689671781927e-226 -1.25366460072128 0.305 0.921 6.21739878484681e-222 1 EDIL3
RPL37A 1.32806423577358e-225 -0.964776233522534 1 1 3.51830777341137e-221 1 RPL37A
NDUFA1.1 1.40024557559565e-225 0.880244286734973 1 1 3.70953057886799e-221 1 NDUFA1
PNMA5 5.15836177819768e-225 0.499559572785275 0.516 0.04 1.36655320228013e-220 1 PNMA5
KCNK1.1 3.08980126306876e-224 1.06565245571926 0.922 0.383 8.18550150612177e-220 1 KCNK1
ADRA2A.1 3.31424802013102e-223 1.21521889193722 0.99 0.741 8.78010585493109e-219 1 ADRA2A
IDS 9.71254293547192e-223 0.856354233083603 1 1 2.57304687446522e-218 1 IDS
RPS8 2.00881122331222e-222 -0.931334116076573 1 1 5.32174269279872e-218 1 RPS8
SMIM10L2A.1 5.80660578169266e-221 1.13112281984478 0.958 0.585 1.53828600368602e-216 1 SMIM10L2A
RPS15A 2.04073646543172e-220 -1.2704362876996 0.988 1 5.40631904422172e-216 1 RPS15A
