p_val avg_log2FC pct.1 pct.2 p_val_adj cluster gene
RPL35A 1.5272601069255e-56 -0.38162979660286 1 1 4.04601747526702e-52 0 RPL35A
PNMT 2.19504057096188e-56 0.358749712221269 0.951 0.73 5.81510148059222e-52 0 PNMT
VMO1 2.67714417541199e-56 0.432563920172164 0.968 0.891 7.09229034950145e-52 0 VMO1
CD46 3.52998388542289e-56 0.350753372547002 0.979 0.899 9.35163330926232e-52 0 CD46
RPS2 3.82246219072536e-56 -0.366893074754255 0.96 0.982 1.01264668356696e-51 0 RPS2
ATP6V0C 4.95068459862787e-56 0.279551888451858 1 0.999 1.3115353638685e-51 0 ATP6V0C
TUBA1A 1.43072744617365e-55 0.29007172768021 1 0.997 3.79028315040324e-51 0 TUBA1A
TMSB4X 6.25523092605948e-55 0.343360883903596 1 1 1.65713577693168e-50 0 TMSB4X
DCLK1 8.33520191483141e-55 0.358485341443541 0.797 0.543 2.20816169127714e-50 0 DCLK1
COX7C 4.37855960827884e-54 -0.319475941366711 1 1 1.15996801142523e-49 0 COX7C
CACNA2D4 5.28813796187011e-54 0.305011295098967 0.678 0.391 1.40093350885863e-49 0 CACNA2D4
NDUFA1 6.14913987587003e-54 -0.404379511755177 1 1 1.62903013591549e-49 0 NDUFA1
SDC2 8.91002835009987e-54 0.32247939944227 0.998 0.989 2.36044471050846e-49 0 SDC2
CDH18 1.06536111004379e-53 0.364190351652741 0.744 0.489 2.822354652728e-49 0 CDH18
TMEM59 1.8159162228766e-53 0.296023346861158 1 0.996 4.8107252576447e-49 0 TMEM59
ERICH3 2.03765472740979e-53 0.303092387247716 0.655 0.373 5.39815490385401e-49 0 ERICH3
PITX2 5.55495469200294e-53 0.34995692528773 0.942 0.694 1.47161859700542e-48 0 PITX2
TMSB4XP4 1.21389627426682e-52 0.336959468548318 1 0.997 3.21585400978765e-48 0 TMSB4XP4
XIST 1.56004603175173e-52 -0.55127492504181 0.12 0.361 4.13287394731669e-48 0 XIST
SFRP1 1.88530176953896e-52 -0.426422175307839 0.103 0.348 4.99454144786262e-48 0 SFRP1
WSB1 2.4018097067524e-52 0.361749225014753 0.946 0.835 6.36287427512846e-48 0 WSB1
GLT8D1 2.49661544426294e-52 0.359270966634386 0.984 0.925 6.61403363494139e-48 0 GLT8D1
ARMC9 2.60586720658192e-52 -0.346175720757309 0.859 0.929 6.90346340367682e-48 0 ARMC9
SEC11C 2.95452029658321e-52 0.307047461363118 0.999 0.992 7.82711516970823e-48 0 SEC11C
MT-ND3 4.51103632314152e-52 0.25718610943959 1 1 1.19506374272665e-47 0 MT-ND3
COL22A1 7.51129705078457e-52 0.329915476571872 0.775 0.538 1.98989281469385e-47 0 COL22A1
LAPTM4A 1.0831417772736e-51 0.311357613905778 0.997 0.974 2.86945919635323e-47 0 LAPTM4A
SNRPN 2.65687848635353e-51 -0.30266630194761 1 1 7.03860248604777e-47 0 SNRPN
EIF1 1.04858181773391e-50 -0.3464578139834 1 1 2.77790295154068e-46 0 EIF1
UBB 2.37410644599357e-50 -0.572727969673233 1 1 6.28948279672616e-46 0 UBB
GLCE 4.98076316039145e-50 0.342081392217413 0.866 0.644 1.3195037764509e-45 0 GLCE
PART1 9.6921410929906e-50 0.349894528667819 0.941 0.702 2.56764201835507e-45 0 PART1
CADM1 1.56627630097035e-49 0.320789030226581 0.997 0.975 4.14937917653066e-45 0 CADM1
PAM 2.12767307270445e-49 0.310490864580311 0.997 0.989 5.63663150420864e-45 0 PAM
VKORC1 3.21665313667103e-49 0.333424711469708 0.989 0.938 8.52155748966888e-45 0 VKORC1
RPL18 3.23328280204936e-49 -0.311630235221282 1 1 8.56561279918917e-45 0 RPL18
PDE7B 5.49464024239236e-49 0.393924766651745 0.88 0.713 1.45564009301458e-44 0 PDE7B
P4HTM 1.70200083304022e-48 0.309967315741333 0.998 0.982 4.50894060689014e-44 0 P4HTM
TMEM59L 3.03208451392173e-48 0.339533365538339 0.953 0.851 8.03259829428146e-44 0 TMEM59L
MAP3K4 4.57429139087307e-48 0.366093014262558 0.887 0.73 1.21182127527009e-43 0 MAP3K4
NENF 4.9076443135859e-48 0.299459642184543 0.998 0.989 1.30013313155518e-43 0 NENF
RTN3 1.03316207647377e-47 0.298815057840878 0.998 0.986 2.73705297299431e-43 0 RTN3
ADRA2A 1.20037297854975e-47 -0.5679559650557 0.694 0.826 3.180028094774e-43 0 ADRA2A
MT-ND1 1.3904414385382e-47 -0.310600426644497 1 1 3.68355745897541e-43 0 MT-ND1
FSTL5 1.7375727727586e-47 -0.376815643857096 0.091 0.319 4.60317778959208e-43 0 FSTL5
ATP8A2 2.25644946042484e-47 0.350443773218904 0.972 0.922 5.97778591055748e-43 0 ATP8A2
LAMP1 3.00778755694746e-47 0.307335598295359 0.985 0.943 7.9682307958652e-43 0 LAMP1
ITFG1 8.7968972443473e-47 0.322973872970734 0.978 0.942 2.33047401797249e-42 0 ITFG1
EIF2S3 8.95516398890914e-47 -0.352664053299673 0.597 0.78 2.37240204394181e-42 0 EIF2S3
DHCR24 1.95755635573133e-46 0.333737304178113 0.952 0.866 5.18595829760345e-42 0 DHCR24
EFNA5 4.02625128542355e-46 0.343937393048051 0.923 0.802 1.06663449053441e-41 0 EFNA5
NAT14 4.66739551398224e-46 0.338980054226135 0.971 0.904 1.23648641956417e-41 0 NAT14
RPS3 5.95065662564882e-46 -0.3056011699882 1 1 1.57644795326689e-41 0 RPS3
CALM3 1.20086167457066e-45 -0.349512480731716 0.967 0.981 3.1813227482726e-41 0 CALM3
USP9Y 3.32504956856945e-45 0.296660113301291 0.779 0.52 8.80872131705417e-41 0 USP9Y
FADS1 3.49527197038695e-45 0.330448093455113 0.907 0.766 9.2596745039491e-41 0 FADS1
VOPP1 3.68397797547455e-45 0.308062738747039 0.978 0.93 9.75959445262717e-41 0 VOPP1
PDE10A 4.7650537856053e-45 0.302589273048832 0.616 0.365 1.26235804888256e-40 0 PDE10A
FKBP5 1.34487750288115e-44 0.270954474187276 1 0.996 3.56284948063276e-40 0 FKBP5
CD151 1.63451499703784e-44 0.293458454082137 0.944 0.837 4.33015713015263e-40 0 CD151
RPS24 1.66053404523173e-44 -0.391979220779085 1 1 4.39908679262789e-40 0 RPS24
RPL10A 1.75413319365465e-44 -0.36675978723125 0.996 0.998 4.64704965662989e-40 0 RPL10A
ARG2 2.03372067477683e-44 -0.414183071213043 0.388 0.59 5.38773281161877e-40 0 ARG2
OS9 2.27802624887081e-44 0.303062800061676 0.986 0.964 6.03494713850855e-40 0 OS9
HS2ST1 2.64713811833393e-44 0.313139010371071 0.917 0.801 7.01279830309024e-40 0 HS2ST1
FNDC3A 3.96206625840246e-44 0.305480237235574 0.996 0.977 1.04963059317598e-39 0 FNDC3A
FADS2 1.34095820559107e-43 0.291965816852639 0.978 0.924 3.55246647825186e-39 0 FADS2
PDE8B 6.29814715542104e-43 0.302187827163289 0.765 0.529 1.66850514441414e-38 0 PDE8B
MICOS10 7.12718275972938e-43 -0.342783775473126 1 1 1.88813325670751e-38 0 MICOS10
PIGT 1.40169834344345e-42 0.296842607378219 0.922 0.833 3.71337925145038e-38 0 PIGT
PGAP1 2.00489235587322e-42 0.336229524828043 0.922 0.82 5.31136082917933e-38 0 PGAP1
SLC23A2 2.70638734032306e-42 0.311808829200836 0.922 0.815 7.16976134198385e-38 0 SLC23A2
RPL19 5.94585305029632e-42 -0.309847455870437 1 1 1.5751753900845e-37 0 RPL19
RORB 8.26280143854736e-42 -0.274589908502799 0.047 0.244 2.18898135709997e-37 0 RORB
ROR2 1.06557402781286e-41 0.283348963121286 0.78 0.524 2.82291871448183e-37 0 ROR2
SERINC1 1.47918668480573e-41 0.261058858323628 0.999 0.995 3.91866136538735e-37 0 SERINC1
EFNB3 2.34348375902242e-41 0.326237473812561 0.823 0.636 6.20835717440221e-37 0 EFNB3
GLG1 2.64804790165736e-41 0.283298204679685 0.991 0.963 7.01520850107068e-37 0 GLG1
RPL23 2.85956063384384e-41 -0.305522872918416 1 1 7.57554803117911e-37 0 RPL23
SSC5D 5.16615389204423e-41 0.320618010584868 0.962 0.902 1.36861748908036e-36 0 SSC5D
PBXIP1 9.6516839420186e-41 0.290774210701466 0.985 0.971 2.55692410991957e-36 0 PBXIP1
KCNJ5 1.50575303159205e-40 0.260926907241361 0.654 0.419 3.98904093129365e-36 0 KCNJ5
MIF 3.48207155584619e-40 -0.255000691594367 1 1 9.22470396574771e-36 0 MIF
NFE2L1 5.05350377462785e-40 0.266016017930721 0.99 0.961 1.33877421997441e-35 0 NFE2L1
GAD1 5.91290218093041e-40 -0.293857121800181 0.054 0.247 1.56644604577209e-35 0 GAD1
HHATL 8.89188037682544e-40 0.26929074566194 0.709 0.465 2.3556369494286e-35 0 HHATL
KCNK1 1.42026580560736e-39 -0.484049227102337 0.347 0.539 3.76256817221503e-35 0 KCNK1
RPL10 1.42141447831197e-39 -0.33484368076019 1 1 3.76561123594406e-35 0 RPL10
RTN4 1.56954227058173e-39 0.250532921787447 1 0.996 4.15803138322513e-35 0 RTN4
NLGN1 1.79383318431546e-39 0.351553968661519 0.897 0.757 4.75222287188851e-35 0 NLGN1
HS6ST3 1.83406845026117e-39 -0.312669980158927 0.091 0.294 4.8588141384319e-35 0 HS6ST3
RPS10 1.97242223996588e-39 -0.272685140612406 1 1 5.2253409981176e-35 0 RPS10
SAPCD1-AS1 2.41320769035747e-39 0.265684255336554 0.762 0.541 6.39306981329501e-35 0 SAPCD1-AS1
TRPM3 8.66677234883473e-39 0.353398286766707 0.84 0.663 2.2960013306533e-34 0 TRPM3
PLAC9 9.71170006728871e-39 0.279393575047645 0.818 0.616 2.57282358182612e-34 0 PLAC9
PDIA3 1.47934373588496e-38 0.266520169086625 0.992 0.98 3.91907742510645e-34 0 PDIA3
RPL37 1.79572209273384e-38 -0.383055946286469 1 1 4.75722696807049e-34 0 RPL37
DDIT3 2.5219193928166e-38 -0.391824003716049 0.633 0.769 6.68106885544974e-34 0 DDIT3
SNX6 2.59653875876507e-38 -0.342714950489307 0.936 0.964 6.87875047972042e-34 0 SNX6
CCND2 2.68996188037727e-38 -0.606950650771405 0.558 0.676 7.12624701349547e-34 0 CCND2
FAM107A 2.94433699667915e-38 -0.463929037088546 0.968 0.977 7.80013757160241e-34 0 FAM107A
FUNDC1 1.18232595697768e-37 -0.477440530778665 0.554 0.694 3.13221792522526e-33 0 FUNDC1
PGK1 1.42733704150421e-37 -0.296908956260681 1 0.999 3.78130129035296e-33 0 PGK1
RPN2 1.59662096640688e-37 0.27765036943895 0.98 0.929 4.2297682642051e-33 0 RPN2
DDX3Y 1.65215783381502e-37 0.265729854558616 0.836 0.591 4.37689653334275e-33 0 DDX3Y
NPTN 1.66843517076118e-37 0.278118966741084 0.99 0.961 4.42001845438053e-33 0 NPTN
CNTNAP2 1.90197428135305e-37 0.30849754225538 0.832 0.678 5.0387102661605e-33 0 CNTNAP2
AGBL4 3.78818031870188e-37 0.354080107386971 0.909 0.779 1.0035647300305e-32 0 AGBL4
RPL35 7.41304644967692e-37 -0.283109219759262 1 1 1.96386426544841e-32 0 RPL35
CTSF 8.00501551516384e-37 0.280801311615364 0.953 0.851 2.1206887102772e-32 0 CTSF
MTHFD2 1.05402785694906e-36 -0.315023569492084 0.295 0.498 2.79233059862946e-32 0 MTHFD2
P3H3 1.94210423759408e-36 0.278636184010643 0.911 0.81 5.14502254623423e-32 0 P3H3
CPLX2 2.88896068449324e-36 0.278665598486485 0.979 0.922 7.65343464535948e-32 0 CPLX2
DBP 4.93450221772903e-36 -0.296097933160796 0.639 0.782 1.30724832752078e-31 0 DBP
NRCAM 6.27423168665486e-36 0.28994716650324 0.959 0.896 1.66216945842861e-31 0 NRCAM
SOAT1 6.79405361862345e-36 0.291306781146775 0.907 0.788 1.79988068464573e-31 0 SOAT1
FGF13 9.02394444646156e-36 0.294952936339439 0.898 0.755 2.3906233627566e-31 0 FGF13
KCNC2 9.56138157700393e-36 0.276689636083342 0.742 0.523 2.53300120737988e-31 0 KCNC2
NACA 9.88823661808716e-36 -0.273990225855229 0.999 0.999 2.61959164486365e-31 0 NACA
BMP5 2.6491607184286e-35 0.266183664263443 0.875 0.642 7.01815657526105e-31 0 BMP5
RPS14 2.80241555579793e-35 -0.343942361650488 1 1 7.42415929041987e-31 0 RPS14
RPS6 2.85819791296223e-35 -0.3382172966626 1 1 7.57193791101953e-31 0 RPS6
BSG 3.06644649640952e-35 0.262329264661695 0.969 0.923 8.1236300582881e-31 0 BSG
UXT 4.0204921269768e-35 -0.318224392630568 0.914 0.941 1.06510877427869e-30 0 UXT
RPL10AP6 4.70793220012792e-35 -0.318940494347433 0.93 0.954 1.24722539845789e-30 0 RPL10AP6
B4GAT1 6.33964881363491e-35 0.263647688408205 0.964 0.899 1.67949976370816e-30 0 B4GAT1
NPNT 6.73941859612678e-35 0.285239452664529 0.978 0.927 1.78540677448591e-30 0 NPNT
NRP2 8.19852583576608e-35 -0.268625432291543 0.103 0.29 2.17195346441115e-30 0 NRP2
RPL14 8.77652119923035e-35 -0.325478089985011 0.998 0.997 2.3250759961001e-30 0 RPL14
DCC 9.04906899161464e-35 0.302020119554201 0.812 0.621 2.39727935725855e-30 0 DCC
PPT1 9.30562049214759e-35 0.26667094580255 0.951 0.879 2.46524498077974e-30 0 PPT1
SNHG31 1.22445436542531e-34 0.286462681734546 0.977 0.844 3.24382450488473e-30 0 SNHG31
RPL29 1.5447628878043e-34 -0.301199842461198 0.997 0.996 4.09238584237114e-30 0 RPL29
NECAB1 2.21888178586064e-34 -0.547521191054995 0.925 0.939 5.87826162710201e-30 0 NECAB1
ELL2 2.25375719812201e-34 -0.371782668972341 0.438 0.614 5.97065356926484e-30 0 ELL2
COX7B 3.87834609676318e-34 -0.304926953484477 0.992 0.993 1.0274514479545e-29 0 COX7B
RPS27L 6.57244978013612e-34 -0.356190488975692 0.949 0.958 1.74117339575366e-29 0 RPS27L
CACNA2D1 9.68474125136759e-34 0.270607734934495 0.979 0.952 2.5656816523123e-29 0 CACNA2D1
PRDX1 2.77256916994786e-33 -0.36019982269889 0.894 0.925 7.34509024502586e-29 0 PRDX1
AMBRA1 3.1960406087621e-33 -0.25874887314728 1 0.999 8.46695078073256e-29 0 AMBRA1
RDH10 5.04993019310813e-33 0.262963802143024 0.609 0.408 1.33782750675821e-28 0 RDH10
CHPF 5.25130240731197e-33 0.261798543966648 0.959 0.929 1.39117503374509e-28 0 CHPF
SLC10A4 6.19928063169484e-33 0.273206073405238 0.957 0.892 1.6423134249486e-28 0 SLC10A4
MEIS2 8.05636812653832e-33 -0.474509496643906 0.291 0.465 2.13429304408253e-28 0 MEIS2
CD200 8.54637798434716e-33 0.27005359257407 0.929 0.836 2.26410645561325e-28 0 CD200
TCEAL3 1.62168964587947e-32 -0.452687533379214 0.952 0.964 4.29618020986389e-28 0 TCEAL3
NDUFAF3 2.68697708543496e-32 -0.284328505751647 0.945 0.964 7.11833969473429e-28 0 NDUFAF3
TCTN1 2.73004978016878e-32 0.267871113866418 0.899 0.778 7.23244787762314e-28 0 TCTN1
SCN3B 4.47554542395078e-32 0.26142080412459 0.968 0.922 1.18566149371304e-27 0 SCN3B
BTF3 6.09405374639134e-32 -0.283800647620524 0.991 0.988 1.61443671849399e-27 0 BTF3
PCDH9 7.62988558214943e-32 -0.336275665088563 0.16 0.34 2.02130928842303e-27 0 PCDH9
TAFA2 7.65601050261863e-32 -0.2749859160254 0.93 0.943 2.02823030235373e-27 0 TAFA2
GRIP1 8.44358344872922e-32 0.349385070857321 0.775 0.625 2.23687412723734e-27 0 GRIP1
SNU13 1.77653912541074e-31 -0.261455132305048 0.984 0.99 4.70640745103814e-27 0 SNU13
CTSL 4.01308077880966e-31 0.261594058163816 0.994 0.96 1.06314535992225e-26 0 CTSL
NDN 4.07564544554948e-31 0.251752732105913 0.965 0.908 1.07971999143497e-26 0 NDN
NELL2 4.19569068482611e-31 0.266708029861449 0.915 0.811 1.11152237622413e-26 0 NELL2
SOX4 4.35888511004975e-31 0.268111282136279 0.884 0.727 1.15475584335438e-26 0 SOX4
GRID2 4.42743849556899e-31 0.283030093009881 0.876 0.753 1.17291700624614e-26 0 GRID2
RBP4 4.87821661481408e-31 -1.41580107434679 0.682 0.747 1.29233714559655e-26 0 RBP4
RPL8 5.11048493175912e-31 -0.271047317873058 1 1 1.35386966812163e-26 0 RPL8
CTXN1 1.04055923569613e-30 0.275791552059376 0.876 0.775 2.75664952720618e-26 0 CTXN1
TMED9 1.12775134014428e-30 0.268425745293494 0.932 0.847 2.98763885031022e-26 0 TMED9
CEP164P1 1.2048522749168e-30 -0.285141579594267 0.7 0.794 3.19189464670959e-26 0 CEP164P1
C2orf80 2.53697384233803e-30 -0.424902943572059 0.493 0.632 6.72095110312192e-26 0 C2orf80
RPL38 2.60575590909082e-30 -0.285143662089919 1 1 6.9031685543634e-26 0 RPL38
ECRG4 2.69460523057655e-30 0.275592633051109 0.998 0.987 7.13854817684339e-26 0 ECRG4
HTRA1 2.82156181349018e-30 -0.372919336456965 0.684 0.784 7.47488155629817e-26 0 HTRA1
SREBF1 3.84060872272071e-30 0.269001079179241 0.976 0.916 1.01745406282317e-25 0 SREBF1
KIAA1549L 6.70931005153757e-30 0.26746690332227 0.849 0.68 1.77743041885333e-25 0 KIAA1549L
HEXA 9.29574673274385e-30 0.254350384283453 0.963 0.929 2.4626292244385e-25 0 HEXA
PFDN2 1.1242209614744e-29 -0.286264826487285 0.931 0.958 2.97828617113798e-25 0 PFDN2
SLC35F1 1.24247739764741e-29 -0.258926930765897 0.996 0.995 3.29157112184751e-25 0 SLC35F1
