p_val avg_log2FC pct.1 pct.2 p_val_adj cluster gene
HLA-B 6.36726482105896e-31 -0.266940996059431 0.44 0.485 1.68681579639494e-26 0 HLA-B
CCN2 7.84265616813776e-31 -0.325476854991474 0.079 0.115 2.07767647206305e-26 0 CCN2
MAP1B 9.38319674240225e-30 -0.259215340187395 0.376 0.422 2.4857964809972e-25 0 MAP1B
ZMYM3 2.3713058243281e-29 -0.326862581714521 0.07 0.103 6.28206338981e-25 0 ZMYM3
NNAT 3.06058963389872e-29 -0.262198908426873 0.39 0.434 8.10811405812448e-25 0 NNAT
MAGI1 3.09370746494469e-29 -0.314422280959443 0.071 0.105 8.19584981613147e-25 0 MAGI1
RPS2 5.38701629033412e-29 -0.250569670053227 0.221 0.267 1.42712835563531e-24 0 RPS2
EPS8 1.0683990247605e-28 -0.316828683791495 0.085 0.12 2.8304026963955e-24 0 EPS8
PPM1L 8.33659839702359e-28 -0.305476677424644 0.093 0.13 2.20853164733949e-23 0 PPM1L
NRXN1 9.04188750411128e-28 -0.316827626147032 0.121 0.16 2.39537683758916e-23 0 NRXN1
KIAA1109 3.84361376319193e-27 -0.281015451575473 0.086 0.121 1.01825015814481e-22 0 KIAA1109
VIM 1.78700360482313e-26 -0.382822939313149 0.138 0.176 4.73412994989745e-22 0 VIM
CYFIP2 3.1355092969225e-26 -0.300741759435226 0.088 0.121 8.30659122940709e-22 0 CYFIP2
COX17 3.7643289491562e-26 -0.250090109081648 0.308 0.352 9.97246025210462e-22 0 COX17
YWHAZ 8.76751554447316e-26 -0.255906912127976 0.169 0.21 2.32269021804183e-21 0 YWHAZ
HUWE1 1.43209856723608e-25 -0.270804700711543 0.167 0.207 3.79391552432181e-21 0 HUWE1
UBA1 6.48250330205389e-25 -0.293513289437222 0.195 0.233 1.71734477478012e-20 0 UBA1
ACSL4 2.96334914902839e-24 -0.263518123510581 0.075 0.105 7.850504565606e-20 0 ACSL4
ATRX 4.8058392644337e-24 -0.283939190040177 0.171 0.211 1.27316293793378e-19 0 ATRX
FN1 6.07763079844152e-24 -0.343141287391439 0.154 0.192 1.61008595112313e-19 0 FN1
ADGRL3 2.25941519463873e-21 -0.287999439999613 0.094 0.124 5.98564273363691e-17 0 ADGRL3
ITPR2 6.44630987125896e-21 -0.292486316168834 0.112 0.144 1.70775641109392e-16 0 ITPR2
AHI1 1.26945849185756e-20 -0.253442693340888 0.139 0.173 3.36304943662906e-16 0 AHI1
MIDN 2.98502915492853e-20 -0.260538837518177 0.168 0.203 7.90793923723667e-16 0 MIDN
ATN1 3.07809839417205e-20 -0.252084455834784 0.14 0.173 8.15449826584059e-16 0 ATN1
USP11 6.47804544055944e-20 -0.250501521691492 0.174 0.208 1.71616379811301e-15 0 USP11
BNIP3 4.38814179369036e-19 -0.255682865837346 0.148 0.181 1.16250652398445e-14 0 BNIP3
GRIA4 5.10341349953425e-19 -0.253839888434988 0.074 0.1 1.35199630429661e-14 0 GRIA4
HPRT1 4.76917478876195e-18 -0.250232994032457 0.08 0.107 1.26344978503882e-13 0 HPRT1
BGN 3.58323909092322e-17 -0.285802622575154 0.13 0.159 9.49271699967381e-13 0 BGN
CERS6 3.37590635784486e-16 -0.251285205280844 0.098 0.124 8.9434511232026e-12 0 CERS6
COL4A1 5.85530431312582e-16 -0.31068414142941 0.078 0.102 1.55118721863329e-11 0 COL4A1
COL1A1 4.08926867330187e-15 -0.325412537205022 0.136 0.164 1.08332905693113e-10 0 COL1A1
IGFBP7 1.72125063097778e-10 -0.265664622791436 0.418 0.435 4.55993717158633e-06 0 IGFBP7
COL1A2 5.87077205135784e-07 -0.297611020717741 0.212 0.228 0.0155528493184572 0 COL1A2
RGS5 1.03002677200369e-05 -0.331688730056029 0.202 0.214 0.272874692439219 0 RGS5
SPARC 4.26233996477516e-05 -0.297101381383106 0.315 0.322 1 0 SPARC
PDE4D.1 0 1.65351660055212 0.526 0.191 0 1 PDE4D
ZFPM2.1 0 1.34923195048341 0.33 0.109 0 1 ZFPM2
MALAT1.1 0 1.30519058210578 0.974 0.728 0 1 MALAT1
ROBO1.1 0 1.20075690516464 0.401 0.175 0 1 ROBO1
NRG1.1 0 1.11887565594389 0.433 0.2 0 1 NRG1
AGBL4.1 0 1.04390914969775 0.235 0.078 0 1 AGBL4
FAM155A.1 0 1.03368222199299 0.295 0.122 0 1 FAM155A
TRPM3 0 0.940086561362403 0.186 0.06 0 1 TRPM3
MACROD2.1 0 0.906157564488951 0.247 0.105 0 1 MACROD2
RORA.1 0 0.900746232129939 0.218 0.085 0 1 RORA
NLGN1.1 0 0.898976794701466 0.214 0.085 0 1 NLGN1
CDH12.1 0 0.897510846571598 0.321 0.158 0 1 CDH12
GRIP1 0 0.885220141967545 0.163 0.053 0 1 GRIP1
DCC 0 0.884443190864672 0.167 0.058 0 1 DCC
RIMS2.1 0 0.879031967669385 0.293 0.135 0 1 RIMS2
ZNF804A 0 0.86746520927268 0.168 0.056 0 1 ZNF804A
CGA.1 0 0.635768295313277 0.76 0.54 0 1 CGA
SPARCL1.1 0 0.595941741129948 0.768 0.557 0 1 SPARCL1
PLD3.1 0 0.531459755094492 0.813 0.644 0 1 PLD3
CHGB.1 0 0.528725353398112 0.958 0.855 0 1 CHGB
MT-ND5.1 0 0.404055400051501 0.967 0.892 0 1 MT-ND5
DBI.1 0 -0.876288423957475 0.353 0.528 0 1 DBI
FSHB.1 0 -1.17716444404084 0.645 0.726 0 1 FSHB
RBP4.1 0 -1.44866837871645 0.069 0.233 0 1 RBP4
GPHN 7.53278657899699e-272 0.791607036699066 0.168 0.063 1.99558582050788e-267 1 GPHN
GRID2.1 2.03652455740573e-260 0.778815121312908 0.187 0.077 5.39516085747926e-256 1 GRID2
ITPR2.1 2.42586207587702e-259 0.786838773027997 0.229 0.107 6.42659381141341e-255 1 ITPR2
PDE7B 1.40996874956005e-250 0.791302128519748 0.184 0.077 3.73528921133448e-246 1 PDE7B
SEZ6L.1 2.70640282040166e-249 0.549536800990429 0.549 0.388 7.16980235180807e-245 1 SEZ6L
MIR7-3HG.1 9.25269136870994e-249 -0.733274485223931 0.454 0.59 2.45122299739864e-244 1 MIR7-3HG
ATRNL1 1.24152019349984e-236 0.712569496837146 0.269 0.142 3.28903529661978e-232 1 ATRNL1
SGCZ 1.20156435125695e-233 0.72418056348748 0.111 0.034 3.18318427934991e-229 1 SGCZ
LSAMP 6.94505814323608e-227 0.683421040149188 0.383 0.241 1.8398848033061e-222 1 LSAMP
SEMA3E.1 3.51290087815609e-221 0.570756047692978 0.441 0.291 9.3063770064111e-217 1 SEMA3E
MDK.1 3.68236432823307e-212 0.465674454688854 0.608 0.454 9.75531957835506e-208 1 MDK
PEG10.1 2.49027957359194e-206 -0.652798431349713 0.806 0.841 6.59724864635977e-202 1 PEG10
PLEKHA5 3.53907667449367e-203 0.682876618950111 0.297 0.173 9.37572192606863e-199 1 PLEKHA5
RPS4X 6.54539649067084e-197 -0.40088390558058 0.738 0.816 1.73400643830852e-192 1 RPS4X
UBB.1 1.11881376402127e-196 -0.608750255820873 0.506 0.617 2.96396142364515e-192 1 UBB
NBEA 1.02686394463077e-192 0.661529313493024 0.215 0.11 2.72036796211584e-188 1 NBEA
DLG2.1 1.16348379792801e-191 0.68357650984054 0.191 0.092 3.08230127747088e-187 1 DLG2
CNTN1 1.92827149644837e-187 0.552555992039137 0.447 0.311 5.10837684839103e-183 1 CNTN1
RAMP1.1 8.87642377351736e-186 0.510532690708116 0.429 0.289 2.35154218608022e-181 1 RAMP1
CITED1.1 1.27764540137054e-185 -0.83119311468168 0.231 0.357 3.38473819731083e-181 1 CITED1
BEX1 1.01880230081236e-183 -0.503785785228037 0.604 0.702 2.6990110553121e-179 1 BEX1
NRXN1.1 5.2869226674163e-182 0.644876726596521 0.232 0.125 1.40061155305193e-177 1 NRXN1
FTX.1 4.28563986564686e-178 0.605172759574784 0.302 0.181 1.13535171320717e-173 1 FTX
RPS28 1.50611114948792e-171 -0.414328312185304 0.673 0.748 3.9899896572234e-167 1 RPS28
CACNB2 7.83334443584294e-168 0.612900116184339 0.199 0.104 2.07520960794351e-163 1 CACNB2
ELAPOR1.1 5.77283442728758e-167 0.443547253014604 0.565 0.433 1.52933929647703e-162 1 ELAPOR1
DLGAP1.1 6.08154059692319e-165 0.6562992965745 0.193 0.1 1.61112173493689e-160 1 DLGAP1
GLUL.1 2.16494315916682e-160 -0.690927836723507 0.217 0.337 5.73536741726473e-156 1 GLUL
ASTN2 3.16414820389121e-159 0.569008195892184 0.282 0.172 8.3824614217486e-155 1 ASTN2
RPS14 4.31215813795139e-152 -0.3333056518975 0.893 0.916 1.14237693390608e-147 1 RPS14
SPINT2.1 3.87930301889816e-150 0.300428055011457 0.852 0.778 1.0277049557665e-145 1 SPINT2
TMEM190.1 1.58642403045024e-146 0.500578745784788 0.239 0.14 4.20275454146879e-142 1 TMEM190
RN7SK 3.68130920056168e-145 0.496703522657005 0.147 0.07 9.75252433412801e-141 1 RN7SK
NKAIN3 5.3947597487978e-145 0.591371283797951 0.116 0.049 1.42917975265151e-140 1 NKAIN3
GPC6 1.11136104104442e-144 0.557741664882478 0.106 0.044 2.94421766993487e-140 1 GPC6
SCG5.1 5.8664144395172e-143 0.291161336944197 0.866 0.799 1.5541305133169e-138 1 SCG5
TUSC3.1 1.70116111097219e-138 0.456640291056447 0.404 0.286 4.50671601518752e-134 1 TUSC3
GABRB3 1.56585357307444e-134 0.522565748329277 0.273 0.173 4.1482592857888e-130 1 GABRB3
ZBTB20.1 1.76647097016322e-133 0.500406232594201 0.364 0.252 4.67973489415639e-129 1 ZBTB20
MAGI1.1 4.02793604985859e-133 0.590745088092775 0.154 0.079 1.06708081832854e-128 1 MAGI1
NRXN3 4.74386339582922e-132 0.542862101327759 0.19 0.105 1.25674429082308e-127 1 NRXN3
UNC13C 1.12225636585559e-131 0.563258299048985 0.131 0.062 2.97308156442462e-127 1 UNC13C
ATP1B2.1 2.65983160989985e-131 0.45119907826068 0.381 0.268 7.04642590094669e-127 1 ATP1B2
BEX3 2.21245464216923e-130 -0.377467185964545 0.687 0.765 5.86123483803473e-126 1 BEX3
MICOS10 5.78614730167541e-130 -0.325798061527042 0.792 0.833 1.53286614315985e-125 1 MICOS10
RPS18 6.71967835352034e-130 -0.359369144217134 0.725 0.778 1.78017718941461e-125 1 RPS18
TMEM130.1 4.45837457079261e-129 0.357641350099438 0.648 0.536 1.18111259129438e-124 1 TMEM130
EDIL3.1 4.63369976564223e-129 0.497709706101466 0.241 0.148 1.22755974191394e-124 1 EDIL3
PCLO 5.24782224177289e-129 0.546059655238205 0.159 0.083 1.39025306829047e-124 1 PCLO
SERPINI1.1 7.67331033234882e-129 0.494965952349503 0.285 0.186 2.03281337324585e-124 1 SERPINI1
NDUFA1.1 8.48012588502278e-128 -0.444093319437352 0.489 0.586 2.24655494946023e-123 1 NDUFA1
GPX3.1 1.19413723978025e-127 0.419515028942063 0.436 0.319 3.16350837562585e-123 1 GPX3
FKBP5 2.31139787977655e-127 0.415912281151554 0.542 0.425 6.12335526310405e-123 1 FKBP5
PCSK1N.1 1.82057266611803e-125 -0.529551910207208 0.804 0.817 4.82306110707988e-121 1 PCSK1N
ATP8A2 9.69601154195514e-124 0.516534453643229 0.259 0.164 2.56866737769476e-119 1 ATP8A2
H1-2.1 1.22134761564161e-123 -0.704928580308086 0.096 0.185 3.23559410335774e-119 1 H1-2
GRIA2 5.84311865822539e-123 0.513365132912045 0.195 0.112 1.54795899493707e-118 1 GRIA2
CNTNAP2 7.71268773975663e-122 0.538046855786428 0.142 0.073 2.04324523601633e-117 1 CNTNAP2
MBD5 4.12915992580547e-117 0.554148717075673 0.126 0.062 1.09389704754438e-112 1 MBD5
LY6H.1 4.58315559371075e-116 0.409593116022569 0.407 0.296 1.21416957988585e-111 1 LY6H
IMMP2L 1.74259031427225e-114 0.513773049676154 0.103 0.046 4.61647026057003e-110 1 IMMP2L
RPL36 1.8544210166442e-114 -0.297640845086574 0.776 0.825 4.91273215729381e-110 1 RPL36
ADCY2 1.65708474762979e-113 0.506277993627232 0.103 0.047 4.38994891342083e-109 1 ADCY2
UNC5D 1.80799219165003e-113 0.510616162630018 0.293 0.197 4.78973291411926e-109 1 UNC5D
LAMP5.1 8.96774122263268e-113 0.463341301609231 0.267 0.175 2.37573400469985e-108 1 LAMP5
LGALS3BP.1 3.61524526404484e-112 0.388870120754316 0.436 0.327 9.5775077535076e-108 1 LGALS3BP
EPCAM.1 1.21127346553532e-109 0.359782851307934 0.544 0.431 3.20890566489617e-105 1 EPCAM
RPL3 1.73180524354266e-109 -0.270314157882032 0.878 0.895 4.58789845119321e-105 1 RPL3
RMST 4.24008622611908e-109 0.47403230882341 0.128 0.065 1.12328364302347e-104 1 RMST
RPS19 3.20587718828069e-108 -0.391821508812622 0.595 0.666 8.49300984719321e-104 1 RPS19
RPL35 3.50058455241456e-108 -0.299035270598703 0.783 0.822 9.27374859625664e-104 1 RPL35
IDH1 4.14883170795939e-108 0.324883760136382 0.659 0.559 1.0991084960726e-103 1 IDH1
CHGA 8.84513090516519e-108 0.250470838921232 0.807 0.72 2.34325207939636e-103 1 CHGA
SPOCK1 2.9619307171094e-107 0.478864492731482 0.288 0.195 7.84674685576622e-103 1 SPOCK1
DIO2.1 5.26713406144977e-106 -0.610926717015387 0.061 0.133 1.39536915555927e-101 1 DIO2
DPYD 9.38354601226736e-106 0.493231662168334 0.142 0.076 2.48588900956987e-101 1 DPYD
PCOLCE2.1 3.99977755960707e-105 0.423990850986309 0.302 0.208 1.0596210710911e-100 1 PCOLCE2
MAPK10 7.02761832936726e-105 0.505135309707858 0.154 0.086 1.86175664781597e-100 1 MAPK10
WSB1 9.65550301143568e-105 0.479860933636803 0.207 0.127 2.55793585778954e-100 1 WSB1
RPL34 1.69279894236204e-104 -0.290599940497368 0.921 0.926 4.48456295810552e-100 1 RPL34
CDH18 2.70055288772187e-104 0.471127344622176 0.103 0.049 7.15430471015277e-100 1 CDH18
IQCJ-SCHIP1 3.37423866071838e-104 0.506431710753313 0.118 0.059 8.93903305997514e-100 1 IQCJ-SCHIP1
JMJD1C 2.17972810393228e-103 0.473393775093782 0.154 0.086 5.7745356929374e-99 1 JMJD1C
SNHG14 3.489512011421e-103 0.432940590112395 0.429 0.327 9.24441522065652e-99 1 SNHG14
RPL37A 2.53407973901755e-101 -0.264130839452107 0.967 0.959 6.71328404460529e-97 1 RPL37A
PITX1.1 3.13133165700545e-101 -0.39914746593198 0.51 0.592 8.29552382573884e-97 1 PITX1
AMIGO2.1 1.7106452702808e-100 0.423863813781098 0.257 0.169 4.53184145002789e-96 1 AMIGO2
CACNA2D1 5.36152694470456e-100 0.438668438452043 0.28 0.19 1.42037571819113e-95 1 CACNA2D1
CCND2.1 7.77459629560722e-100 -0.601717589233509 0.051 0.117 2.05964605063227e-95 1 CCND2
SDC2 2.93469348615957e-99 0.390474162372419 0.436 0.334 7.77458998353392e-95 1 SDC2
FXYD6.1 1.24950332626811e-98 -0.594695808467911 0.095 0.172 3.31018421194947e-94 1 FXYD6
VGF.1 8.21780483668967e-98 0.447482074615269 0.196 0.121 2.17706085733583e-93 1 VGF
AKAP13 1.14672146714906e-97 0.473131086671623 0.182 0.109 3.03789451077129e-93 1 AKAP13
GDI1.1 5.44420919469724e-97 -0.54424168503959 0.28 0.369 1.44227989985919e-92 1 GDI1
EFNA5 1.15418015575808e-95 0.462256041472588 0.183 0.111 3.05765406863429e-91 1 EFNA5
FGFR1.1 5.30361058705936e-93 0.419063026804781 0.316 0.227 1.40503251672376e-88 1 FGFR1
RPS6 5.45292106555258e-93 -0.292793222290973 0.829 0.847 1.44458784868619e-88 1 RPS6
SNRPN 6.61779277103789e-93 -0.329975596969169 0.616 0.688 1.75318566090336e-88 1 SNRPN
OOEP 6.03752771238737e-92 -0.326612222890278 0.588 0.655 1.59946184156566e-87 1 OOEP
CPE 7.20310927977277e-91 0.285789299812284 0.673 0.58 1.9082477103974e-86 1 CPE
