p_val avg_log2FC pct.1 pct.2 p_val_adj cluster gene
RIMS2 1.9798757602093e-20 -0.36956744663095 0.141 0.178 5.24508686394648e-16 0 RIMS2
HLA-B 2.46698075990299e-20 -0.280216201068367 0.45 0.479 6.53552542913499e-16 0 HLA-B
FAM155A 7.91780377506145e-19 -0.371033701324728 0.133 0.169 2.09758457608928e-14 0 FAM155A
GRID2 1.95153826676462e-18 -0.340942926107439 0.077 0.109 5.17001517631283e-14 0 GRID2
LGALS1 2.50809789235879e-18 -0.338366795512282 0.19 0.228 6.6444529364369e-14 0 LGALS1
ACTA2 6.88947822125202e-17 -0.334262469473615 0.096 0.127 1.82516057037408e-12 0 ACTA2
GSN 1.13984712643116e-16 -0.267689886448103 0.268 0.303 3.01968300734144e-12 0 GSN
IFI44 4.11271675580839e-16 -0.328481166959518 0.113 0.144 1.08954092294876e-11 0 IFI44
KIAA1109 1.18865821487027e-14 -0.260413830867579 0.089 0.117 3.14899334283433e-10 0 KIAA1109
H1-2 3.66387073818451e-14 -0.348990548239605 0.14 0.168 9.7063263595984e-10 0 H1-2
PEG10 4.59969267149241e-14 -0.37650878385473 0.876 0.824 1.21855058253177e-09 0 PEG10
UBA1 7.77640171870918e-14 -0.279089395061829 0.201 0.229 2.06012434332044e-09 0 UBA1
AGBL4 1.96475938002937e-13 -0.298819000230049 0.093 0.12 5.20504054957382e-09 0 AGBL4
EPS8 2.08578833313893e-12 -0.257560540174269 0.091 0.116 5.52567045215166e-08 0 EPS8
EIF4G3 4.3954516239706e-12 -0.260380305557176 0.106 0.132 1.16444304422229e-07 0 EIF4G3
COL18A1 7.64360338808877e-12 -0.281636202210886 0.083 0.106 2.02494340957248e-07 0 COL18A1
SYP 8.47472774011334e-12 -0.269363483281859 0.105 0.129 2.24512487291082e-07 0 SYP
PAK3 8.84226497174746e-12 -0.292216707812111 0.223 0.248 2.34249283631534e-07 0 PAK3
PTN 1.16607696381623e-11 -0.281737212666365 0.116 0.14 3.08917109254195e-07 0 PTN
ROBO1 4.85545471399303e-09 -0.295314763802653 0.21 0.232 0.000128630706283103 0 ROBO1
RORA 1.45293728756547e-08 -0.255666591551374 0.1 0.12 0.000384912146221845 0 RORA
TCEAL3 1.58502201844302e-08 -0.251801867743343 0.231 0.25 0.000419904033125926 0 TCEAL3
PDE4D 0.00969040748533409 -0.277282356851416 0.27 0.271 1 0 PDE4D
PDE4D.1 0 1.78607342779657 0.6 0.212 0 1 PDE4D
ZFPM2.1 0 1.51583080432925 0.385 0.122 0 1 ZFPM2
MALAT1.1 0 1.46357373323395 0.989 0.75 0 1 MALAT1
ROBO1.1 0 1.36082319294054 0.459 0.187 0 1 ROBO1
NRG1.1 0 1.29746906696555 0.496 0.213 0 1 NRG1
AGBL4.1 0 1.20669422166507 0.28 0.086 0 1 AGBL4
FAM155A.1 0 1.19636975952884 0.343 0.131 0 1 FAM155A
CDH12.1 0 1.06964688679464 0.37 0.166 0 1 CDH12
RORA.1 0 1.06557593569829 0.255 0.092 0 1 RORA
MACROD2.1 0 1.05788773498759 0.285 0.113 0 1 MACROD2
TRPM3 0 1.04721875892655 0.217 0.068 0 1 TRPM3
NLGN1 0 1.02993735989596 0.247 0.092 0 1 NLGN1
RIMS2.1 0 1.02972399989812 0.333 0.144 0 1 RIMS2
GRIP1 0 0.997730517773302 0.189 0.06 0 1 GRIP1
ZNF804A 0 0.991264300146825 0.196 0.062 0 1 ZNF804A
CHGB.1 0 0.477526639675546 0.96 0.865 0 1 CHGB
DCC 7.54571009002712e-307 0.974905622723832 0.192 0.064 1.99900951704998e-302 1 DCC
CGA.1 5.15967592062611e-283 0.571022896744375 0.759 0.563 1.36690134489227e-278 1 CGA
GPHN 1.00896259007058e-276 0.912719111715618 0.194 0.069 2.67294369361497e-272 1 GPHN
GRID2.1 4.77186167211545e-273 0.912731418507175 0.216 0.084 1.26416159417683e-268 1 GRID2
ITPR2 9.21830436521474e-264 0.898240729484975 0.26 0.114 2.44211319243269e-259 1 ITPR2
SPARCL1.1 7.60014802490901e-261 0.532393003792766 0.768 0.578 2.01343121475889e-256 1 SPARCL1
PDE7B 2.83238549671692e-242 0.880538110242296 0.209 0.084 7.50355565790246e-238 1 PDE7B
SGCZ 7.20913271514203e-241 0.834869146326041 0.13 0.039 1.90984343889543e-236 1 SGCZ
DBI.1 7.62307054684875e-227 -0.867063850500315 0.335 0.513 2.01950384927117e-222 1 DBI
RBP4.1 6.45027338098072e-220 -1.37049416961138 0.065 0.217 1.70880642408941e-215 1 RBP4
PLD3.1 7.23293636840537e-220 0.466263179619351 0.81 0.662 1.91614950271795e-215 1 PLD3
FTX.1 8.2587010031501e-216 0.764716123295598 0.342 0.186 2.18789506975452e-211 1 FTX
MT-ND5.1 1.58970085471428e-214 0.337586908396582 0.962 0.9 4.21143550430906e-210 1 MT-ND5
DLGAP1.1 1.88861628729143e-199 0.809599360001777 0.225 0.104 5.00332226829245e-195 1 DLGAP1
FSHB.1 2.51898895591153e-199 -1.1185557593605 0.632 0.72 6.67330554200083e-195 1 FSHB
COL25A1 1.20391309234308e-196 0.720497995554605 0.111 0.034 3.18940656423529e-192 1 COL25A1
LSAMP 1.44076508778021e-192 0.736777996034268 0.404 0.252 3.81687487054734e-188 1 LSAMP
NRXN1 5.16087037343656e-185 0.735572123313668 0.258 0.131 1.36721777933081e-180 1 NRXN1
DLG2 4.79283566010459e-182 0.773197410437381 0.212 0.099 1.26971802307491e-177 1 DLG2
NBEA 1.07427763727446e-179 0.74302731052456 0.236 0.117 2.8459763166675e-175 1 NBEA
PLEKHA5 1.79530979140927e-178 0.74152205965512 0.319 0.182 4.75613469940144e-174 1 PLEKHA5
CACNB2 3.61949728110814e-173 0.715863733681268 0.224 0.109 9.58877219711169e-169 1 CACNB2
ATRNL1 1.30057798519368e-167 0.718355398853782 0.278 0.153 3.4454911983751e-163 1 ATRNL1
PEG10.1 2.9849141263554e-162 -0.663314411601469 0.787 0.84 7.90763450354073e-158 1 PEG10
NAV3 4.16966757149008e-161 0.677441904242554 0.113 0.04 1.10462833303915e-156 1 NAV3
MIR7-3HG.1 1.13146245573997e-159 -0.706676227566335 0.444 0.578 2.99747033774633e-155 1 MIR7-3HG
SEZ6L.1 1.45492214526423e-155 0.516305132011714 0.55 0.404 3.854379747234e-151 1 SEZ6L
PRH1 6.7018866010475e-155 0.650650242394772 0.119 0.043 1.7754637983495e-150 1 PRH1
MAGI1 4.93790951552205e-150 0.735568869055262 0.177 0.082 1.3081509888521e-145 1 MAGI1
RPS4X 3.23398059404913e-146 -0.40880292311284 0.721 0.811 8.56746138975497e-142 1 RPS4X
GPC6 6.22793695080434e-146 0.643738612715843 0.122 0.047 1.64990505700709e-141 1 GPC6
ZBTB20 2.84853464342709e-144 0.615664225772567 0.394 0.258 7.54633797736704e-140 1 ZBTB20
RPS14 2.02403629807881e-143 -0.381018192996216 0.882 0.915 5.36207696087039e-139 1 RPS14
NRXN3 3.4674123517325e-139 0.650025508141297 0.212 0.11 9.18586880220973e-135 1 NRXN3
UNC13C 9.73443256198521e-138 0.657950681798807 0.149 0.066 2.57884587432112e-133 1 UNC13C
NKAIN3 2.39034837894316e-137 0.648168823087276 0.13 0.054 6.33251092549622e-133 1 NKAIN3
RPS28 7.24253963283449e-136 -0.438228330766102 0.655 0.743 1.91869359953051e-131 1 RPS28
SEMA3E.1 1.28790041826035e-135 0.525843946394884 0.442 0.306 3.41190578805532e-131 1 SEMA3E
RN7SK 1.37061339893801e-134 0.547981497891298 0.162 0.075 3.63102901646657e-130 1 RN7SK
CNTN1 3.91339323051612e-134 0.550033069191178 0.457 0.323 1.03673613462833e-129 1 CNTN1
ASTN2 4.1378724649503e-134 0.61520858470886 0.299 0.18 1.09620517341463e-129 1 ASTN2
CITED1.1 2.17589034202986e-132 -0.828322963881306 0.217 0.347 5.7643686941055e-128 1 CITED1
BEX1 1.16605568642368e-131 -0.505572545284025 0.587 0.695 3.08911472447362e-127 1 BEX1
UBB.1 2.92510635367538e-127 -0.5914638287693 0.496 0.607 7.74919175215681e-123 1 UBB
MDK.1 6.20347019321821e-127 0.427180889794956 0.608 0.47 1.64342332358737e-122 1 MDK
DPYD 1.20776437036315e-125 0.619329046073341 0.164 0.079 3.19960936996605e-121 1 DPYD
FBXL7 1.58960681452449e-125 0.587637557337524 0.102 0.038 4.21118637303829e-121 1 FBXL7
PCLO 4.2396974837421e-124 0.631830619676989 0.176 0.088 1.12318065739296e-119 1 PCLO
IMMP2L 1.10335882201776e-122 0.600987653592437 0.119 0.049 2.92301819128944e-118 1 IMMP2L
RMST 7.07335421225338e-121 0.583100137437009 0.147 0.068 1.87387299791016e-116 1 RMST
MICOS10 2.00591951134183e-120 -0.364741899183988 0.772 0.832 5.31408196944678e-116 1 MICOS10
RPL34 2.0690730494087e-120 -0.351575171580722 0.909 0.928 5.48138832249353e-116 1 RPL34
ATP8A2 2.67102674916985e-119 0.595850934068707 0.28 0.17 7.07608406390078e-115 1 ATP8A2
UNC5D 6.77398051015423e-117 0.612652729209724 0.317 0.203 1.79456291675006e-112 1 UNC5D
ADCY2 2.11561431087676e-116 0.599227636715114 0.117 0.05 5.60468543237472e-112 1 ADCY2
MBD5 9.94288043429338e-116 0.632997709020659 0.142 0.066 2.634067884653e-111 1 MBD5
RPL3 1.22227400068801e-115 -0.327081318131079 0.865 0.895 3.23804828262268e-111 1 RPL3
RPS18 1.25354785482794e-115 -0.394123673310768 0.705 0.776 3.32089897701018e-111 1 RPS18
BBS9 2.02777933295659e-114 0.576931852577188 0.111 0.046 5.37199300886859e-110 1 BBS9
MAPK10 2.75879983139214e-112 0.596089919771332 0.174 0.089 7.30861251332407e-108 1 MAPK10
JMJD1C 4.73898428863361e-111 0.568139757696607 0.173 0.089 1.25545171774482e-106 1 JMJD1C
ZNF804B 1.7945672708004e-110 0.599059246427506 0.102 0.041 4.75416761380442e-106 1 ZNF804B
RPL37A 5.52165052147837e-109 -0.308265294511916 0.962 0.961 1.46279565615005e-104 1 RPL37A
BEX3 4.17436925353911e-108 -0.415461886631433 0.671 0.759 1.10587390264758e-103 1 BEX3
IQCJ-SCHIP1 8.66428256962605e-108 0.579149169860762 0.133 0.062 2.29534173834533e-103 1 IQCJ-SCHIP1
GLUL.1 1.25418512833583e-106 -0.666721688041417 0.208 0.326 3.32258724198727e-102 1 GLUL
GABRB3 8.94771797738937e-104 0.543697551181608 0.284 0.181 2.37042944656999e-99 1 GABRB3
RPL36 1.30722202765914e-103 -0.339827297299607 0.76 0.822 3.46309259567459e-99 1 RPL36
GNAS 6.34235947848986e-103 -0.258084421317116 0.999 0.999 1.68021787304153e-98 1 GNAS
RPL35 3.68484415317703e-101 -0.342585670024862 0.767 0.821 9.76188913059658e-97 1 RPL35
SNHG14 2.60428987188543e-100 0.507069835928457 0.45 0.333 6.89928472859888e-96 1 SNHG14
GRIA2 2.05624901769794e-99 0.538893708245925 0.206 0.119 5.44741489768538e-95 1 GRIA2
NDUFA1 6.53460637325857e-98 -0.456114455023897 0.472 0.579 1.73114792040366e-93 1 NDUFA1
FKBP5 9.3924336764698e-98 0.444694736919939 0.551 0.435 2.48824352957038e-93 1 FKBP5
SPINT2 1.80155670299147e-97 0.284921400399626 0.853 0.785 4.772684017565e-93 1 SPINT2
CNTNAP2 2.84157605423931e-96 0.558154827259714 0.151 0.078 7.52790328289077e-92 1 CNTNAP2
ELAPOR1.1 9.76517352481052e-96 0.400186221178608 0.563 0.447 2.5869897701928e-91 1 ELAPOR1
TUSC3.1 5.0540417223587e-94 0.439090621460986 0.41 0.297 1.33891673308727e-89 1 TUSC3
MYT1L 2.59639892149439e-93 0.502665636542054 0.112 0.051 6.87838002282293e-89 1 MYT1L
AKAP13 5.50044242471549e-93 0.54387325836214 0.197 0.114 1.45717720715563e-88 1 AKAP13
MAML2 8.90732890406564e-92 0.542976364130262 0.126 0.061 2.35972957326507e-87 1 MAML2
RAMP1.1 1.22469099654252e-91 0.421592642435101 0.419 0.305 3.24445138804043e-87 1 RAMP1
WSB1 2.72046222027286e-90 0.532487259499047 0.22 0.133 7.20704851394686e-86 1 WSB1
RPS6 2.16765610057201e-88 -0.329608165111044 0.814 0.847 5.74255454163536e-84 1 RPS6
CDH18 1.44949306712417e-87 0.491424223003492 0.112 0.053 3.83999703342536e-83 1 CDH18
H1-2.1 1.40730275835055e-86 -0.708738408008468 0.089 0.177 3.72822646742228e-82 1 H1-2
ATP1B2.1 4.90782684811246e-85 0.42701674981758 0.384 0.279 1.30018148860195e-80 1 ATP1B2
KALRN 1.5912782576553e-84 0.513518855723067 0.135 0.07 4.21561436018042e-80 1 KALRN
AFF3 2.02015941064976e-84 0.534132251583308 0.106 0.049 5.35180631069334e-80 1 AFF3
ERC1 1.03042785065854e-83 0.50158514083156 0.139 0.073 2.72980946196459e-79 1 ERC1
SPOCK1 6.00556440049714e-83 0.495967733761963 0.299 0.203 1.5909941209797e-78 1 SPOCK1
AHI1 1.39538768439039e-82 0.515990073066329 0.238 0.152 3.69666105348701e-78 1 AHI1
PCSK1N.1 2.02651744883195e-82 -0.505987868741945 0.795 0.817 5.3686500254456e-78 1 PCSK1N
PEX5L 3.4814084081237e-80 0.496730959195763 0.106 0.051 9.22294715480132e-76 1 PEX5L
CACNA2D1 3.33873328202088e-78 0.469078812186758 0.29 0.197 8.84497221072971e-74 1 CACNA2D1
JAKMIP2 5.01943667204844e-78 0.501866409548701 0.125 0.064 1.32974916315907e-73 1 JAKMIP2
TMEM190.1 4.76572518488948e-77 0.414051851183928 0.235 0.151 1.26253591598092e-72 1 TMEM190
FTH1 1.65972412060397e-76 -0.340248699350561 0.552 0.644 4.39694114030403e-72 1 FTH1
EFNA5 3.62279914590235e-76 0.489025117215575 0.193 0.117 9.59751949732449e-72 1 EFNA5
EDIL3.1 1.02481628715675e-74 0.43500717233002 0.241 0.157 2.71494330793566e-70 1 EDIL3
OOEP 3.05406486832399e-74 -0.34662700380684 0.573 0.651 8.09082864916392e-70 1 OOEP
RPS19 5.80369048766941e-74 -0.371502898902776 0.583 0.661 1.53751368399338e-69 1 RPS19
RPS24 8.96195416283493e-74 -0.348137148465489 0.677 0.732 2.37420089681823e-69 1 RPS24
RPL32 1.22366515372641e-73 -0.343884111606642 0.748 0.783 3.24173372525199e-69 1 RPL32
RPL31 4.56907729535573e-73 -0.290304570690694 0.906 0.908 1.21043995708564e-68 1 RPL31
TMA7 5.41662069038625e-73 -0.333800536662792 0.564 0.653 1.43497115329712e-68 1 TMA7
SERPINI1.1 1.21483907652279e-72 0.424663062624248 0.284 0.196 3.21835168152417e-68 1 SERPINI1
NFIA 1.71496479858559e-72 0.48355379603471 0.16 0.092 4.54328474441296e-68 1 NFIA
RPL26 2.07653347912536e-72 -0.376697767984475 0.658 0.708 5.5011524928989e-68 1 RPL26
CADM2 2.32524453111403e-72 0.495278697312972 0.138 0.076 6.1600378118273e-68 1 CADM2
PITX1.1 3.89852936523919e-72 -0.39448863422803 0.496 0.586 1.03279839943917e-67 1 PITX1
NRCAM 5.9352534525244e-72 0.476426768495591 0.237 0.156 1.57236734464277e-67 1 NRCAM
LGALS3BP.1 2.54696161318552e-71 0.363223121719739 0.438 0.338 6.74741070565109e-67 1 LGALS3BP
