p_val avg_log2FC pct.1 pct.2 p_val_adj cluster gene
MIR7-3HG 7.21731661980669e-135 -0.552379274817105 0.507 0.577 1.91201151891919e-130 0 MIR7-3HG
UBB 1.4222008937387e-131 -0.494597890712604 0.542 0.609 3.76769460769256e-127 0 UBB
PART1 1.38346332577521e-128 0.460606636945049 0.2 0.115 3.66507104264369e-124 0 PART1
FKBP2 1.61089557219361e-126 0.30932768747629 0.717 0.603 4.2675845498553e-122 0 FKBP2
TMEM190 2.42273405803587e-126 0.41854913637547 0.23 0.139 6.41830706654864e-122 0 TMEM190
SEMA3E 5.2780128325416e-126 0.376072204985824 0.413 0.294 1.39825115959692e-121 0 SEMA3E
TSPAN7 1.46480639695426e-113 -0.68278329444185 0.142 0.224 3.88056510681123e-109 0 TSPAN7
SERPINF1 3.04895219180517e-112 0.389847854013679 0.329 0.225 8.07728414653025e-108 0 SERPINF1
CIRBP 7.27895153619472e-111 0.254730028916821 0.82 0.718 1.92833984096871e-106 0 CIRBP
FXYD6 1.34399700605932e-110 -0.626021710347946 0.098 0.174 3.56051686845234e-106 0 FXYD6
CCND2 1.15450154205042e-109 -0.624047876695851 0.054 0.119 3.05850548519996e-105 0 CCND2
NECAB1 3.56358675340651e-108 -0.638986442339493 0.158 0.241 9.44065402712453e-104 0 NECAB1
RIMS2 1.6735343820796e-105 -0.651150992727304 0.116 0.194 4.43352728500527e-101 0 RIMS2
CITED1 4.148999163078e-101 -0.654473351239201 0.272 0.348 1.09915285828262e-96 0 CITED1
DLGAP1 1.18553737936178e-99 -0.602923697084164 0.073 0.14 3.14072562540524e-95 0 DLGAP1
TMEM130 1.1573212154128e-98 0.287749161872165 0.643 0.533 3.06597536387159e-94 0 TMEM130
LAMP5 7.98149643957559e-98 0.368002204267913 0.26 0.173 2.11445803677236e-93 0 LAMP5
ITM2C 8.08083082382421e-98 -0.563046442517075 0.17 0.247 2.14077370184751e-93 0 ITM2C
CDH12 1.33089327222431e-96 -0.619245398338574 0.141 0.218 3.52580245677664e-92 0 CDH12
VGF 8.7751799730126e-96 0.379562939366721 0.193 0.119 2.3247206784505e-91 0 VGF
SERPINI1 1.25055988365792e-94 0.381339873686412 0.273 0.185 3.31298324378656e-90 0 SERPINI1
HMGN3 9.5766605653873e-94 0.37011622817204 0.353 0.256 2.5370489169824e-89 0 HMGN3
RPS4Y1 4.07128963313323e-93 0.368651391073338 0.3 0.21 1.07856604960965e-88 0 RPS4Y1
SEZ6L 1.02418467936777e-89 0.301035474626814 0.507 0.396 2.71327005258109e-85 0 SEZ6L
GRP 1.7139301473818e-87 0.36393203684121 0.122 0.067 4.54054374644386e-83 0 GRP
ZFPM2 3.03510693593456e-87 -0.664038347440957 0.112 0.18 8.04060529467783e-83 0 ZFPM2
PCOLCE2 1.41354803795933e-86 0.341854473799016 0.294 0.206 3.74477146216184e-82 0 PCOLCE2
AMIGO2 3.77080845896782e-86 0.353405218372221 0.249 0.168 9.98962576949755e-82 0 AMIGO2
ELAPOR1 5.66122396386138e-86 0.281533771506192 0.545 0.435 1.49977145250616e-81 0 ELAPOR1
IGSF1 7.54550785300226e-86 -0.440972577787083 0.4 0.465 1.99895594041736e-81 0 IGSF1
ATP1B2 3.27417863164898e-85 0.305538680853123 0.366 0.268 8.67395403096447e-81 0 ATP1B2
AGBL4 1.21329932338397e-84 -0.577791559989011 0.071 0.132 3.21427256750881e-80 0 AGBL4
TSPAN33 5.53270657590536e-84 -0.526314697885549 0.148 0.22 1.46572462608885e-79 0 TSPAN33
NME1-NME2 2.26364326527265e-82 0.297980593217222 0.506 0.401 5.9968437383603e-78 0 NME1-NME2
SEC11C 1.15117744207477e-81 0.295378041966345 0.486 0.383 3.04969927954447e-77 0 SEC11C
MACROD2 1.80225354928611e-79 -0.581653605979897 0.093 0.156 4.77453010276876e-75 0 MACROD2
LGALS3BP 5.77438056029577e-79 0.285758132028054 0.426 0.326 1.52974889803355e-74 0 LGALS3BP
EPCAM 1.01562381288491e-78 0.274916981754425 0.534 0.43 2.69059060509471e-74 0 EPCAM
LY6H 1.04331334618613e-78 0.298232246395767 0.394 0.296 2.76394571671631e-74 0 LY6H
FAM155A 2.21429584679274e-78 -0.585823198860367 0.116 0.181 5.86611255732332e-74 0 FAM155A
GDI1 1.31968850778639e-77 -0.482655714663051 0.3 0.366 3.49611879482771e-73 0 GDI1
UQCR11 1.47561427058836e-76 0.270395801772455 0.633 0.538 3.9091973256427e-72 0 UQCR11
CTSV 1.44618228571731e-75 0.346582889372191 0.114 0.064 3.83122611132229e-71 0 CTSV
LGALS2 3.2204065514312e-75 0.36588102287967 0.189 0.124 8.53150103605153e-71 0 LGALS2
ADRA2A 1.29073414122058e-74 -0.508477665016456 0.087 0.146 3.41941288692155e-70 0 ADRA2A
ABHD14A 2.44224315750342e-74 0.302287850915768 0.288 0.206 6.46999057285807e-70 0 ABHD14A
PAK3 3.33502105717804e-71 -0.504941526278568 0.196 0.262 8.83513778467606e-67 0 PAK3
PNMT 5.37552001289507e-70 0.32899584089528 0.185 0.121 1.42408276181616e-65 0 PNMT
TMEM9 3.46802160714067e-69 0.315746240313367 0.31 0.23 9.18748284163706e-65 0 TMEM9
POLR2L 5.24474602783832e-67 0.29042670818255 0.436 0.344 1.38943811769493e-62 0 POLR2L
FOLR1 2.62265450120444e-65 0.31452952702218 0.139 0.086 6.9479363045908e-61 0 FOLR1
PITX1 3.90499127137015e-65 -0.313955555075412 0.54 0.585 1.03451028761138e-60 0 PITX1
PITX2 1.18328412033677e-62 0.312002807301334 0.17 0.112 3.13475629159618e-58 0 PITX2
ATP5MJ 2.18720436940103e-61 0.26428531321662 0.486 0.396 5.79434181541721e-57 0 ATP5MJ
SYTL4 5.4620480435236e-61 -0.445099061141434 0.095 0.148 1.44700576769027e-56 0 SYTL4
VIM 1.79712090287947e-60 -0.559315039647661 0.126 0.183 4.76093269590829e-56 0 VIM
TUSC3 4.82714910035311e-60 0.259098074894298 0.376 0.29 1.27880833966555e-55 0 TUSC3
CD164 2.27851039834077e-58 0.284861105454387 0.349 0.269 6.03622974728436e-54 0 CD164
CASK 1.06506616550381e-57 -0.440637794558644 0.113 0.167 2.8215732856527e-53 0 CASK
FUNDC1 1.81845993214527e-57 -0.448656170943428 0.056 0.1 4.81746405223926e-53 0 FUNDC1
STXBP5L 2.73857165927251e-57 -0.467381500451901 0.065 0.11 7.25502403974473e-53 0 STXBP5L
GABARAPL2 5.54019971227267e-57 0.250465014694524 0.531 0.443 1.46770970777528e-52 0 GABARAPL2
HLA-B 6.00107750405002e-57 -0.355402814655057 0.438 0.488 1.58980545237293e-52 0 HLA-B
IFI44 7.11531383540687e-57 -0.479511335321531 0.101 0.153 1.88498894127599e-52 0 IFI44
EDIL3 1.49956982421521e-56 0.286155954936214 0.215 0.153 3.97266037831094e-52 0 EDIL3
IGFBP7 1.66405430881593e-56 -0.492240345322313 0.397 0.444 4.40841267491517e-52 0 IGFBP7
ROBO1 1.79950601037389e-56 -0.515248783093983 0.186 0.244 4.76725132268252e-52 0 ROBO1
CSTB 1.85456125849905e-56 0.2754890194784 0.322 0.246 4.91310368601567e-52 0 CSTB
PDE4D 2.40221254240005e-56 -0.59608066142444 0.23 0.286 6.36394146732621e-52 0 PDE4D
SNHG31 6.24537642626546e-56 0.27152533542434 0.256 0.188 1.65452512284624e-51 0 SNHG31
FAM107A 2.58539728341714e-55 -0.408991939875093 0.247 0.304 6.84923448322868e-51 0 FAM107A
CHID1 2.21410675557172e-54 0.257069888907846 0.28 0.209 5.86561161686061e-50 0 CHID1
MT3 3.85647796504407e-52 0.277946612030155 0.216 0.156 1.02165814249947e-47 0 MT3
ETFB 4.71999300255308e-52 0.28088211970662 0.269 0.202 1.25042054623636e-47 0 ETFB
PRLHR 4.80581381997653e-52 0.292872096415618 0.13 0.084 1.27315619718818e-47 0 PRLHR
H1-2 5.48331399037866e-52 -0.503381868218151 0.127 0.177 1.45263954233111e-47 0 H1-2
MUC5B 1.88557554074139e-51 0.276261841051361 0.12 0.076 4.99526672253208e-47 0 MUC5B
FN1 2.88974661354062e-51 -0.478688191208142 0.144 0.197 7.6555167285918e-47 0 FN1
VMO1 5.12076428977041e-50 0.285696734149992 0.255 0.191 1.35659287564598e-45 0 VMO1
FAIM2 1.65096055677992e-49 0.263999478773485 0.21 0.151 4.37372470702136e-45 0 FAIM2
BGN 3.05765952442151e-49 -0.473574764083861 0.117 0.166 8.10035161209747e-45 0 BGN
TSPAN1 4.8258536462432e-49 0.261250554175533 0.225 0.164 1.27846514796275e-44 0 TSPAN1
COL4A1 2.48898383587799e-48 -0.498500032611758 0.066 0.107 6.59381597800796e-44 0 COL4A1
IFI27L2 8.04332899692853e-48 0.261376583902135 0.334 0.265 2.13083871786631e-43 0 IFI27L2
HTRA1 5.81706378235386e-47 -0.408775789223321 0.077 0.119 1.54105653722119e-42 0 HTRA1
GRID2 7.8973806566871e-47 -0.429716777800758 0.073 0.115 2.09217408356955e-42 0 GRID2
HSP90AA1 1.55090526262702e-45 -0.280521041151832 0.56 0.591 4.1086582217515e-41 0 HSP90AA1
CDHR1 2.7060149008787e-44 0.254283138684835 0.102 0.064 7.16877467540785e-40 0 CDHR1
CCN2 5.55446653808963e-44 -0.417641447300764 0.076 0.118 1.47148927527071e-39 0 CCN2
ARL2 9.45764547279178e-44 0.255215997717992 0.238 0.18 2.505519438652e-39 0 ARL2
COL1A1 2.24730750312199e-43 -0.520807864408618 0.124 0.17 5.95356703727077e-39 0 COL1A1
RGS5 1.44534585323994e-42 -0.58608265720937 0.178 0.223 3.82901023440324e-38 0 RGS5
COL1A2 2.28415981893088e-42 -0.55462893977996 0.19 0.237 6.0511961923117e-38 0 COL1A2
PTN 4.1195784636804e-42 -0.400707416557848 0.105 0.148 1.09135872659821e-37 0 PTN
SMIM22 1.88080386227849e-41 0.263412583187867 0.146 0.102 4.98262559194819e-37 0 SMIM22
MT1E 2.53873870484229e-41 0.25951548416275 0.17 0.122 6.72562657686821e-37 0 MT1E
ENO2 9.43776407481907e-40 -0.299210140311308 0.322 0.367 2.50025245870107e-35 0 ENO2
COL3A1 5.10879466819896e-39 -0.462408640610173 0.102 0.143 1.35342188349927e-34 0 COL3A1
MAP1B 6.02539258547123e-39 -0.302465501333092 0.38 0.422 1.59624700374304e-34 0 MAP1B
TCEAL3 1.21816273027133e-38 -0.379678300443364 0.214 0.259 3.2271567050348e-34 0 TCEAL3
DLG2 2.4283196117776e-38 -0.399394981704314 0.087 0.126 6.43310431552121e-34 0 DLG2
RORA 8.1662647786734e-38 -0.408748435566293 0.088 0.127 2.16340686516616e-33 0 RORA
UBA1 1.48133865398836e-37 -0.36547172431268 0.193 0.236 3.92436236214598e-33 0 UBA1
EIF4G3 3.39284069343533e-37 -0.368833873422443 0.098 0.138 8.98831356504888e-33 0 EIF4G3
ZMYM3 4.26972226791791e-36 -0.371181358014878 0.07 0.105 1.13113482321681e-31 0 ZMYM3
SPARC 6.18646376106067e-36 -0.53178943137472 0.294 0.33 1.63891797958019e-31 0 SPARC
MGP 1.12024659486022e-33 -0.473666492401454 0.234 0.274 2.9677572791037e-29 0 MGP
KIAA1109 2.60503842785998e-32 -0.318947032190044 0.087 0.123 6.90126780308667e-28 0 KIAA1109
NLGN1 1.8653061005432e-31 -0.383179719856253 0.09 0.125 4.94156892155904e-27 0 NLGN1
DPYD 1.3232180443053e-30 -0.325353700788467 0.068 0.1 3.50546924297361e-26 0 DPYD
ZBTB20 5.48675869349373e-30 -0.322461685305024 0.25 0.289 1.45355211308036e-25 0 ZBTB20
PRDX1 6.32003243361721e-29 -0.303914517500766 0.151 0.188 1.67430299231387e-24 0 PRDX1
PPM1L 6.7841274918473e-29 -0.332827222575083 0.096 0.13 1.79725105514019e-24 0 PPM1L
ACSL4 8.10992770325571e-28 -0.298535003700931 0.075 0.106 2.1484820471465e-23 0 ACSL4
MAGI1 1.9995530445755e-27 -0.327421883113639 0.074 0.105 5.29721592568942e-23 0 MAGI1
USP11 2.65518160331308e-27 -0.298464848910229 0.174 0.21 7.03410710349701e-23 0 USP11
EPS8 3.48326042110106e-27 -0.322445867041369 0.089 0.121 9.22785350758094e-23 0 EPS8
NNAT 7.19534041708108e-27 -0.271301098817867 0.403 0.43 1.90618958329312e-22 0 NNAT
HUWE1 8.7932704115408e-27 -0.296667197442119 0.171 0.208 2.32951319742539e-22 0 HUWE1
ADGRL3 1.26109889518038e-26 -0.324942708939693 0.094 0.126 3.34090319311185e-22 0 ADGRL3
ATRX 1.54711701967571e-25 -0.304315544964015 0.175 0.211 4.09862240852489e-21 0 ATRX
LINC02574 4.2539861661866e-25 -0.301546233963559 0.45 0.465 1.12696601514615e-20 0 LINC02574
MIDN 1.09218066888399e-24 -0.31308042409331 0.17 0.204 2.89340502800748e-20 0 MIDN
SYP 1.14379944884219e-24 -0.308906083555873 0.103 0.133 3.03015349987272e-20 0 SYP
CYFIP2 1.20561977490453e-24 -0.305766424629511 0.091 0.121 3.19392790767708e-20 0 CYFIP2
CERS6 9.36103468119865e-24 -0.308720159874568 0.096 0.126 2.47992530774315e-19 0 CERS6
ATN1 1.34899389361287e-22 -0.283979439441259 0.143 0.174 3.57375462295922e-18 0 ATN1
USP9X 3.59062623323299e-22 -0.285056251306374 0.094 0.122 9.51228701708083e-18 0 USP9X
GSN 1.71166225418356e-20 -0.269386281573582 0.276 0.305 4.53453564378309e-16 0 GSN
ANK3 1.20221596824266e-19 -0.272230880897815 0.075 0.1 3.18491054306846e-15 0 ANK3
NRXN3 5.41428909715823e-19 -0.288572487358596 0.106 0.133 1.43435346761916e-14 0 NRXN3
SLC9A7 1.21227061220658e-18 -0.287992870501424 0.11 0.136 3.21154730585766e-14 0 SLC9A7
DST 3.05552561430742e-18 -0.259850090195979 0.161 0.189 8.09469845742322e-14 0 DST
TSPYL2 3.13120192977062e-18 -0.265608314729585 0.132 0.159 8.29518015234833e-14 0 TSPYL2
ITPR2 5.02696334227885e-18 -0.289187979402211 0.117 0.144 1.33174312863651e-13 0 ITPR2
C1orf115 8.83572649579323e-18 -0.265016765694189 0.111 0.136 2.34076066326554e-13 0 C1orf115
TSC22D3 9.52118469223717e-17 -0.268963471854826 0.181 0.207 2.52235224866747e-12 0 TSC22D3
NRXN1 1.19567805322145e-16 -0.271400825993487 0.131 0.157 3.16759029859426e-12 0 NRXN1
MAPK10 5.74188807072938e-16 -0.258121004886076 0.085 0.108 1.52114098769763e-11 0 MAPK10
PGRMC1 2.09880767598584e-15 -0.260238078246083 0.221 0.245 5.56016129522168e-11 0 PGRMC1
PTPRM 5.94703073217642e-15 -0.262217442012206 0.103 0.126 1.57548738156818e-10 0 PTPRM
NDRG4 1.51776563762445e-14 -0.252613823948246 0.08 0.101 4.02086472719468e-10 0 NDRG4
TAGLN 1.67988750737948e-14 -0.343081305621818 0.128 0.15 4.45035798454972e-10 0 TAGLN
CACNB2 1.23716279463609e-12 -0.261452654396003 0.111 0.132 3.27749167554994e-08 0 CACNB2
TMSB10 1.51803273135178e-10 -0.255513916583543 0.239 0.256 4.02157231189714e-06 0 TMSB10
PDE4D.1 0 1.6553790320948 0.525 0.193 0 1 PDE4D
ZFPM2.1 0 1.35224527652059 0.326 0.111 0 1 ZFPM2
MALAT1.1 0 1.29333016934634 0.965 0.732 0 1 MALAT1
ROBO1.1 0 1.20802058286811 0.398 0.176 0 1 ROBO1
NRG1.1 0 1.1200600478378 0.428 0.203 0 1 NRG1
AGBL4.1 0 1.03856833616777 0.233 0.079 0 1 AGBL4
FAM155A.1 0 1.02931692390104 0.293 0.124 0 1 FAM155A
TRPM3 0 0.938389135243674 0.185 0.061 0 1 TRPM3
CDH12.1 0 0.913700317857216 0.322 0.159 0 1 CDH12
MACROD2.1 0 0.907294178721613 0.246 0.106 0 1 MACROD2
RORA.1 0 0.897747896534976 0.215 0.087 0 1 RORA
NLGN1.1 0 0.891128846753761 0.213 0.086 0 1 NLGN1
GRIP1 0 0.885739244032687 0.162 0.054 0 1 GRIP1
ZNF804A 0 0.869456670835757 0.166 0.057 0 1 ZNF804A
RIMS2.1 0 0.857979510980771 0.287 0.138 0 1 RIMS2
CGA.1 0 0.635059260725817 0.755 0.543 0 1 CGA
SPARCL1.1 0 0.601453065155916 0.764 0.559 0 1 SPARCL1
PLD3.1 0 0.554085643153343 0.811 0.646 0 1 PLD3
CHGB.1 0 0.539270775111205 0.956 0.856 0 1 CHGB
MT-ND5.1 0 0.463139039060464 0.967 0.892 0 1 MT-ND5
DBI.1 0 -0.913643089395721 0.34 0.532 0 1 DBI
FSHB.1 0 -1.173091675005 0.639 0.727 0 1 FSHB
RBP4.1 0 -1.43701008432017 0.068 0.232 0 1 RBP4
DCC 1.58220619769699e-295 0.871407987789254 0.165 0.059 4.19158065893887e-291 1 DCC
GPHN 7.58961469765133e-254 0.782709130592756 0.166 0.065 2.01064072570179e-249 1 GPHN
MIR7-3HG.1 1.14511780287442e-253 -0.738578945722884 0.446 0.592 3.03364608337491e-249 1 MIR7-3HG
GRID2.1 2.24449720545685e-253 0.775868135080251 0.187 0.078 5.94612199669629e-249 1 GRID2
PDE7B 2.1386487530635e-245 0.796327113110921 0.184 0.078 5.66570827661582e-241 1 PDE7B
RPS14 1.52174250605018e-243 -0.41092909050361 0.879 0.92 4.03140024702814e-239 1 RPS14
RPS4X 1.29230318626019e-242 -0.443371056958379 0.722 0.821 3.42356960104049e-238 1 RPS4X
ITPR2.1 2.43172058532074e-238 0.76789684452326 0.226 0.109 6.44211417463171e-234 1 ITPR2
SEZ6L.1 2.43562177206238e-237 0.544603061069306 0.544 0.39 6.45244919854764e-233 1 SEZ6L
LSAMP 1.79171854011197e-224 0.694974851926202 0.381 0.242 4.74662075646464e-220 1 LSAMP
SGCZ 1.7977524463533e-224 0.711622382212983 0.11 0.035 4.76260578087917e-220 1 SGCZ
SEMA3E.1 1.86916548918722e-223 0.587487451009103 0.439 0.292 4.95179321395478e-219 1 SEMA3E
ATRNL1 4.10823334141595e-221 0.703066533081798 0.265 0.143 1.08835317680791e-216 1 ATRNL1
RPS28 9.09505403588993e-216 -0.458236350185497 0.654 0.753 2.40946171518796e-211 1 RPS28
UBB.1 3.66453893748543e-208 -0.626503009732509 0.496 0.619 9.70809655318641e-204 1 UBB
MDK.1 1.43443940359272e-204 0.472248302005083 0.602 0.457 3.80011686799784e-200 1 MDK
BEX1 9.93053709898567e-203 -0.525655206628646 0.591 0.706 2.63079788826328e-198 1 BEX1
PLEKHA5 3.77947259166976e-202 0.692563980482331 0.297 0.174 1.00125787898515e-197 1 PLEKHA5
CITED1.1 4.11253740329679e-194 -0.836304469876373 0.225 0.359 1.08949340888139e-189 1 CITED1
PEG10.1 9.06331509642601e-194 -0.637973732972615 0.803 0.841 2.40105343534518e-189 1 PEG10
RPL34 4.94344955834629e-193 -0.376846703619568 0.91 0.93 1.3096186569971e-188 1 RPL34
CNTN1 4.25106521461782e-190 0.564370905907663 0.446 0.312 1.12619219665655e-185 1 CNTN1
MICOS10 3.39095885450408e-187 -0.384297384812302 0.775 0.838 8.98332819735221e-183 1 MICOS10
RAMP1.1 7.40619373710605e-179 0.518148688814864 0.425 0.291 1.96204884483413e-174 1 RAMP1
NBEA 1.48658042814495e-178 0.656497352916064 0.212 0.111 3.93824887024159e-174 1 NBEA
DLG2.1 4.88436396466911e-176 0.675432164761002 0.188 0.094 1.29396570152014e-171 1 DLG2
ELAPOR1.1 8.79820358097398e-173 0.466491745289849 0.564 0.434 2.33082009267163e-168 1 ELAPOR1
FTX.1 1.13815070228686e-170 0.604536195635766 0.3 0.182 3.01518884049834e-166 1 FTX
SPINT2 5.48816883245055e-169 0.332407685471792 0.851 0.778 1.4539256870928e-164 1 SPINT2
RPS18 2.46952652406737e-167 -0.402302405856375 0.711 0.782 6.54226966755926e-163 1 RPS18
NRXN1.1 2.1437190263742e-166 0.63440862395704 0.228 0.127 5.67914044467054e-162 1 NRXN1
GLUL.1 9.34773783365082e-166 -0.693935529512731 0.212 0.338 2.47640270689077e-161 1 GLUL
DLGAP1.1 1.41479485758518e-161 0.650376487681815 0.193 0.1 3.74807453671467e-157 1 DLGAP1
RPL3 6.32676261427621e-160 -0.323174388791506 0.868 0.898 1.67608595177405e-155 1 RPL3
BEX3 9.55935546824143e-160 -0.416303235845275 0.672 0.769 2.53246445064652e-155 1 BEX3
RPL37A 1.1707216349042e-159 -0.315819410984978 0.962 0.961 3.10147575518822e-155 1 RPL37A
RPL35 9.03373473415302e-157 -0.353121103949363 0.767 0.827 2.39321700577182e-152 1 RPL35
CACNB2.1 6.06310405584152e-156 0.614079190697948 0.197 0.105 1.60623752647354e-151 1 CACNB2
ASTN2 5.66589609704219e-152 0.570373149699665 0.28 0.173 1.50100919402842e-147 1 ASTN2
RPS6 3.8124882399167e-150 -0.359777510574625 0.811 0.852 1.01000438451873e-145 1 RPS6
NDUFA1 2.23620290666123e-149 -0.472226616047236 0.475 0.589 5.92414874032693e-145 1 NDUFA1
GPC6 3.96893393551199e-144 0.572007875308334 0.107 0.044 1.05144997819584e-139 1 GPC6
SCG5 1.33235707803115e-142 0.294020135503192 0.862 0.801 3.52968037112013e-138 1 SCG5
RPS24 2.6007247788016e-142 -0.400837741620806 0.666 0.741 6.8898400840012e-138 1 RPS24
RPL36 2.63758688118832e-141 -0.329475764437782 0.765 0.828 6.9874951656441e-137 1 RPL36
TMEM190.1 3.30200138688496e-140 0.513206433128031 0.237 0.141 8.74766207413563e-136 1 TMEM190
RN7SK 4.244096476171e-139 0.503123311709683 0.145 0.071 1.12434603846722e-134 1 RN7SK
RPL26 5.64584746909183e-138 -0.426116567879421 0.647 0.717 1.49569791151181e-133 1 RPL26
TUSC3.1 7.1483411427234e-138 0.463156015384248 0.402 0.287 1.89373853553028e-133 1 TUSC3
RPS19 1.08243679474616e-136 -0.439008350440109 0.58 0.67 2.86759155664152e-132 1 RPS19
NKAIN3 6.07854308802378e-134 0.58231736060463 0.114 0.05 1.61032763487926e-129 1 NKAIN3
TMEM130.1 5.80492742372397e-133 0.37512526221882 0.645 0.538 1.53784137309295e-128 1 TMEM130
ATP8A2 7.9244625409991e-133 0.559742692837103 0.261 0.163 2.09934861636148e-128 1 ATP8A2
ATP1B2.1 5.68806278263637e-132 0.47415035471946 0.379 0.269 1.50688159237603e-127 1 ATP1B2
MAGI1.1 4.36025644899723e-127 0.597875533170103 0.153 0.079 1.15511913846835e-122 1 MAGI1
H1-2.1 1.9004911132693e-125 -0.699859937516367 0.095 0.185 5.03478105727303e-121 1 H1-2
RPL31 7.74649007736656e-125 -0.320199606140037 0.903 0.909 2.05220015129595e-120 1 RPL31
GRIA2 9.02908327169848e-125 0.531717610747048 0.195 0.113 2.39198474033836e-120 1 GRIA2
CHGA 1.07585759549822e-124 0.278166705189987 0.807 0.72 2.85016194199387e-120 1 CHGA
GABRB3 2.03478787812039e-123 0.50825015008614 0.269 0.174 5.39056004671654e-119 1 GABRB3
GPX3.1 5.49908261182759e-123 0.436209027206823 0.431 0.321 1.45681696552537e-118 1 GPX3
NRXN3.1 1.38228608936738e-122 0.544762604561513 0.187 0.106 3.66195230795206e-118 1 NRXN3
EDIL3.1 5.07549051789557e-121 0.492657142735941 0.239 0.149 1.34459894800089e-116 1 EDIL3
PCLO 3.57140168905334e-120 0.543716171012339 0.158 0.084 9.4613573546401e-116 1 PCLO
FKBP5 1.43267466071237e-117 0.407599935648767 0.535 0.428 3.7954417111592e-113 1 FKBP5
UNC13C 1.62682074194425e-117 0.547712326460076 0.128 0.064 4.3097735095587e-113 1 UNC13C
LY6H.1 6.79557512472693e-117 0.427988377721382 0.404 0.297 1.80028376204266e-112 1 LY6H
SERPINI1.1 8.62489484368976e-117 0.484398799654308 0.281 0.187 2.28490714199029e-112 1 SERPINI1
ZBTB20.1 2.24499226172394e-115 0.48824893231446 0.357 0.255 5.94743349975906e-111 1 ZBTB20
RPL32 3.33931250454121e-114 -0.355789541185026 0.745 0.788 8.84650668703059e-110 1 RPL32
LGALS3BP.1 1.35021774616835e-113 0.400930240876917 0.434 0.328 3.57699685314918e-109 1 LGALS3BP
OOEP 1.98468492855655e-113 -0.361207479723467 0.575 0.659 5.25782731273201e-109 1 OOEP
CNTNAP2 2.21828607936226e-113 0.533553845029345 0.141 0.073 5.87668348144649e-109 1 CNTNAP2
IMMP2L 8.26491471211875e-113 0.519976430033525 0.103 0.047 2.1895412055345e-108 1 IMMP2L
SPOCK1 9.42362309282234e-113 0.489663028894754 0.29 0.195 2.4965062297505e-108 1 SPOCK1
MBD5 1.20503145739681e-112 0.560835572356517 0.126 0.063 3.19236933693564e-108 1 MBD5
ADCY2 1.76576184426971e-111 0.507734288584941 0.103 0.047 4.67785627783932e-107 1 ADCY2
RPL35A 5.55794015439317e-110 -0.330796335031463 0.711 0.769 1.47240950570184e-105 1 RPL35A
UNC5D 1.57312733853548e-109 0.522740235431448 0.292 0.198 4.1675289452482e-105 1 UNC5D
RPL11 3.06537058960034e-109 -0.323985836166876 0.817 0.844 8.12077976596922e-105 1 RPL11
DPYD.1 1.83885073631411e-108 0.513783280002269 0.143 0.076 4.87148337064335e-104 1 DPYD
EPCAM.1 7.07330138296975e-108 0.369687988309449 0.539 0.434 1.87385900237635e-103 1 EPCAM
COX17 8.47236104358676e-108 -0.500090569060323 0.262 0.365 2.244497887667e-103 1 COX17
