p_val avg_log2FC pct.1 pct.2 p_val_adj cluster gene
KIZ-AS1 0 0.916234019366904 0.519 0.259 0 0 KIZ-AS1
RPLP0 0 0.908368396411618 0.645 0.353 0 0 RPLP0
SNHG8 0 0.89578694782971 0.306 0.116 0 0 SNHG8
RPL7 0 0.893243408586031 0.835 0.58 0 0 RPL7
CHGB 0 0.892155988292583 0.936 0.733 0 0 CHGB
RPS21 0 0.887326619288187 0.697 0.413 0 0 RPS21
ZFAS1 0 0.886420538128856 0.336 0.148 0 0 ZFAS1
RPL13A 0 0.876717841864617 0.846 0.602 0 0 RPL13A
GPX3 0 0.868234041570511 0.409 0.188 0 0 GPX3
RPS27A 0 0.859756377704744 0.866 0.624 0 0 RPS27A
MT-ND5 0 0.854241233715341 0.955 0.791 0 0 MT-ND5
RPL37A 0 0.838285459934617 0.982 0.907 0 0 RPL37A
RPLP0P2 0 0.833170277621732 0.522 0.268 0 0 RPLP0P2
RPL30 0 0.829982433594535 0.834 0.586 0 0 RPL30
COX7A1 0 0.826396950769823 0.669 0.404 0 0 COX7A1
RBFOX2 0 0.810139234521137 0.812 0.571 0 0 RBFOX2
RPL13AP25 0 0.809073195870301 0.425 0.21 0 0 RPL13AP25
MDGA2 0 0.802120656390989 0.541 0.3 0 0 MDGA2
RPL31 0 0.794618209069885 0.947 0.807 0 0 RPL31
RPS27AP5 0 0.79021084420083 0.454 0.232 0 0 RPS27AP5
RPS8 0 0.785311870803047 0.919 0.751 0 0 RPS8
RPL26 0 0.781103900999175 0.763 0.539 0 0 RPL26
RPL12 0 0.778543816935891 0.67 0.42 0 0 RPL12
RPL34 0 0.761304851454183 0.955 0.848 0 0 RPL34
RPSA 0 0.757975642732893 0.44 0.226 0 0 RPSA
RPS3A 0 0.757475930525622 0.684 0.446 0 0 RPS3A
ALDOA 0 0.741855016844413 0.829 0.622 0 0 ALDOA
RPL32 0 0.740645099742037 0.835 0.63 0 0 RPL32
RPL11 0 0.730891002534573 0.883 0.72 0 0 RPL11
RPL27A 0 0.730847540815999 0.773 0.552 0 0 RPL27A
RPS25 0 0.729244594452546 0.604 0.369 0 0 RPS25
RPL18A 0 0.722917955436781 0.437 0.237 0 0 RPL18A
RPL9 0 0.702178757106341 0.854 0.659 0 0 RPL9
NBEAL1 0 0.701780826095525 0.517 0.305 0 0 NBEAL1
ATP5MC2 0 0.700720844480198 0.523 0.307 0 0 ATP5MC2
H3-3B 0 0.699427915932555 0.692 0.465 0 0 H3-3B
NME1-NME2 0 0.696857375793917 0.489 0.275 0 0 NME1-NME2
RPS13 0 0.678814232325713 0.62 0.402 0 0 RPS13
RPLP1 0 0.673860744553666 0.897 0.721 0 0 RPLP1
TXNRD1 0 0.672615756202621 0.678 0.458 0 0 TXNRD1
RPS17 0 0.666621673983463 0.778 0.575 0 0 RPS17
RPS20 0 0.66330624900404 0.754 0.547 0 0 RPS20
RPS7 0 0.661125689299719 0.659 0.453 0 0 RPS7
RPS7P1 0 0.660323761094374 0.608 0.407 0 0 RPS7P1
RPS16 0 0.652832634580729 0.665 0.454 0 0 RPS16
RPS6 0 0.646447848100806 0.885 0.731 0 0 RPS6
MT-ND4L 0 0.645968651216724 0.781 0.565 0 0 MT-ND4L
ELAPOR1 0 0.645350448527741 0.521 0.319 0 0 ELAPOR1
RPLP2 0 0.645213631350019 0.889 0.729 0 0 RPLP2
PCNX2 0 0.637742536639199 0.632 0.429 0 0 PCNX2
FKBP5 0 0.635139923754056 0.511 0.302 0 0 FKBP5
CIRBP 0 0.63289546156396 0.804 0.594 0 0 CIRBP
RBP1 0 0.632032001526296 0.576 0.364 0 0 RBP1
RPL23A 0 0.627232414791153 0.568 0.363 0 0 RPL23A
RPL37 0 0.608676998106223 0.68 0.49 0 0 RPL37
RPS14 0 0.576415379275399 0.934 0.849 0 0 RPS14
RPS11 0 0.56704286482891 0.742 0.554 0 0 RPS11
RPS24 0 0.558070112742676 0.771 0.602 0 0 RPS24
RPL7A 0 0.557517847084277 0.796 0.622 0 0 RPL7A
RPS15 0 0.556615156817247 0.824 0.663 0 0 RPS15
RPL13 0 0.555134255618246 0.725 0.54 0 0 RPL13
RPL24 0 0.544219287234212 0.819 0.666 0 0 RPL24
EEF1A1 0 0.542673566802794 0.931 0.812 0 0 EEF1A1
STEAP1B 0 0.525353897720225 0.855 0.689 0 0 STEAP1B
APOO 0 0.519964213464956 0.767 0.594 0 0 APOO
FAU 0 0.519425036552088 0.76 0.594 0 0 FAU
RPL3 0 0.506099696864575 0.919 0.817 0 0 RPL3
ACTG1 0 0.489371976777948 0.87 0.725 0 0 ACTG1
MICOS10 0 0.484385771014704 0.857 0.737 0 0 MICOS10
MT-ND1 0 -0.445959519949147 0.968 0.979 0 0 MT-ND1
MT-ATP6 0 -0.456577193167572 1 1 0 0 MT-ATP6
MT-RNR1 0 -0.495458707121447 0.98 0.991 0 0 MT-RNR1
PSAP 0 -0.573541203170073 0.78 0.861 0 0 PSAP
IDS 0 -0.648060851037177 0.511 0.621 0 0 IDS
PITX1 0 -0.692120615707441 0.537 0.664 0 0 PITX1
NDUFA1 0 -0.693094879243646 0.527 0.655 0 0 NDUFA1
NLRP1 0 -0.724917040688932 0.593 0.727 0 0 NLRP1
MT-CYB 0 -0.726171813740448 0.999 1 0 0 MT-CYB
DBI 0 -0.747475801939559 0.441 0.604 0 0 DBI
GNAS 0 -0.757976784973501 0.999 0.999 0 0 GNAS
HLA-B 0 -0.775449879990651 0.432 0.584 0 0 HLA-B
HSP90AA1 0 -0.779821598180888 0.542 0.688 0 0 HSP90AA1
NR5A1 0 -0.791153774380425 0.044 0.138 0 0 NR5A1
BEX1 0 -0.827728955033106 0.64 0.779 0 0 BEX1
LINC02574 0 -0.839337839603813 0.423 0.559 0 0 LINC02574
C2orf80 0 -0.871816726927518 0.049 0.147 0 0 C2orf80
NNAT 0 -0.897859086942198 0.373 0.552 0 0 NNAT
FAM107A 0 -0.915604636550424 0.242 0.409 0 0 FAM107A
SMIM10L2A 0 -0.919245321787454 0.056 0.163 0 0 SMIM10L2A
PAK3 0 -0.920533582969709 0.203 0.351 0 0 PAK3
PTN 0 -0.922980054650739 0.101 0.228 0 0 PTN
FUNDC1 0 -0.933696528310521 0.058 0.167 0 0 FUNDC1
TCEAL3 0 -0.93804731660358 0.203 0.362 0 0 TCEAL3
IFI44 0 -0.939743111333055 0.103 0.231 0 0 IFI44
KCNK1 0 -0.993066095350187 0.031 0.143 0 0 KCNK1
IGSF1 0 -1.01201149951628 0.387 0.604 0 0 IGSF1
ADRA2A 0 -1.05273245999845 0.09 0.235 0 0 ADRA2A
MEIS2 0 -1.0605101998726 0.02 0.13 0 0 MEIS2
TSPAN33 0 -1.13624763789158 0.147 0.339 0 0 TSPAN33
NECAB1 0 -1.14298309772655 0.166 0.356 0 0 NECAB1
UBB 0 -1.14736327212877 0.527 0.756 0 0 UBB
XIST 0 -1.16291621660757 0.008 0.126 0 0 XIST
ITM2C 0 -1.16452629702718 0.168 0.376 0 0 ITM2C
GDI1 0 -1.1737277869071 0.283 0.515 0 0 GDI1
BRINP3 0 -1.22844305401756 0.007 0.134 0 0 BRINP3
GLUL 0 -1.24227994486506 0.239 0.489 0 0 GLUL
MIR7-3HG 0 -1.272300814071 0.488 0.739 0 0 MIR7-3HG
CCND2 0 -1.27521214967753 0.052 0.229 0 0 CCND2
DIO2 0 -1.27908416659341 0.064 0.25 0 0 DIO2
H1-2 0 -1.30612904903572 0.108 0.309 0 0 H1-2
FXYD6 0 -1.32954371122547 0.092 0.313 0 0 FXYD6
PCSK1N 0 -1.40003574139951 0.768 0.935 0 0 PCSK1N
MKX 0 -1.41122463113912 0.018 0.181 0 0 MKX
TSPAN7 0 -1.4562684216755 0.132 0.383 0 0 TSPAN7
PEG10 0 -1.52113523940099 0.789 0.945 0 0 PEG10
CITED1 0 -1.5684756529995 0.243 0.547 0 0 CITED1
FSHB 0 -2.30009781290449 0.625 0.917 0 0 FSHB
RBP4 0 -2.50365404040428 0.071 0.512 0 0 RBP4
SLC22A17 1.77689046497527e-306 -0.479841506321677 0.749 0.817 4.70733821981248e-302 0 SLC22A17
RPL8 3.22591635026208e-304 0.497779474128557 0.782 0.627 8.54609759511431e-300 0 RPL8
UBA1 4.65228596584079e-303 -0.811950659093783 0.187 0.322 1.23248359807054e-298 0 UBA1
BNIP3 2.13497438184281e-302 0.871560657726227 0.213 0.07 5.65597413237796e-298 0 BNIP3
RPL35 3.93674977203878e-302 0.452255023388387 0.847 0.726 1.04292374960851e-297 0 RPL35
PNMT 8.88795599856337e-302 0.835947592455467 0.175 0.045 2.35459730313941e-297 0 PNMT
LGALS2 2.2859541784254e-301 0.87758382511074 0.178 0.047 6.05594980948458e-297 0 LGALS2
HTRA1 6.01339710427728e-301 -0.848287614727771 0.077 0.187 1.59306916086514e-296 0 HTRA1
AMIGO2 6.14695531218168e-294 0.806681434790585 0.231 0.084 1.62845140130317e-289 0 AMIGO2
IDH1 2.8431962214759e-288 0.548365654104315 0.637 0.443 7.53219542993395e-284 0 IDH1
LDHA 1.65886362850865e-287 0.772871873834236 0.302 0.138 4.39466152464511e-283 0 LDHA
TPT1 6.1109272369378e-287 0.400971212484598 0.879 0.769 1.61890684360956e-282 0 TPT1
BEX3 1.80727875905999e-286 -0.502559052849533 0.726 0.797 4.78784288850174e-282 0 BEX3
TMEM9 8.55186256881833e-286 0.758660655948775 0.297 0.135 2.26555943173135e-281 0 TMEM9
PEBP4 1.09669648357596e-282 -0.802169105503763 0.05 0.142 2.90536832428944e-278 0 PEBP4
VGF 5.54251562025609e-279 0.814938854801983 0.174 0.049 1.46832323811824e-274 0 VGF
HLA-C 2.02269357782005e-272 0.668734645754708 0.42 0.24 5.35851982636086e-268 0 HLA-C
RPL15 6.49127760930845e-272 0.444289243641121 0.795 0.65 1.71966926425799e-267 0 RPL15
DGKK 1.3071551797973e-271 -0.796675946765418 0.037 0.119 3.462915502319e-267 0 DGKK
LGALS3BP 2.08575379020707e-266 0.621533898318899 0.403 0.223 5.52557894101658e-262 0 LGALS3BP
MIDN 5.16123806791653e-260 -0.798145893302644 0.161 0.283 1.36731518895245e-255 0 MIDN
SEC11C 5.18787036229958e-260 0.609616366469147 0.462 0.279 1.37437061638041e-255 0 SEC11C
TOMM7 9.15638012031997e-258 0.584802635342276 0.531 0.345 2.42570822147517e-253 0 TOMM7
UQCR11 1.99310569798055e-257 0.537386165884352 0.615 0.432 5.28013561509006e-253 0 UQCR11
BMP5 1.26806434639728e-256 0.792701696708282 0.135 0.029 3.35935606647568e-252 0 BMP5
BNIP3P1 5.0873101936208e-256 0.772496867670119 0.172 0.052 1.34773021649402e-251 0 BNIP3P1
RPL38 6.8461008962219e-252 0.518817160428218 0.653 0.478 1.81366904942711e-247 0 RPL38
ATRNL1 3.0853140063737e-251 0.75721254558744 0.208 0.078 8.17361386568522e-247 0 ATRNL1
FTL 1.64592717435255e-250 0.437678766489389 0.731 0.564 4.36039027029478e-246 0 FTL
FKBP2 2.11838917451087e-243 0.482847054470364 0.682 0.51 5.6120366011142e-239 0 FKBP2
PITX2 8.39510870466033e-243 0.743993569811316 0.159 0.047 2.22403219803862e-238 0 PITX2
ENO2 1.37579262176854e-242 -0.661709104857719 0.321 0.442 3.64474981358921e-238 0 ENO2
ASTN2 1.84339397027536e-239 0.725189317755407 0.236 0.1 4.88351930605349e-235 0 ASTN2
LY6H 2.08180526530162e-239 0.627009434940208 0.368 0.203 5.51511850883705e-235 0 LY6H
RPL21P75 2.8008394909336e-239 0.663098507072346 0.203 0.076 7.4199839793813e-235 0 RPL21P75
SNRPN 2.89054698770474e-238 -0.477634377157546 0.649 0.727 7.65763707982739e-234 0 SNRPN
ZMYM3 7.34366012128613e-238 -0.798260131141967 0.07 0.162 1.94548243933112e-233 0 ZMYM3
MIF 5.48891073762201e-231 0.383777100461373 0.835 0.72 1.45412223261082e-226 0 MIF
RPL35A 2.41108811999262e-225 0.433427886109098 0.793 0.66 6.38745464748444e-221 0 RPL35A
RPL6P27 7.30508202456934e-225 0.533264594234373 0.524 0.348 1.93526232994891e-220 0 RPL6P27
HMGN3 5.95971333848723e-223 0.639143044420441 0.324 0.173 1.57884725763204e-218 0 HMGN3
RPS19 6.89584409716757e-221 0.474310781380825 0.692 0.539 1.82684701822163e-216 0 RPS19
RPS18 1.32341422307013e-220 0.414719307043901 0.801 0.674 3.50598895975738e-216 0 RPS18
DKK3 2.63753586624402e-218 -0.679040196072514 0.033 0.102 6.98736001685365e-214 0 DKK3
ATN1 3.59094171973263e-218 -0.732255894199802 0.136 0.241 9.51312280391569e-214 0 ATN1
VKORC1 7.40974461366133e-218 0.641439917503696 0.283 0.142 1.96298954305116e-213 0 VKORC1
MAP1B 8.64374255384257e-218 -0.624229412254234 0.38 0.49 2.28990027736397e-213 0 MAP1B
SYTL4 2.23148996889347e-216 -0.698333526148116 0.106 0.207 5.91166322559257e-212 0 SYTL4
RPL6 6.07351842434799e-216 0.516238929860312 0.541 0.369 1.60899650097827e-211 0 RPL6
SYP 2.16771697220103e-214 -0.739609522401264 0.098 0.194 5.74271580275498e-210 0 SYP
EPCAM 3.20411823323084e-212 0.521255332830495 0.506 0.335 8.48835002347515e-208 0 EPCAM
ELL2 2.89483775223867e-211 -0.71471108808263 0.043 0.116 7.66900417323068e-207 0 ELL2
RPL41 4.31848987548215e-211 0.594365166221574 0.293 0.15 1.14405433781273e-206 0 RPL41
PCOLCE2 2.58705319118791e-210 0.635699725670711 0.268 0.132 6.853621314095e-206 0 PCOLCE2
ZNF804A 7.06643834063182e-206 0.756552725902636 0.106 0.022 1.87204084520018e-201 0 ZNF804A
MAGED2 4.51059828639985e-205 -0.509825136916241 0.57 0.648 1.19494769803305e-200 0 MAGED2
TBC1D3P1-DHX40P1 9.05657834585069e-205 0.567954635986027 0.307 0.162 2.39926873538277e-200 0 TBC1D3P1-DHX40P1
DDX3Y 1.54915010543928e-201 0.673863200932259 0.11 0.025 4.10400845932974e-197 0 DDX3Y
GRIA2 1.59669268231001e-200 0.695460650744924 0.161 0.058 4.22995825397567e-196 0 GRIA2
GABRB3 5.0336689412039e-200 0.614615414631362 0.231 0.107 1.33351957590374e-195 0 GABRB3
TMEM255A 6.62068248567224e-200 -0.699200512185264 0.053 0.13 1.75395120410429e-195 0 TMEM255A
RPS27AP16 3.79155841912758e-195 0.581207485316042 0.252 0.123 1.00445965639528e-190 0 RPS27AP16
MT1E 4.00820347746846e-195 0.665653506560922 0.164 0.061 1.06185326525094e-190 0 MT1E
MT-ND2 4.41192729324425e-195 -0.276086856167153 0.953 0.965 1.16880777852627e-190 0 MT-ND2
RPL10 1.03831422973934e-194 0.450809539701771 0.655 0.501 2.75070205742547e-190 0 RPL10
TNNT1 2.00830360505442e-191 0.669250369894825 0.128 0.038 5.32039791051018e-187 0 TNNT1
UQCRB 6.88866415281487e-191 0.417242547494462 0.701 0.554 1.82494490736372e-186 0 UQCRB
PCDH10 1.5417138190511e-190 -0.683525392544936 0.058 0.134 4.08430824943018e-186 0 PCDH10
MUC5B 1.74223164212385e-190 0.64839133389897 0.111 0.028 4.6155200663145e-186 0 MUC5B
RPL23 8.45581043168598e-190 0.428786151041059 0.693 0.546 2.24011329956225e-185 0 RPL23
SDC2 4.52352640069936e-189 0.518808595961182 0.402 0.246 1.19837261407328e-184 0 SDC2
TCEAL4 5.08556874735622e-189 -0.626433200383642 0.321 0.425 1.34726887254961e-184 0 TCEAL4
COL1A1 2.41744023543292e-188 0.664004818718516 0.188 0.079 6.40428267170889e-184 0 COL1A1
CALM2 2.19882196428559e-187 0.290451232074845 0.915 0.844 5.82511914778539e-183 0 CALM2
RPS15P4 6.04586359453329e-186 0.489896818950749 0.501 0.339 1.60167018346376e-181 0 RPS15P4
CASK 1.76998417676948e-185 -0.720236389787885 0.126 0.221 4.6890420810977e-181 0 CASK
RPL22 2.95752661194132e-185 0.51668621711532 0.392 0.24 7.83507950035494e-181 0 RPL22
GRP 5.83697126432191e-185 0.640937192782791 0.104 0.024 1.54633042734416e-180 0 GRP
EEF1G 2.26744784767502e-184 0.432003021558125 0.638 0.48 6.00692283806066e-180 0 EEF1G
HINT1 3.81321655431442e-184 0.454585053516863 0.587 0.428 1.01019732956898e-179 0 HINT1
PFDN5 4.14866282885666e-184 0.46869862006811 0.569 0.411 1.09906375662071e-179 0 PFDN5
ARL2 1.68686833858203e-183 0.617573183058632 0.229 0.111 4.46885160257152e-179 0 ARL2
CTSB 5.09805321546981e-183 0.499305457852101 0.426 0.271 1.35057625784226e-178 0 CTSB
FGFR1 6.00893499094353e-183 0.57760700167157 0.285 0.154 1.59188705780076e-178 0 FGFR1
ABHD14A 8.31601236394856e-183 0.568450875478616 0.264 0.136 2.20307799545725e-178 0 ABHD14A
MT2A 1.28807366972087e-182 0.545066546672994 0.288 0.155 3.41236476582454e-178 0 MT2A
CUTA 1.56714001668251e-182 0.411721594467318 0.655 0.494 4.1516673321953e-178 0 CUTA
NDRG4 2.03874576077312e-182 -0.709004750010006 0.073 0.153 5.40104526944015e-178 0 NDRG4
LSAMP 4.29755768111226e-179 0.57436296201431 0.313 0.177 1.13850898088026e-174 0 LSAMP
RPL5 4.19477614775968e-176 0.354178440679032 0.817 0.713 1.1112800970645e-171 0 RPL5
KCNA5 4.76482091560696e-176 0.591736223713222 0.252 0.13 1.2622963569626e-171 0 KCNA5
RPL19 8.71665496688054e-176 0.420936102288558 0.645 0.491 2.30921623382599e-171 0 RPL19
CHCHD3 2.41113891779673e-175 0.384787616822574 0.719 0.578 6.38758922102708e-171 0 CHCHD3
CNTN1 7.04368039699734e-175 0.513271985217316 0.384 0.238 1.86601181077254e-170 0 CNTN1
DYNLL1 1.5178840435323e-174 -0.59489103193809 0.384 0.477 4.02117840812577e-170 0 DYNLL1
IFI27L2 1.94985685676634e-174 0.540931254378238 0.321 0.186 5.16556078494538e-170 0 IFI27L2
PRDX1 1.10403944542857e-173 -0.642154809348918 0.151 0.248 2.92482129882938e-169 0 PRDX1
TUSC3 6.0443478161012e-173 0.512216801291455 0.353 0.212 1.60126862344153e-168 0 TUSC3
CD99 1.17901889864817e-172 0.581556368933039 0.144 0.052 3.12345686629872e-168 0 CD99
CD164 5.15813194368192e-172 0.553711602460993 0.328 0.193 1.36649231452021e-167 0 CD164
UBC 9.67238639401631e-172 0.360222993764526 0.73 0.582 2.5624086035028e-167 0 UBC
LAPTM4A 1.61936104698749e-170 0.526323765112948 0.334 0.198 4.29001128567925e-166 0 LAPTM4A
SERPINF1 8.80239716509762e-170 0.536163944381511 0.289 0.161 2.33193105697766e-165 0 SERPINF1
C1orf115 1.1645615805815e-169 -0.678282930286233 0.105 0.191 3.0851565392765e-165 0 C1orf115
EIF1 4.8490124245297e-169 0.373284872438487 0.753 0.627 1.28460037150641e-164 0 EIF1
FOLR1 7.61190749223511e-169 0.621734066480356 0.124 0.04 2.01654653284293e-164 0 FOLR1
CYFIP2 1.29295793861464e-167 -0.678105656939277 0.09 0.172 3.42530417097791e-163 0 CYFIP2
TMEM130 3.11825835132731e-167 0.422892557242535 0.607 0.45 8.26089002433632e-163 0 TMEM130
P4HA1 3.69839260009389e-167 0.605567248955483 0.133 0.046 9.79778167616874e-163 0 P4HA1
MT3 6.15143415315327e-167 0.583655966425165 0.203 0.095 1.62963793585336e-162 0 MT3
GAS5 6.81204916096196e-167 0.603526622931203 0.211 0.102 1.80464806372204e-162 0 GAS5
PRLHR 8.11731739216422e-166 0.603869787454033 0.119 0.037 2.15043972353215e-161 0 PRLHR
ROBO1 8.0556506808673e-165 0.661394304201963 0.261 0.143 2.13410297837537e-160 0 ROBO1
PGRMC1 1.29077328306535e-164 -0.678267292689222 0.212 0.308 3.41951658149672e-160 0 PGRMC1
USP11 1.18588987298111e-163 -0.632481512238821 0.174 0.268 3.14165945150155e-159 0 USP11
SLC9A3R1 5.13380190051506e-163 0.59276121464942 0.155 0.063 1.36004679948445e-158 0 SLC9A3R1
CRYGD 4.39373802455257e-162 0.528863355118623 0.329 0.197 1.16398907746447e-157 0 CRYGD
KIF22 5.48425554019165e-162 -0.5896668663826 0.259 0.357 1.45288897770757e-157 0 KIF22
FAIM2 2.89316444262714e-158 0.554293047022496 0.196 0.092 7.66457124140781e-154 0 FAIM2
RPL14 8.23057868130613e-156 0.443692764008047 0.491 0.342 2.18044490425162e-151 0 RPL14
LDOC1 8.66131482149176e-154 -0.599462762676083 0.243 0.336 2.2945555225096e-149 0 LDOC1
PHPT1 1.62196766551812e-153 0.434665586750359 0.483 0.335 4.2969167394906e-149 0 PHPT1
MAP3K4 2.07093261518957e-153 0.601579738351788 0.14 0.055 5.48631468416021e-149 0 MAP3K4
HNRNPA1 3.8293502001904e-153 0.420676267118366 0.507 0.356 1.01447145503444e-148 0 HNRNPA1
CLU 3.5469138043544e-152 -0.284794299730575 0.857 0.888 9.39648405049568e-148 0 CLU
NAP1L1 3.81886360312844e-151 0.406390846035195 0.551 0.4 1.01169334574079e-146 0 NAP1L1
CPLX2 4.12812062965179e-151 0.517065433945319 0.25 0.136 1.09362171720735e-146 0 CPLX2
PABPC1 3.21034469442459e-150 0.487970471749187 0.27 0.151 8.50484516446962e-146 0 PABPC1
LAPTM4B 6.22982444831373e-150 0.558652817676412 0.146 0.059 1.65040509284727e-145 0 LAPTM4B
TMED10 1.37130847989247e-149 0.483662829743091 0.332 0.203 3.63287042493114e-145 0 TMED10
SNHG29 2.12679426434915e-149 0.494420657979758 0.286 0.164 5.63430336511378e-145 0 SNHG29
RPL13AP5 2.89100873296104e-149 0.523016512276704 0.17 0.076 7.65886033536038e-145 0 RPL13AP5
A1BG 8.32264276345416e-148 0.511624903197385 0.207 0.103 2.20483452089428e-143 0 A1BG
ZFPM2 7.79041972579498e-147 0.694628423266979 0.188 0.093 2.06383799375761e-142 0 ZFPM2
OGFRL1 2.07899742621407e-145 -0.597155714943844 0.062 0.129 5.50767998152632e-141 0 OGFRL1
COL1A2 2.2410832921919e-145 0.472001653294507 0.256 0.141 5.93707785767478e-141 0 COL1A2
H2AC6 9.56025591879709e-145 -0.622068135567378 0.09 0.166 2.53270299800772e-140 0 H2AC6
CDC42EP4 5.75132021248026e-143 0.537548758391386 0.184 0.089 1.52363975069027e-138 0 CDC42EP4
PLEKHA5 6.98835746257478e-143 0.534742436179554 0.233 0.126 1.85135565898531e-138 0 PLEKHA5
CNN3 3.54100698066176e-142 -0.576721191170044 0.07 0.139 9.38083569316912e-138 0 CNN3
SMIM22 1.82390377601352e-141 0.552675984248004 0.137 0.055 4.83188588341502e-137 0 SMIM22
NPM1 3.05497869596659e-141 0.462293113833195 0.357 0.227 8.09324956135469e-137 0 NPM1
TUBA1A 1.76616220387384e-140 0.414838790586318 0.455 0.313 4.67891691050259e-136 0 TUBA1A
GABARAPL2 1.2784290802914e-139 0.402966896690909 0.507 0.362 3.38681431950797e-135 0 GABARAPL2
RPS10 1.48224058811475e-139 0.341929812188524 0.703 0.575 3.92675176603359e-135 0 RPS10
MORF4L2 4.17765859014707e-139 -0.60228177782479 0.266 0.354 1.10674531370176e-134 0 MORF4L2
CTSL 7.53016745132664e-139 0.503736101587639 0.284 0.169 1.99489196120545e-134 0 CTSL
SMDT1 1.13346427036888e-137 0.462225864852922 0.347 0.221 3.00277354506124e-133 0 SMDT1
RPL4 5.63731844230728e-137 0.38206801407944 0.588 0.445 1.49343840173604e-132 0 RPL4
FGF13 1.22781528711581e-136 0.536407592324384 0.142 0.06 3.25272825862721e-132 0 FGF13
UBA52 1.62423548921673e-136 0.374096174879338 0.552 0.408 4.30292465803296e-132 0 UBA52
TAGLN3 1.65584768728078e-136 -0.617134700632466 0.159 0.243 4.38667169314423e-132 0 TAGLN3
RACK1 2.39147954911322e-136 0.364404953248471 0.611 0.468 6.33550762151074e-132 0 RACK1
MT-ATP8 1.0097086914844e-135 0.495991377871999 0.282 0.167 2.67492026548046e-131 0 MT-ATP8
TXNIP 1.58844466998796e-135 0.490864475346079 0.195 0.099 4.2081076197321e-131 0 TXNIP
CTSF 2.44500823569636e-134 0.510336567750896 0.181 0.088 6.47731581800681e-130 0 CTSF
KTN1 1.12030524660209e-133 0.433966471795765 0.353 0.226 2.96791265929825e-129 0 KTN1
DPP7 5.19208124259706e-132 0.46958596486274 0.277 0.164 1.37548616278881e-127 0 DPP7
GSTM3 1.5412536803456e-131 -0.619470391812718 0.134 0.213 4.08308924997156e-127 0 GSTM3
TCEAL2 2.22158652099485e-131 -0.562850668746534 0.293 0.376 5.88542701141956e-127 0 TCEAL2
PRDX4 2.63530153994122e-131 0.501315257602949 0.226 0.125 6.98144083961227e-127 0 PRDX4
SLC32A1 5.25957742019982e-131 -0.592821133505417 0.149 0.23 1.39336725015934e-126 0 SLC32A1
ATP2B1 2.45035625026108e-130 0.478658539851849 0.249 0.142 6.49148377819164e-126 0 ATP2B1
RPL36AL 3.2784072821359e-130 0.463352801667111 0.353 0.231 8.68515657183444e-126 0 RPL36AL
CD46 6.97127199736163e-130 0.486698404044379 0.215 0.116 1.84682937754104e-125 0 CD46
SNHG6 5.10006227265988e-129 0.468743937925889 0.288 0.175 1.35110849727306e-124 0 SNHG6
RPS9 1.11814123317619e-128 0.338240410874244 0.636 0.499 2.96217975493036e-124 0 RPS9
CHID1 1.47802886061107e-128 0.455523933127503 0.259 0.15 3.91559405753084e-124 0 CHID1
GLCE 1.60794345144673e-128 0.488507020502277 0.112 0.041 4.25976379157268e-124 0 GLCE
TSPAN1 1.77615779428117e-128 0.488405883383281 0.208 0.111 4.70539722860967e-124 0 TSPAN1
