p_val avg_log2FC pct.1 pct.2 p_val_adj cluster gene
PCOLCE2 9.88282410160439e-111 0.415853743894713 0.3 0.204 2.61815776099703e-106 0 PCOLCE2
LY6H 1.30167584267805e-110 0.393895589773086 0.401 0.294 3.44839964242269e-106 0 LY6H
LAMP5 2.46224658419609e-107 0.414181377209175 0.262 0.173 6.52298365085228e-103 0 LAMP5
CCND2 3.40114112908732e-103 -0.595645625758313 0.054 0.118 9.01030307917812e-99 0 CCND2
CITED1 1.12082572756225e-101 -0.640947340376956 0.268 0.349 2.96929151745792e-97 0 CITED1
GRP 1.69558586534082e-101 0.405422384451658 0.125 0.066 4.49194607446091e-97 0 GRP
EPCAM 3.95436773375313e-101 0.329900200057524 0.536 0.43 1.04759110002588e-96 0 EPCAM
AMIGO2 1.29588271444302e-100 0.40846913540831 0.252 0.167 3.43305248710245e-96 0 AMIGO2
SEZ6L 1.01409249132247e-99 0.32793093550245 0.505 0.397 2.68653382801149e-95 0 SEZ6L
PART1 2.95367179590444e-98 0.433595982436615 0.191 0.118 7.82486732171003e-94 0 PART1
LGALS3BP 3.96753020014532e-97 0.340400014611895 0.429 0.325 1.0510781006225e-92 0 LGALS3BP
ATP1B2 3.35448340567798e-96 0.364643314598596 0.366 0.269 8.8866974383221e-92 0 ATP1B2
FXYD6 3.76640682107215e-95 -0.577552506403648 0.101 0.173 9.97796495038433e-91 0 FXYD6
SERPINI1 4.14130745945943e-93 0.409373827035076 0.271 0.187 1.09711517215999e-88 0 SERPINI1
TSPAN7 8.02949535076407e-93 -0.613953870801869 0.147 0.222 2.12717390832442e-88 0 TSPAN7
FOLR1 2.11073805306888e-90 0.391551833374284 0.146 0.084 5.59176725019006e-86 0 FOLR1
ABHD14A 2.17219768385978e-88 0.361921167597407 0.291 0.205 5.75458610408132e-84 0 ABHD14A
ITM2C 4.01755783654524e-87 -0.525142697282789 0.171 0.246 1.06433142205756e-82 0 ITM2C
MT-ND6 7.75740714831461e-86 0.299666408614438 0.503 0.4 2.05509230173151e-81 0 MT-ND6
ADRA2A 2.58455630720907e-82 -0.528765715990864 0.084 0.147 6.84700656905828e-78 0 ADRA2A
TUSC3 1.22098808571754e-81 0.339586452032944 0.382 0.289 3.23464163668291e-77 0 TUSC3
PEG10 3.18498355328108e-81 -0.505988359384213 0.846 0.827 8.43765842935225e-77 0 PEG10
RIMS2 2.81950421175291e-79 -0.559204568556585 0.123 0.191 7.46943055777581e-75 0 RIMS2
CDH12 5.91587649176763e-78 -0.549863969686307 0.146 0.216 1.56723400019908e-73 0 CDH12
PITX1 3.855569584917e-77 -0.331782242573027 0.527 0.589 1.02141749443621e-72 0 PITX1
PCSK1N 5.24304821585893e-77 -0.445787034744082 0.823 0.811 1.38898833334535e-72 0 PCSK1N
DLGAP1 1.27747099852191e-76 -0.534279388420645 0.078 0.138 3.38427616928424e-72 0 DLGAP1
TMEM9 9.37970634001646e-76 0.343434840829685 0.311 0.23 2.48487180359716e-71 0 TMEM9
TSPAN33 1.45019011465845e-75 -0.484081149391106 0.15 0.219 3.84184365175316e-71 0 TSPAN33
CTSV 6.66735083285415e-73 0.353250729159308 0.113 0.064 1.76631458263972e-68 0 CTSV
CD164 1.35507987729484e-72 0.340035225703017 0.353 0.268 3.58987761092949e-68 0 CD164
SEC11C 3.78995668493675e-72 0.289041646872061 0.478 0.386 1.00403532497344e-67 0 SEC11C
PAK3 1.23426563391382e-70 -0.484281284813196 0.194 0.263 3.26981651736449e-66 0 PAK3
FAM107A 4.37028699199248e-70 -0.435668363307668 0.237 0.308 1.15777642991865e-65 0 FAM107A
GDI1 3.78355839944052e-67 -0.456005984621112 0.301 0.365 1.00234029117978e-62 0 GDI1
IGSF1 8.77284272650388e-65 -0.380178539104163 0.402 0.464 2.32410149510541e-60 0 IGSF1
TSPAN1 2.53743173237666e-64 0.318339232438126 0.23 0.163 6.72216414541226e-60 0 TSPAN1
FGFR1 5.20689218035764e-64 0.307918883026114 0.304 0.228 1.37940987642035e-59 0 FGFR1
CTSB 3.25050194848508e-63 0.271420621187547 0.446 0.359 8.61122976192668e-59 0 CTSB
EDIL3 7.39810220933696e-63 0.325030492593596 0.216 0.153 1.95990523729755e-58 0 EDIL3
AGBL4 3.24961636377761e-62 -0.478899405253549 0.077 0.129 8.60888367091965e-58 0 AGBL4
FUNDC1 1.18796120123019e-61 -0.460930822078624 0.054 0.1 3.14714681429902e-57 0 FUNDC1
FN1 2.00774558752055e-61 -0.50373816305461 0.139 0.199 5.31891961045943e-57 0 FN1
PNMT 6.62862049864595e-61 0.334075817624379 0.181 0.123 1.75605414250128e-56 0 PNMT
H1-2 1.05996618758079e-59 -0.50581839826564 0.123 0.179 2.80806242413904e-55 0 H1-2
CHID1 1.76180131421788e-59 0.296169575550087 0.28 0.21 4.66736404162602e-55 0 CHID1
ZFPM2 1.2055289044467e-58 -0.524748272233538 0.12 0.177 3.1936871736602e-54 0 ZFPM2
MUC5B 5.35232597498922e-58 0.329753702704133 0.122 0.076 1.41793819729414e-53 0 MUC5B
VMO1 6.43670870566892e-58 0.315176475400095 0.258 0.191 1.70521287030581e-53 0 VMO1
HMGN3 3.31166420623712e-57 0.309322290821069 0.335 0.262 8.77326081516338e-53 0 HMGN3
IFI44 1.525451724027e-56 -0.467058371190888 0.101 0.153 4.04122670729234e-52 0 IFI44
EMC10 1.21665491041273e-55 0.269832195887763 0.37 0.293 3.2231621886654e-51 0 EMC10
MACROD2 2.75416007011067e-55 -0.483602123035899 0.1 0.153 7.29632085773719e-51 0 MACROD2
CDHR1 1.74882611765077e-54 0.307828806924571 0.105 0.063 4.63299015088041e-50 0 CDHR1
VIM 1.03599244846507e-53 -0.5081038172679 0.127 0.182 2.74455119447366e-49 0 VIM
FAM155A 1.61530511417305e-53 -0.464509198634582 0.123 0.178 4.27926630846725e-49 0 FAM155A
CCN2 1.91385823162582e-53 -0.44605384132849 0.072 0.119 5.07019322722313e-49 0 CCN2
CASK 2.2389577216294e-53 -0.415551650860976 0.114 0.166 5.9314467961406e-49 0 CASK
LGALS2 7.48194296386485e-53 0.324752156390244 0.18 0.127 1.98211632998708e-48 0 LGALS2
FAIM2 1.62834451337181e-52 0.287783975105091 0.211 0.151 4.3138102848246e-48 0 FAIM2
HLA-C 1.95720074268088e-52 0.253336525107079 0.426 0.349 5.18501620751017e-48 0 HLA-C
VKORC1 6.21301341837213e-52 0.281929918164613 0.293 0.225 1.64595151479514e-47 0 VKORC1
PRLHR 1.09223028651449e-50 0.299946752331782 0.129 0.084 2.8935364750342e-46 0 PRLHR
COL1A1 1.26031487620744e-50 -0.535661499305661 0.119 0.171 3.33882617004875e-46 0 COL1A1
KCNA5 2.3729266973949e-50 0.291263413300087 0.264 0.201 6.28635740673857e-46 0 KCNA5
STXBP5L 9.08686170005314e-50 -0.423148481490818 0.066 0.11 2.40729140157808e-45 0 STXBP5L
NDUFA1 1.33512602198257e-49 -0.278984098386443 0.531 0.574 3.53701585743622e-45 0 NDUFA1
SYTL4 6.72672164210173e-49 -0.388368656246254 0.099 0.147 1.78204309742559e-44 0 SYTL4
SDC4 9.22519126501794e-49 0.287662355115673 0.211 0.154 2.44393766992855e-44 0 SDC4
TCEAL3 9.45815782717341e-49 -0.4012513990411 0.206 0.262 2.50565517157478e-44 0 TCEAL3
DPP7 1.13267234535631e-48 0.26613352742234 0.294 0.227 3.00067557731794e-44 0 DPP7
HTRA1 7.35451222328022e-47 -0.383816570224512 0.076 0.119 1.9483573781914e-42 0 HTRA1
PITX2 1.47230405740987e-46 0.290475679807821 0.163 0.115 3.90042790889023e-42 0 PITX2
SCD 3.54052283466958e-46 0.284702825266385 0.202 0.149 9.37955309360664e-42 0 SCD
ENO2 8.90882011688657e-46 -0.306712672550812 0.313 0.37 2.36012462536559e-41 0 ENO2
ECRG4 8.90720698582928e-44 0.272567167300632 0.391 0.325 2.35969727468589e-39 0 ECRG4
HSP90AA1 7.90216325656929e-43 -0.271015353506551 0.554 0.593 2.09344108993034e-38 0 HSP90AA1
SNHG31 9.80604778355228e-43 0.256887923913752 0.248 0.191 2.59781817881867e-38 0 SNHG31
LAMP1 1.13767626002143e-42 0.250502003280989 0.268 0.208 3.01393194804877e-38 0 LAMP1
BGN 1.82570973018791e-42 -0.436306167724781 0.119 0.165 4.83667021721381e-38 0 BGN
ATP2B1 3.0298366322323e-41 0.250606441428762 0.261 0.203 8.02664320610982e-37 0 ATP2B1
GLT8D1 5.48227730273565e-41 0.257559665478337 0.243 0.187 1.45236490304073e-36 0 GLT8D1
COL4A1 9.44622984605437e-41 -0.45071006211722 0.068 0.106 2.50249521081672e-36 0 COL4A1
PTN 3.04967158325286e-40 -0.385692369339113 0.105 0.148 8.07918995835347e-36 0 PTN
CTSL 1.09833763967922e-39 0.251281693678748 0.295 0.236 2.90971607503819e-35 0 CTSL
COL1A2 4.77505822804876e-39 -0.526339588502014 0.19 0.236 1.26500842577468e-34 0 COL1A2
COL3A1 5.42627141674925e-39 -0.461258836579957 0.101 0.143 1.43752782372521e-34 0 COL3A1
HLA-B 4.05341666361304e-37 -0.29074150401668 0.443 0.486 1.07383114252437e-32 0 HLA-B
NAT14 1.1929977878203e-36 0.252194748209237 0.215 0.166 3.16048973949353e-32 0 NAT14
IFI27L2 1.41804964084925e-36 0.250441620602486 0.326 0.268 3.75669710853784e-32 0 IFI27L2
EIF4G3 2.48337173547337e-36 -0.350707189991718 0.098 0.138 6.57894840161606e-32 0 EIF4G3
RPS2 5.686315948219e-36 -0.280989614997002 0.221 0.269 1.50641882100218e-31 0 RPS2
ROBO1 1.03765392284839e-35 -0.41118462017529 0.194 0.241 2.74895277240995e-31 0 ROBO1
ZMYM3 4.09436703731212e-35 -0.347570489206494 0.07 0.105 1.08467971552473e-30 0 ZMYM3
IGFBP7 6.72707994418752e-34 -0.395801480051374 0.403 0.442 1.78213801881416e-29 0 IGFBP7
PRDX1 1.37494475447115e-33 -0.305131370836139 0.147 0.19 3.64250364354498e-29 0 PRDX1
MT1E 3.25539259490725e-33 0.260093664023435 0.166 0.124 8.62418606242828e-29 0 MT1E
NNAT 3.08953035635987e-31 -0.272534126261651 0.394 0.434 8.18478382006858e-27 0 NNAT
MGP 4.45025311723611e-31 -0.419626665921615 0.232 0.275 1.17896105581819e-26 0 MGP
GRID2 1.13772337360651e-30 -0.34916857801013 0.078 0.113 3.01405676135837e-26 0 GRID2
MAP1B 2.79109526862556e-30 -0.265350450018159 0.381 0.422 7.39416958564284e-26 0 MAP1B
YWHAZ 4.67893046424916e-30 -0.274187291480544 0.17 0.212 1.23954225858889e-25 0 YWHAZ
SPARC 2.06754039520497e-28 -0.470167347663662 0.295 0.33 5.47732801497701e-24 0 SPARC
RORA 6.43191738644452e-28 -0.333751795721214 0.092 0.126 1.70394355401688e-23 0 RORA
EPS8 1.19206339901364e-27 -0.30902007714355 0.088 0.121 3.15801435666693e-23 0 EPS8
KIAA1109 1.64983229478576e-27 -0.278389112525816 0.088 0.122 4.37073571534643e-23 0 KIAA1109
UBA1 1.81883849207376e-27 -0.308801887399281 0.196 0.234 4.81846693320179e-23 0 UBA1
PDE4D 5.37980422549959e-27 -0.450510253681873 0.243 0.28 1.42521773541935e-22 0 PDE4D
ZBTB20 1.25120587567027e-26 -0.289472029495921 0.25 0.289 3.31469460582567e-22 0 ZBTB20
TCEAL4 1.74075714084488e-25 -0.251078524260831 0.323 0.36 4.61161381752627e-21 0 TCEAL4
ACSL4 1.03217899944665e-24 -0.271561690531522 0.076 0.106 2.73444860533407e-20 0 ACSL4
CYFIP2 9.95794962585241e-24 -0.282965097827426 0.091 0.121 2.63806001488082e-19 0 CYFIP2
MAGI1 3.32071065049722e-23 -0.285987964822039 0.076 0.104 8.79722665529723e-19 0 MAGI1
USP9X 4.54368243202161e-23 -0.267508929439613 0.092 0.123 1.20371234989117e-18 0 USP9X
MIDN 8.29533759467488e-23 -0.269932287946957 0.169 0.204 2.19760083558127e-18 0 MIDN
ATN1 2.51481673196481e-22 -0.263245230821285 0.141 0.174 6.66225248632117e-18 0 ATN1
RGS5 8.17765918990671e-22 -0.456894198000569 0.188 0.219 2.16642547259009e-17 0 RGS5
DLG2 1.16475462387351e-21 -0.294855664522432 0.095 0.124 3.08566794956571e-17 0 DLG2
HUWE1 2.74077759310753e-21 -0.252461408125316 0.173 0.207 7.26086799966048e-17 0 HUWE1
USP11 2.87746431357869e-21 -0.252887130315343 0.176 0.209 7.62297845953266e-17 0 USP11
ATRX 3.86521048583242e-21 -0.264220806241418 0.176 0.21 1.02397156190672e-16 0 ATRX
PPM1L 4.15037989225948e-21 -0.272854328865508 0.099 0.129 1.09951864105738e-16 0 PPM1L
GSTM3 5.47084103569657e-21 -0.258303866959052 0.133 0.165 1.44933520717673e-16 0 GSTM3
TMSB10 3.09334041528197e-20 -0.282789398588409 0.227 0.26 8.19487742816499e-16 0 TMSB10
NLGN1 1.61439739356383e-19 -0.294708342397539 0.095 0.123 4.27686157502931e-15 0 NLGN1
SYP 9.09834881779273e-19 -0.265226746265319 0.106 0.132 2.41033456880965e-14 0 SYP
CERS6 1.22279664959616e-16 -0.253176103250751 0.1 0.125 3.23943288411014e-12 0 CERS6
TAGLN 1.45696145920061e-16 -0.322708512780044 0.125 0.151 3.85978229771425e-12 0 TAGLN
RBP4.1 0 2.58681881921615 0.59 0.078 0 1 RBP4
FSHB.1 0 2.42764003536802 0.978 0.627 0 1 FSHB
CITED1.1 0 1.69950578243363 0.608 0.245 0 1 CITED1
PEG10.1 0 1.66140600154275 0.984 0.788 0 1 PEG10
TSPAN7.1 0 1.57505062216353 0.428 0.135 0 1 TSPAN7
MKX 0 1.54687143379579 0.211 0.02 0 1 MKX
PCSK1N.1 0 1.53779881856201 0.978 0.766 0 1 PCSK1N
H1-2.1 0 1.43617789627649 0.348 0.11 0 1 H1-2
MIR7-3HG.1 0 1.39889616779772 0.791 0.489 0 1 MIR7-3HG
FXYD6.1 0 1.38573081369793 0.342 0.099 0 1 FXYD6
DIO2.1 0 1.37669175000179 0.283 0.068 0 1 DIO2
GLUL.1 0 1.36151429941074 0.537 0.242 0 1 GLUL
BRINP3 0 1.34480003132863 0.157 0.009 0 1 BRINP3
CCND2.1 0 1.33824334099912 0.254 0.056 0 1 CCND2
XIST 0 1.29323888238009 0.149 0.009 0 1 XIST
GDI1.1 0 1.29086229399439 0.559 0.286 0 1 GDI1
NECAB1.1 0 1.27388044999572 0.394 0.167 0 1 NECAB1
ITM2C.1 0 1.26591416447195 0.412 0.172 0 1 ITM2C
TSPAN33.1 0 1.23701757854895 0.373 0.15 0 1 TSPAN33
UBB.1 0 1.2204436589262 0.792 0.532 0 1 UBB
ADRA2A.1 0 1.1698432007596 0.263 0.091 0 1 ADRA2A
MEIS2 0 1.1632819637196 0.15 0.022 0 1 MEIS2
IGSF1.1 0 1.1201992873626 0.648 0.389 0 1 IGSF1
KCNK1 0 1.09028484253858 0.162 0.033 0 1 KCNK1
TCEAL3.1 0 1.05231469903828 0.394 0.204 0 1 TCEAL3
FUNDC1.1 0 1.0441987166805 0.188 0.059 0 1 FUNDC1
FAM107A.1 0 1.03769165307089 0.444 0.243 0 1 FAM107A
IFI44.1 0 1.03668898349888 0.254 0.105 0 1 IFI44
PAK3.1 0 1.03038359558776 0.382 0.204 0 1 PAK3
PTN.1 0 1.02124419627075 0.252 0.102 0 1 PTN
SMIM10L2A 0 1.01233500105304 0.182 0.058 0 1 SMIM10L2A
NNAT.1 0 0.997746566380797 0.589 0.374 0 1 NNAT
C2orf80 0 0.989850872497424 0.167 0.049 0 1 C2orf80
SFRP1 0 0.977294342760641 0.106 0.009 0 1 SFRP1
BEX1 0 0.944979337340837 0.817 0.639 0 1 BEX1
LINC02574 0 0.943115566474892 0.59 0.423 0 1 LINC02574
UBA1.1 0 0.903170587151609 0.347 0.188 0 1 UBA1
HSP90AA1.1 0 0.89644134964853 0.727 0.541 0 1 HSP90AA1
DGKK 0 0.894363443764294 0.135 0.038 0 1 DGKK
PEBP4 0 0.893823281198082 0.159 0.051 0 1 PEBP4
NR5A1 0 0.88472457290289 0.156 0.045 0 1 NR5A1
GNAS 0 0.878417584768605 1 0.999 0 1 GNAS
DBI.1 0 0.871266714240368 0.644 0.441 0 1 DBI
NLRP1 0 0.835345976559128 0.763 0.592 0 1 NLRP1
MT-CYB 0 0.824347993830481 1 0.999 0 1 MT-CYB
PITX1.1 0 0.791430801644374 0.697 0.536 0 1 PITX1
NDUFA1.1 0 0.788387894697034 0.684 0.527 0 1 NDUFA1
ENO2.1 0 0.779777351765296 0.475 0.32 0 1 ENO2
HLA-B.1 0 0.765611291324699 0.595 0.439 0 1 HLA-B
IDS 0 0.743471162908031 0.65 0.51 0 1 IDS
PSAP 0 0.631861984214173 0.874 0.781 0 1 PSAP
MT-RNR1 0 0.591850769721088 0.996 0.98 0 1 MT-RNR1
BEX3 0 0.573335406396216 0.815 0.726 0 1 BEX3
SNRPN 0 0.573037526403418 0.754 0.647 0 1 SNRPN
SLC22A17 0 0.566640634744804 0.84 0.747 0 1 SLC22A17
MT-ATP6 0 0.541715242987459 1 1 0 1 MT-ATP6
MT-ND1 0 0.538332161619623 0.985 0.967 0 1 MT-ND1
MT-CO3 0 0.294595110486177 1 1 0 1 MT-CO3
RPL35 0 -0.530765039054308 0.707 0.844 0 1 RPL35
TPT1 0 -0.536118500795091 0.745 0.879 0 1 TPT1
ACTG1 0 -0.551039519487452 0.705 0.866 0 1 ACTG1
MICOS10 0 -0.574688872400613 0.716 0.855 0 1 MICOS10
RPL3 0 -0.600470764959953 0.799 0.918 0 1 RPL3
RPL8 0 -0.60913866650414 0.6 0.779 0 1 RPL8
FTL 0 -0.615092518686575 0.527 0.73 0 1 FTL
FAU 0 -0.619398358477269 0.568 0.757 0 1 FAU
APOO 0 -0.620290408863832 0.568 0.763 0 1 APOO
RPL24 0 -0.632784948812033 0.644 0.815 0 1 RPL24
RPL7A 0 -0.645970969111124 0.594 0.792 0 1 RPL7A
RPS15 0 -0.647829978694098 0.639 0.82 0 1 RPS15
STEAP1B 0 -0.663751561535642 0.659 0.852 0 1 STEAP1B
RPL13 0 -0.682776788793365 0.509 0.721 0 1 RPL13
EEF1A1 0 -0.686236124401951 0.789 0.93 0 1 EEF1A1
RPS24 0 -0.68764250487777 0.571 0.768 0 1 RPS24
RPS14 0 -0.687985623465409 0.835 0.932 0 1 RPS14
RPS11 0 -0.714557465681933 0.519 0.74 0 1 RPS11
MT-ND4L.1 0 -0.723259316581712 0.539 0.774 0 1 MT-ND4L
CIRBP 0 -0.73289100659071 0.567 0.798 0 1 CIRBP
PCNX2 0 -0.73691624414544 0.401 0.626 0 1 PCNX2
RBP1.1 0 -0.745445256672617 0.333 0.571 0 1 RBP1
RPL37 0 -0.750055060210274 0.455 0.677 0 1 RPL37
RPS7 0 -0.76354435432343 0.425 0.653 0 1 RPS7
RPS7P1 0 -0.763970870878573 0.378 0.603 0 1 RPS7P1
RPL23A 0 -0.76403689691134 0.329 0.564 0 1 RPL23A
RPS6 0 -0.774209538486553 0.705 0.883 0 1 RPS6
FKBP5 0 -0.779560263673131 0.27 0.506 0 1 FKBP5
ATP5MC2 0 -0.790345587290678 0.282 0.515 0 1 ATP5MC2
RPS17 0 -0.798992944269886 0.54 0.774 0 1 RPS17
RPS20 0 -0.805386486773074 0.514 0.75 0 1 RPS20
RPLP2 0 -0.806227487779985 0.697 0.888 0 1 RPLP2
H3-3B 0 -0.808171281689373 0.434 0.685 0 1 H3-3B
RPS16 0 -0.818251749656934 0.415 0.662 0 1 RPS16
RPS13 0 -0.825198283729456 0.366 0.616 0 1 RPS13
ALDOA 0 -0.831587881466744 0.598 0.822 0 1 ALDOA
TXNRD1 0 -0.850889499614479 0.418 0.675 0 1 TXNRD1
NME1-NME2 0 -0.853286371913833 0.244 0.484 0 1 NME1-NME2
RPL9 0 -0.868189299439575 0.625 0.851 0 1 RPL9
RPL18A 0 -0.868206875942341 0.206 0.433 0 1 RPL18A
RPLP1 0 -0.883114691041093 0.686 0.895 0 1 RPLP1
RPS25 0 -0.883605619717616 0.331 0.599 0 1 RPS25
RPL11 0 -0.885472342691486 0.693 0.88 0 1 RPL11
NBEAL1 0 -0.896383756796612 0.265 0.514 0 1 NBEAL1
RPL27A 0 -0.896898667691113 0.516 0.768 0 1 RPL27A
TMEM9.1 0 -0.904984753762335 0.109 0.294 0 1 TMEM9
RPS3A 0 -0.90882123682256 0.408 0.679 0 1 RPS3A
RPL32 0 -0.91154192260593 0.596 0.831 0 1 RPL32
RPL34 0 -0.912549883045077 0.831 0.952 0 1 RPL34
RPSA 0 -0.919918809049244 0.192 0.436 0 1 RPSA
AMIGO2.1 0 -0.931822329822985 0.064 0.227 0 1 AMIGO2
RPL31 0 -0.944975730047063 0.785 0.944 0 1 RPL31
RPL26 0 -0.947321979283468 0.501 0.759 0 1 RPL26
RPS8 0 -0.950933381166406 0.721 0.916 0 1 RPS8
RPS27AP5 0 -0.957527261004718 0.198 0.449 0 1 RPS27AP5
HLA-C.1 0 -0.966683730399156 0.197 0.42 0 1 HLA-C
MT-ND5.1 0 -0.972025033302407 0.769 0.951 0 1 MT-ND5
RPL13AP25 0 -0.9793147015147 0.176 0.42 0 1 RPL13AP25
RBFOX2 0 -0.980921250119395 0.531 0.807 0 1 RBFOX2
PNMT.1 0 -0.989446262950503 0.027 0.171 0 1 PNMT
VGF.1 0 -0.993715241332504 0.03 0.171 0 1 VGF
RPL37A 0 -0.996146723471272 0.895 0.98 0 1 RPL37A
COX7A1.1 0 -0.998689852556137 0.363 0.663 0 1 COX7A1
RPL12 0 -0.998957330803139 0.373 0.667 0 1 RPL12
MDGA2 0 -1.0028370334825 0.258 0.537 0 1 MDGA2
CHGB.1 0 -1.00493379843603 0.709 0.93 0 1 CHGB
RPS27A 0 -1.04417469286419 0.585 0.861 0 1 RPS27A
ZFAS1 0 -1.04986996807228 0.12 0.331 0 1 ZFAS1
RPL30 0 -1.05439364913578 0.54 0.831 0 1 RPL30
LGALS2.1 0 -1.05979692386344 0.028 0.174 0 1 LGALS2
SNHG8 0 -1.07173363516748 0.089 0.301 0 1 SNHG8
PLD3.1 0 -1.07906159097086 0.438 0.756 0 1 PLD3
RPLP0P2 0 -1.08191118381419 0.223 0.517 0 1 RPLP0P2
GPX3.1 0 -1.08242177208069 0.153 0.404 0 1 GPX3
RPL7 0 -1.08533800719329 0.537 0.83 0 1 RPL7
ATP1B2.1 0 -1.09150926384538 0.114 0.348 0 1 ATP1B2
RPL13A 0 -1.09277708237141 0.56 0.841 0 1 RPL13A
RPS21 0 -1.10499063810512 0.369 0.69 0 1 RPS21
SEZ6L.1 0 -1.11531872997905 0.2 0.492 0 1 SEZ6L
PART1.1 0 -1.12187194463997 0.02 0.172 0 1 PART1
RPL17-C18orf32 0 -1.12408234218693 0.51 0.81 0 1 RPL17-C18orf32
RPL17 0 -1.13254050491362 0.334 0.656 0 1 RPL17
KIZ-AS1 0 -1.13515483777985 0.215 0.514 0 1 KIZ-AS1
SNHG31.1 0 -1.14349829656659 0.055 0.25 0 1 SNHG31
SCD.1 0 -1.15543435933751 0.028 0.202 0 1 SCD
RPLP0 0 -1.16832087488519 0.301 0.64 0 1 RPLP0
RPS23 0 -1.19294715842486 0.443 0.768 0 1 RPS23
COL1A1.1 0 -1.22442641470434 0.039 0.192 0 1 COL1A1
ENO1 0 -1.225596453499 0.248 0.541 0 1 ENO1
RPL21P16 0 -1.23503121667569 0.194 0.513 0 1 RPL21P16
RPS5 0 -1.24258884350887 0.26 0.59 0 1 RPS5
EDIL3.1 0 -1.25445961944915 0.026 0.212 0 1 EDIL3
SERPINI1.1 0 -1.28994016452151 0.048 0.256 0 1 SERPINI1
RPS15A 0 -1.29646306924018 0.31 0.662 0 1 RPS15A
RPS29 0 -1.30010991914158 0.5 0.849 0 1 RPS29
TMEM190.1 0 -1.30885829298255 0.015 0.207 0 1 TMEM190
LAMP5.1 0 -1.31718888870985 0.037 0.244 0 1 LAMP5
PDE4D.1 0 -1.33467691708524 0.105 0.319 0 1 PDE4D
RPS27 0 -1.34492177841317 0.736 0.957 0 1 RPS27
IGFBP5 0 -1.39728456292502 0.115 0.425 0 1 IGFBP5
RPS12 0 -1.44190432853518 0.451 0.814 0 1 RPS12
MDK.1 0 -1.45127509468207 0.205 0.575 0 1 MDK
RPL21 0 -1.47983942587997 0.395 0.789 0 1 RPL21
RPS4Y1 0 -1.54824139647227 0.043 0.291 0 1 RPS4Y1
